output_prefix	name	motif_id	cluster	total_tfbs	CD8_Good_mean_score	CD8_Good_bound	CD8_Poor_mean_score	CD8_Poor_bound	CD8_Good_CD8_Poor_change	CD8_Good_CD8_Poor_pvalue	CD8_Good_CD8_Poor_highlighted
SNAI1_MA1558.2	SNAI1	MA1558.2	C_ZEB1	21959	0.57175	1015	0.69376	1224	-0.03202	3.43776E-69	False
SNAI2_MA0745.3	SNAI2	MA0745.3	C_ZEB1	12482	0.54216	506	0.65235	637	-0.01858	2.42700E-38	False
SNAI3_MA1559.2	SNAI3	MA1559.2	C_ZEB1	15785	0.55235	676	0.66598	819	-0.02147	7.63238E-47	False
SOHLH2_MA1560.2	SOHLH2	MA1560.2	C_PHYPA_008731	2980	0.8306	384	0.95552	447	-0.0095	3.15617E-06	False
SOX10_MA0442.3	SOX10	MA0442.3	C_SOX4	25648	0.45923	758	0.54099	826	0.02006	2.48841E-51	False
SOX12_MA1561.2	SOX12	MA1561.2	C_SOX12	4412	0.49486	147	0.56701	181	0.05493	2.46864E-64	False
SOX13_MA1120.2	SOX13	MA1120.2	C_Sox7	4732	0.49263	177	0.54784	183	0.06206	4.37253E-69	False
SOX14_MA1562.2	SOX14	MA1562.2	C_SOX18	5865	0.50748	270	0.54203	256	0.09442	1.32829E-90	False
SOX15_MA1152.2	SOX15	MA1152.2	C_SOX15	3095	0.49426	114	0.49956	99	0.12978	1.91996E-92	True
SOX4_MA0867.3	SOX4	MA0867.3	C_SOX4	16764	0.46532	515	0.53498	539	0.03621	1.57224E-67	False
SOX8_MA0868.3	SOX8	MA0868.3	C_SOX18	8067	0.43943	224	0.46892	215	0.10417	4.34708E-93	True
SOX9_MA0077.2	SOX9	MA0077.2	C_Sox7	7078	0.46575	228	0.49907	215	0.09414	2.09676E-89	False
SP3_MA0746.3	SP3	MA0746.3	C_SP3	28725	1.27146	8894	1.40786	9828	-0.00679	2.31635E-17	False
SP5_MA1965.2	SP5	MA1965.2	C_SP5	87722	0.73556	8014	0.89095	9819	-0.06354	3.82184E-123	True
SP8_MA0747.2	SP8	MA0747.2	C_SP8	23489	1.02319	4888	1.17472	5531	-0.0471	1.53174E-88	False
SP9_MA1564.2	SP9	MA1564.2	C_SP3	25831	1.27833	7765	1.42204	8677	-0.01283	1.20324E-43	False
SPIB_MA0081.3	SPIB	MA0081.3	C_Spi1	25464	0.59913	1607	0.70489	1891	-0.00633	2.68871E-14	False
SPIC_MA0687.2	SPIC	MA0687.2	C_SPIC	15373	0.50381	643	0.58928	738	0.02139	8.97780E-54	False
SREBF1_MA0829.3	SREBF1	MA0829.3	C_SREBP	6280	0.55111	470	0.65336	513	-0.01976	5.37127E-29	False
SRY_MA0084.2	SRY	MA0084.2	C_SOX18	7489	0.36436	110	0.41218	119	0.07707	3.99186E-88	False
STAT1_MA0137.4	STAT1	MA0137.4	C_Stat4	12479	0.53867	615	0.62693	704	0.01371	4.36664E-30	False
STAT1STAT2_MA0517.2	STAT1::STAT2	MA0517.2	C_STAT1::STAT2	29039	0.45022	770	0.52521	892	0.03163	6.68330E-80	False
STAT3_MA0144.3	STAT3	MA0144.3	C_Stat4	14690	0.48883	599	0.58338	701	-0.00074	4.21231E-01	False
TAL1TCF3_MA0091.2	TAL1::TCF3	MA0091.2	C_TAL1::TCF3	7256	0.43626	176	0.52593	186	0.00999	2.58809E-14	False
TBR1_MA0802.2	TBR1	MA0802.2	C_TBX4	8209	0.45609	249	0.54696	281	0.00725	1.81198E-08	False
TBX18_MA1565.2	TBX18	MA1565.2	C_TBX4	12752	0.50973	483	0.61336	550	-0.00883	6.73495E-17	False
TBX19_MA0804.2	TBX19	MA0804.2	C_TBX19	4005	0.4416	86	0.50835	95	0.05225	7.15420E-57	False
TBX2_MA0688.2	TBX2	MA0688.2	C_TBX4	8642	0.46428	269	0.55776	308	0.00357	1.55820E-02	False
TCF12_MA1648.2	TCF12	MA1648.2	C_ZEB1	12946	0.62009	722	0.76002	860	-0.05277	4.39239E-75	False
TCF21_MA1568.2	TCF21	MA1568.2	C_OLIG1	3282	0.43223	70	0.49289	76	0.03578	4.19684E-37	False
TCF4_MA0830.3	TCF4	MA0830.3	C_ZEB1	17183	0.58713	861	0.71692	1019	-0.04281	4.23571E-75	False
TCF7_MA0769.3	TCF7	MA0769.3	C_TCF7L2	10706	0.43251	257	0.5109	307	0.02313	3.44123E-45	False
TCF7L2_MA0523.2	TCF7L2	MA0523.2	C_TCF7L2	13247	0.42469	277	0.50514	344	0.0212	1.48662E-41	False
TCFL5_MA0632.3	TCFL5	MA0632.3	C_TCFL5	4274	1.33407	1340	1.45746	1485	0.02063	5.73727E-26	False
TEAD1_MA0090.4	TEAD1	MA0090.4	C_TEAD4	10294	0.40564	210	0.48268	226	0.02446	9.66823E-45	False
TEAD2_MA1121.2	TEAD2	MA1121.2	C_TEAD4	4126	0.43728	99	0.50986	123	0.03486	1.20520E-40	False
TEAD4_MA0809.3	TEAD4	MA0809.3	C_TEAD4	9235	0.39448	160	0.47176	182	0.02119	1.95080E-39	False
TFAP2A_MA0810.2	TFAP2A	MA0810.2	C_TFAP2A	15007	0.91386	1951	1.07311	2340	-0.0521	1.17467E-78	False
TFAP2A_MA0003.5	TFAP2A	MA0003.5	C_TFAP2C	15324	0.7752	1445	0.91149	1718	-0.02934	1.43117E-64	False
TFAP2B_MA0811.2	TFAP2B	MA0811.2	C_TFAP2A	11849	0.83733	1274	0.98685	1546	-0.04193	1.81380E-70	False
TFAP2B_MA0812.2	TFAP2B	MA0812.2	C_TFAP2C	9311	0.86122	1086	1.01232	1289	-0.04955	9.96962E-75	False
TFAP2C_MA0524.3	TFAP2C	MA0524.3	C_TFAP2A	12064	0.83774	1291	0.98663	1554	-0.04273	3.08128E-68	False
TFAP2C_MA0814.3	TFAP2C	MA0814.3	C_TFAP2C	21002	0.71888	1756	0.85225	2099	-0.02876	1.71479E-65	False
TFAP2E_MA1569.2	TFAP2E	MA1569.2	C_TFAP2C	12128	0.89541	1463	1.05661	1799	-0.05828	3.93053E-83	True
TFAP4ETV1_MA1966.2	TFAP4::ETV1	MA1966.2	C_ETV5::FIGLA	11557	0.8017	1307	0.93576	1546	-0.02656	1.72605E-47	False
TFAP4FLI1_MA1967.2	TFAP4::FLI1	MA1967.2	C_TFAP4::FLI1	11792	0.63628	777	0.76111	925	-0.03191	4.98542E-62	False
TFCP2_MA1968.2	TFCP2	MA1968.2	C_TFCP2	3401	0.58983	177	0.62027	164	0.09042	3.80290E-71	False
TFDP1_MA1122.2	TFDP1	MA1122.2	C_UGA3	5921	0.97892	857	1.12564	1009	-0.04074	1.66701E-52	False
TFEB_MA0692.2	TFEB	MA0692.2	C_ARNT2	5432	0.77369	793	0.86398	883	0.02258	2.75332E-34	False
TFEC_MA0871.3	TFEC	MA0871.3	C_ARNT2	4053	0.93424	817	1.04169	899	-0.00019	1.17473E-01	False
THAP1_MA0597.3	THAP1	MA0597.3	C_THAP1	15962	0.59918	805	0.74464	1080	-0.05789	9.05511E-93	True
THRA_MA1969.2	THRA	MA1969.2	C_THRA	12827	0.52305	527	0.63077	632	-0.01754	9.33073E-40	False
THRB_MA1574.2	THRB	MA1574.2	C_PPARD	8968	0.61125	531	0.71036	607	0.00349	1.39411E-02	False
THRB_MA1575.2	THRB	MA1575.2	C_THRB	4891	0.63518	261	0.72556	295	0.02382	2.07835E-34	False
THRB_MA1576.2	THRB	MA1576.2	C_THRB	9321	0.54751	461	0.64565	519	-0.00241	3.24926E-01	False
TLX2_MA1577.2	TLX2	MA1577.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
TP73_MA0861.2	TP73	MA0861.2	C_TP73	3712	0.55636	235	0.63781	256	0.03525	2.27778E-36	False
TRPS1_MA1970.2	TRPS1	MA1970.2	C_GLN3	8376	0.36649	126	0.44229	147	0.02626	2.24483E-45	False
TWIST1_MA1123.3	TWIST1	MA1123.3	C_Ptf1A	9242	0.45978	239	0.56557	303	-0.0166	4.91682E-33	False
UNCX_MA0721.2	UNCX	MA0721.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
USF1_MA0093.4	USF1	MA0093.4	C_ARNT2	6233	0.64183	644	0.75055	711	-0.01984	7.19075E-32	False
USF2_MA0526.5	USF2	MA0526.5	C_ARNT2	2638	1.1166	725	1.18399	747	0.05672	4.19551E-43	False
VAX1_MA0722.2	VAX1	MA0722.2	C_otp	4285	0.34828	42	0.39304	52	0.08371	8.74254E-76	False
VAX2_MA0723.3	VAX2	MA0723.3	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
VEZF1_MA1578.2	VEZF1	MA1578.2	C_Macho-1	23928	0.78922	2292	0.9841	2840	-0.11977	9.44196E-125	True
VSX1_MA0725.2	VSX1	MA0725.2	C_otp	4286	0.34904	42	0.39341	52	0.08435	7.74388E-73	False
VSX2_MA0726.2	VSX2	MA0726.2	C_otp	4286	0.34904	42	0.39341	52	0.08435	7.74388E-73	False
XBP1_MA0844.2	XBP1	MA0844.2	C_CREB3	2724	0.98818	564	1.10973	608	0.0001	6.04832E-01	False
YY2_MA0748.3	YY2	MA0748.3	C_YY2	4976	1.04517	1053	1.18601	1163	-0.0347	1.06331E-43	False
ZBED1_MA0749.2	ZBED1	MA0749.2	C_ZBED1	810	0.91984	147	1.01923	158	-0.00955	2.00041E-03	False
ZBED2_MA1971.2	ZBED2	MA1971.2	C_che-1	1971	0.75554	182	0.90532	225	-0.06867	1.63405E-53	True
ZBTB12_MA1649.2	ZBTB12	MA1649.2	C_ZBTB12	6481	0.55178	312	0.68049	409	-0.03917	3.50524E-58	False
ZBTB14_MA1650.2	ZBTB14	MA1650.2	C_ZBTB14	7254	1.26418	1887	1.41586	2170	-0.01369	2.04091E-16	False
ZBTB18_MA0698.2	ZBTB18	MA0698.2	C_ZBTB18	12872	0.43166	299	0.53069	355	-0.01309	4.48640E-30	False
ZBTB26_MA1579.2	ZBTB26	MA1579.2	C_ZBTB26	12458	0.49558	445	0.59559	528	-0.00433	1.31298E-13	False
ZBTB33_MA0527.2	ZBTB33	MA0527.2	C_ZBTB33	2475	1.28761	727	1.40928	823	0.03183	1.66459E-33	False
ZBTB6_MA1581.2	ZBTB6	MA1581.2	C_ZBTB6	14362	0.59726	817	0.73316	1002	-0.04534	4.95266E-80	False
ZBTB7A_MA0750.3	ZBTB7A	MA0750.3	C_FLI1	11047	1.09868	2572	1.22089	2911	0.0089	1.03811E-15	False
ZBTB7B_MA0694.2	ZBTB7B	MA0694.2	C_ZBTB7B	6228	0.79977	585	0.95287	710	-0.05813	7.36158E-67	True
ZBTB7C_MA0695.2	ZBTB7C	MA0695.2	C_ZBTB7B	6142	0.70155	368	0.84201	464	-0.04508	1.39728E-56	False
ZEB1_MA0103.4	ZEB1	MA0103.4	C_ZEB1	42756	0.5582	1927	0.68473	2335	-0.04067	3.52702E-100	False
ZFP42_MA1651.2	ZFP42	MA1651.2	C_ZFP42	10415	0.7124	1277	0.80401	1390	0.02399	5.34468E-46	False
ZFP57_MA1583.2	ZFP57	MA1583.2	C_ZFP57	3004	0.90749	383	1.01653	434	0.01665	2.76969E-16	False
ZIC4_MA0751.2	ZIC4	MA0751.2	C_ZIC5	9060	0.84866	1004	1.00479	1223	-0.05128	5.29680E-74	False
ZIC5_MA1584.2	ZIC5	MA1584.2	C_ZIC5	9469	0.90885	1201	1.07566	1495	-0.06228	7.57948E-76	True
ZIM3_MA1709.2	ZIM3	MA1709.2	C_ZIM3	21311	0.4149	441	0.48979	550	0.03517	1.92754E-81	False
ZKSCAN1_MA1585.2	ZKSCAN1	MA1585.2	C_ZKSCAN1	4493	0.5308	221	0.62194	247	0.00791	6.46819E-08	False
ZKSCAN3_MA1973.2	ZKSCAN3	MA1973.2	C_ZKSCAN3	8761	0.67714	644	0.81157	806	-0.03429	3.13335E-46	False
ZKSCAN5_MA1652.2	ZKSCAN5	MA1652.2	C_ZKSCAN5	23202	0.65779	1689	0.81822	2192	-0.08145	3.83595E-106	True
ZNF140_MA1589.2	ZNF140	MA1589.2	C_ZNF140	11112	0.53509	567	0.6278	652	0.00436	2.08999E-04	False
ZNF148_MA1653.2	ZNF148	MA1653.2	C_PATZ1	44780	1.08581	9321	1.23938	10812	-0.03686	1.06767E-93	False
ZNF16_MA1654.2	ZNF16	MA1654.2	C_ZNF16	13469	0.58727	746	0.71667	929	-0.04272	1.50928E-69	False
ZNF189_MA1725.2	ZNF189	MA1725.2	C_ZNF189	12541	0.56878	641	0.68274	810	-0.00897	2.89585E-19	False
ZNF211_MA1974.2	ZNF211	MA1974.2	C_ZNF211	6918	0.44001	179	0.45183	157	0.1273	8.14173E-104	True
ZNF214_MA1975.2	ZNF214	MA1975.2	C_ZNF214	8365	0.41136	195	0.49634	206	0.01065	5.19901E-18	False
ZNF257_MA1710.2	ZNF257	MA1710.2	C_ZNF257	27802	0.66783	2054	0.81205	2563	-0.05088	2.92637E-99	False
ZNF263_MA0528.3	ZNF263	MA0528.3	C_SP5	18887	0.75694	1779	0.89836	2116	-0.03771	5.92576E-69	False
ZNF274_MA1592.2	ZNF274	MA1592.2	C_ZNF274	7898	0.49366	276	0.59562	313	-0.00559	1.33103E-07	False
ZNF281_MA1630.3	ZNF281	MA1630.3	C_PATZ1	45225	0.94527	7241	1.11706	8474	-0.07535	1.17957E-122	True
ZNF282_MA1154.2	ZNF282	MA1154.2	C_ZNF282	8660	0.55066	396	0.66748	471	-0.03492	6.79803E-57	False
ZNF317_MA1593.2	ZNF317	MA1593.2	C_ZNF317	12016	0.47248	363	0.5787	429	-0.02227	3.08618E-45	False
ZNF320_MA1976.2	ZNF320	MA1976.2	C_ZNF320	23436	0.80957	2277	0.96762	2797	-0.06193	1.41617E-102	True
ZNF324_MA1977.2	ZNF324	MA1977.2	C_ZNF324	10994	0.4822	393	0.58399	454	-0.00904	3.27556E-13	False
ZNF331_MA1726.2	ZNF331	MA1726.2	C_ZNF331	15190	0.68246	1174	0.82465	1386	-0.05137	2.76208E-80	False
ZNF341_MA1655.2	ZNF341	MA1655.2	C_ZNF341	8971	0.58866	536	0.72094	651	-0.04611	3.52508E-63	False
ZNF343_MA1711.2	ZNF343	MA1711.2	C_ZNF343	9663	0.84979	1136	0.98859	1354	-0.02835	5.79629E-50	False
ZNF354A_MA1978.2	ZNF354A	MA1978.2	C_ZNF354A	38526	0.31667	261	0.36359	298	0.07434	5.04391E-125	True
ZNF384_MA1125.2	ZNF384	MA1125.2	C_ZNF384	36599	0.35366	469	0.41547	520	0.05026	1.47655E-96	False
ZNF410_MA0752.2	ZNF410	MA0752.2	C_ZNF410	6294	0.41834	167	0.48406	177	0.04094	8.42800E-62	False
ZNF416_MA1979.2	ZNF416	MA1979.2	C_ZNF416	14112	0.52038	547	0.64247	661	-0.03811	4.52910E-67	False
ZNF417_MA1727.2	ZNF417	MA1727.2	C_ZNF417	12070	0.80014	1409	0.94056	1619	-0.04626	1.14816E-73	False
ZNF449_MA1656.2	ZNF449	MA1656.2	C_ZNF449	12171	0.67189	934	0.79688	1143	-0.01852	2.32622E-38	False
ZNF454_MA1712.2	ZNF454	MA1712.2	C_ZNF454	23852	0.92694	2818	1.0915	3566	-0.05766	9.46117E-92	True
ZNF530_MA1981.2	ZNF530	MA1981.2	C_ZNF530	28873	0.76154	2840	0.93701	3417	-0.09521	1.37406E-119	True
ZNF549_MA1728.2	ZNF549	MA1728.2	C_ZNF549	16466	0.63462	1000	0.78469	1222	-0.06979	2.83584E-94	True
ZNF574_MA1982.2	ZNF574	MA1982.2	C_ZNF574	11179	0.79084	1244	0.95673	1508	-0.06765	1.91675E-82	True
ZNF582_MA1983.2	ZNF582	MA1983.2	C_ZNF582	11292	0.45588	296	0.53799	330	0.02037	1.87979E-39	False
ZNF610_MA1713.2	ZNF610	MA1713.2	C_ZNF610	18279	1.11818	3428	1.28737	4074	-0.05042	5.33683E-81	False
ZNF652_MA1657.2	ZNF652	MA1657.2	C_ZNF652	9638	0.4048	196	0.48114	219	0.02131	2.98720E-40	False
ZNF667_MA1984.2	ZNF667	MA1984.2	C_ZNF667	7923	0.45999	248	0.56199	262	-0.01177	2.53811E-19	False
ZNF675_MA1714.2	ZNF675	MA1714.2	C_ZNF675	11918	0.49168	392	0.57536	473	0.0218	1.04762E-36	False
ZNF680_MA1729.2	ZNF680	MA1729.2	C_ZNF680	16775	0.40968	321	0.48318	373	0.03007	2.51236E-57	False
ZNF682_MA1599.2	ZNF682	MA1599.2	C_ZNF682	16306	0.82766	2074	1.00295	2465	-0.09253	2.45159E-112	True
ZNF684_MA1600.2	ZNF684	MA1600.2	C_ZNF684	11281	0.62639	777	0.74856	881	-0.02594	9.95208E-48	False
ZNF692_MA1986.2	ZNF692	MA1986.2	C_ZNF692	9827	0.74005	841	0.89964	1040	-0.07332	4.63137E-85	True
ZNF701_MA1987.2	ZNF701	MA1987.2	C_ZNF701	22438	0.70377	1852	0.84704	2172	-0.05242	9.64184E-92	False
ZNF708_MA1730.2	ZNF708	MA1730.2	C_ZNF708	12066	0.62111	744	0.74797	908	-0.0355	1.64221E-59	False
ZNF740_MA0753.3	ZNF740	MA0753.3	C_ZNF740	12807	0.7981	1371	0.99071	1683	-0.11455	4.18925E-111	True
ZNF76_MA1716.2	ZNF76	MA1716.2	C_ZNF76	10164	0.8126	1561	0.93674	1709	-0.01561	1.25357E-28	False
ZNF768_MA1731.2	ZNF768	MA1731.2	C_ZNF768	19113	0.54856	892	0.66925	1035	-0.03586	6.84197E-73	False
ZNF784_MA1717.2	ZNF784	MA1717.2	C_MYB55	3766	0.60594	206	0.72375	249	-0.01865	1.18577E-20	False
ZNF816_MA1719.2	ZNF816	MA1719.2	C_ZNF816	13213	0.65272	788	0.78179	963	-0.03398	1.03577E-62	False
ZNF85_MA1720.2	ZNF85	MA1720.2	C_ZNF85	9203	0.41186	214	0.50587	246	-0.00417	2.07611E-05	False
ZNF93_MA1721.2	ZNF93	MA1721.2	C_ZNF93	25239	1.02162	3793	1.18321	4682	-0.04514	1.96193E-89	False
ZSCAN29_MA1602.2	ZSCAN29	MA1602.2	C_ZSCAN29	3190	0.64044	217	0.72307	258	0.0387	6.07744E-40	False
ZSCAN31_MA1722.2	ZSCAN31	MA1722.2	C_ZSCAN31	5898	0.577	332	0.67522	364	0.01189	5.31255E-15	False
Spz1_MA0111.1	Spz1	MA0111.1	C_Spz1	7660	0.52723	314	0.64022	371	-0.02357	1.63286E-33	False
Sox7_MA2095.1	Sox7	MA2095.1	C_Sox7	10826	0.44692	283	0.50944	328	0.05242	3.27650E-72	False
Ebf4_MA2122.1	Ebf4	MA2122.1	C_EBF1	12765	0.61882	690	0.75939	890	-0.05235	5.71049E-78	False
Hand1_MA2123.1	Hand1	MA2123.1	C_Hand1	12094	0.593	605	0.72486	716	-0.04682	2.45240E-73	False
Hmga1_MA2124.1	Hmga1	MA2124.1	C_Hmga1	24729	0.31419	190	0.3647	190	0.06495	3.33120E-99	False
Zfp809_MA2125.1	Zfp809	MA2125.1	C_Zfp809	23206	0.558	1190	0.67893	1444	-0.03746	7.34882E-75	False
Zfp961_MA2126.1	Zfp961	MA2126.1	C_ZNF417	5111	0.86652	646	1.01628	776	-0.05992	1.59314E-67	True
Nr1h3_MA2337.1	Nr1h3	MA2337.1	C_Nr1h3	22091	0.47146	726	0.58195	822	-0.02838	1.44007E-62	False
Ppara_MA2338.1	Ppara	MA2338.1	C_Nr1h3	5236	0.44586	138	0.54227	161	-0.00603	3.99791E-03	False
Nanog_MA2339.1	Nanog	MA2339.1	C_pag-3	3139	0.48498	97	0.55767	106	0.03459	4.08864E-38	False
Zbtb2_MA2340.1	Zbtb2	MA2340.1	C_FLI1	7044	1.21555	1954	1.33027	2225	0.03636	1.01279E-48	False
AhrArnt_MA0006.2	Ahr::Arnt	MA0006.2	C_VOZ2	52005	0.93533	8168	1.072	9338	-0.02331	2.41179E-74	False
Alx1_MA0854.2	Alx1	MA0854.2	C_otp	3983	0.33675	33	0.37522	35	0.09425	9.83601E-80	False
Alx4_MA0853.2	Alx4	MA0853.2	C_Arx	4372	0.38715	93	0.43347	101	0.08283	6.50416E-77	False
Ar_MA0007.4	Ar	MA0007.4	C_Pgr	3684	0.55686	175	0.67062	214	-0.01468	2.36105E-13	False
Arid3b_MA0601.2	Arid3b	MA0601.2	C_HDG1	4631	0.32361	29	0.35555	31	0.10043	2.98216E-80	True
Arid5a_MA0602.2	Arid5a	MA0602.2	C_FoxA-b	6444	0.32493	56	0.35775	47	0.09873	3.99872E-94	True
Arntl_MA0603.2	Arntl	MA0603.2	C_ARNT2	3377	1.01167	749	1.11928	823	0.0049	1.45502E-02	False
Arx_MA0874.2	Arx	MA0874.2	C_Arx	5211	0.39503	111	0.42462	118	0.0984	1.38219E-78	True
Atf3_MA1988.2	Atf3	MA1988.2	C_fos-1	5392	0.5012	205	0.61589	240	-0.02069	7.65867E-24	False
Atoh1_MA0461.3	Atoh1	MA0461.3	C_OLIG1	3822	0.39223	46	0.43105	45	0.07018	2.61593E-66	False
Atoh1_MA1467.3	Atoh1	MA1467.3	C_lin-32	7423	0.46008	202	0.57508	236	-0.03603	1.88515E-55	False
Bach1Mafk_MA0591.2	Bach1::Mafk	MA0591.2	C_MAFG::NFE2L1	8547	0.57532	495	0.70058	571	-0.04009	9.35537E-60	False
Jun_MA0489.3	Jun	MA0489.3	C_fos-1	7643	0.46383	243	0.56336	277	-0.00149	3.17134E-01	False
Bcl11B_MA1989.2	Bcl11B	MA1989.2	C_Bcl11B	15617	0.47853	475	0.5674	570	0.01097	5.79745E-25	False
Bhlha15_MA1472.3	Bhlha15	MA1472.3	C_MBD2	6659	0.5458	312	0.67491	381	-0.04593	1.19798E-54	False
Creb5_MA0840.2	Creb5	MA0840.2	C_JDP2	3387	0.95466	743	1.01875	790	0.07465	2.59957E-62	False
Crx_MA0467.3	Crx	MA0467.3	C_unc-30	16969	0.42444	443	0.48176	425	0.04511	4.50601E-80	False
Hoxa13_MA0650.4	Hoxa13	MA0650.4	C_HOXB13	11894	0.39555	255	0.44305	269	0.0738	3.14167E-90	False
Dlx2_MA0885.3	Dlx2	MA0885.3	C_B-H2	4157	0.42785	129	0.47086	138	0.09469	6.15316E-75	False
Dlx3_MA0880.2	Dlx3	MA0880.2	C_B-H2	9415	0.3901	220	0.43357	242	0.08861	4.36082E-99	False
Dlx4_MA0881.2	Dlx4	MA0881.2	C_B-H2	9415	0.3901	220	0.43357	242	0.08861	4.36082E-99	False
Dlx5_MA1476.3	Dlx5	MA1476.3	C_B-H2	4157	0.42785	129	0.47086	138	0.09469	6.15316E-75	False
Dmbx1_MA0883.2	Dmbx1	MA0883.2	C_unc-30	4781	0.43443	120	0.48912	129	0.06135	6.76086E-65	False
Dmrt1_MA1603.2	Dmrt1	MA1603.2	C_Dmrt1	8321	0.37248	127	0.42703	128	0.06409	1.02854E-80	False
Dux_MA0611.3	Dux	MA0611.3	C_Dux	6592	0.38467	159	0.44495	181	0.04886	2.60887E-60	False
Ebf2_MA1604.2	Ebf2	MA1604.2	C_Ebf2	12421	0.62005	632	0.73886	774	-0.02575	1.69887E-47	False
Elf5_MA0136.4	Elf5	MA0136.4	C_IKZF2	22381	0.53745	1030	0.64175	1200	-0.00893	4.19363E-24	False
Foxo1_MA0480.3	Foxo1	MA0480.3	C_FKH1	10360	0.44099	306	0.50679	330	0.04265	6.16096E-67	False
Erg_MA0474.4	Erg	MA0474.4	C_Erg	21953	0.66822	1786	0.78329	2092	-0.01563	2.20571E-42	False
Esrrg_MA0643.2	Esrrg	MA0643.2	C_Nr1h3	7911	0.47883	233	0.5764	266	-0.00597	2.38473E-07	False
Foxf1_MA1606.2	Foxf1	MA1606.2	C_FKH1	10360	0.44099	306	0.50679	330	0.04265	6.16096E-67	False
Foxj3_MA0851.2	Foxj3	MA0851.2	C_FKH1	14340	0.39475	299	0.45166	327	0.05687	1.24749E-87	False
Foxl2_MA1607.2	Foxl2	MA1607.2	C_FKH1	16509	0.39096	310	0.4488	350	0.05793	1.25673E-94	False
Foxo3_MA0157.4	Foxo3	MA0157.4	C_FKH1	10360	0.44099	306	0.50679	330	0.04265	6.16096E-67	False
Gata3_MA0037.5	Gata3	MA0037.5	C_GLN3	9042	0.37279	154	0.44985	178	0.02416	8.29848E-41	False
Gfi1B_MA0483.2	Gfi1B	MA0483.2	C_Gfi1B	14643	0.46883	577	0.55444	647	0.0142	7.10177E-28	False
Gli1_MA1990.2	Gli1	MA1990.2	C_Gli2	9703	0.5656	429	0.69262	514	-0.03813	4.90091E-61	False
Gli2_MA0734.4	Gli2	MA0734.4	C_Gli2	8267	0.59607	439	0.74484	507	-0.07249	2.00882E-89	True
Gmeb1_MA0615.2	Gmeb1	MA0615.2	C_Gmeb1	1043	0.69358	99	0.73748	101	0.09624	1.43757E-53	False
Hand1Tcf3_MA0092.2	Hand1::Tcf3	MA0092.2	C_Hand1::Tcf3	8786	0.44888	235	0.55496	288	-0.02049	2.03684E-38	False
Hic1_MA0739.2	Hic1	MA0739.2	C_Hic1	7166	0.47581	231	0.60683	264	-0.05784	4.40667E-69	True
Hmx1_MA0896.2	Hmx1	MA0896.2	C_Hmx3	6891	0.36605	101	0.41436	101	0.07878	7.65208E-91	False
Hmx2_MA0897.2	Hmx2	MA0897.2	C_Hmx3	9417	0.35082	135	0.39398	133	0.08761	1.48149E-96	False
Hmx3_MA0898.2	Hmx3	MA0898.2	C_Hmx3	6774	0.35646	97	0.40238	99	0.08223	2.13723E-88	False
Hnf1A_MA1991.2	Hnf1A	MA1991.2	C_Hnf1A	12700	0.4454	323	0.52951	377	0.01438	2.26552E-33	False
Hoxa11_MA0911.2	Hoxa11	MA0911.2	C_HOXC10	4493	0.45448	134	0.48866	118	0.09618	3.53044E-86	False
Hoxd13_MA0909.4	Hoxd13	MA0909.4	C_HOXB13	9047	0.40079	186	0.42872	185	0.11297	7.19152E-99	True
Ikzf3_MA1992.2	Ikzf3	MA1992.2	C_Erg	23299	0.64796	1731	0.77209	2080	-0.03109	3.48275E-70	False
Irf1_MA0050.4	Irf1	MA0050.4	C_Stat2	30911	0.40173	575	0.4729	696	0.03111	1.70541E-77	False
Isl1_MA1608.2	Isl1	MA1608.2	C_Isl1	2134	0.45505	69	0.53369	80	0.02931	1.34993E-20	False
Lef1_MA0768.3	Lef1	MA0768.3	C_Hnf1A	9102	0.44239	260	0.51976	292	0.02245	2.71142E-45	False
Lhx1_MA1518.3	Lhx1	MA1518.3	C_Arx	3130	0.40521	71	0.46568	84	0.06003	4.17418E-60	False
Lhx3_MA0135.2	Lhx3	MA0135.2	C_Lhx3	14483	0.31622	99	0.35473	100	0.08851	1.06594E-103	False
Lhx4_MA0704.2	Lhx4	MA0704.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
Lhx8_MA0705.2	Lhx8	MA0705.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
Mafb_MA0117.3	Mafb	MA0117.3	C_MAFF	8380	0.4547	254	0.5344	297	0.02391	4.69074E-39	False
Mafg_MA0659.4	Mafg	MA0659.4	C_MAFK	8687	0.56279	456	0.69317	545	-0.04671	2.42434E-73	False
Mecom_MA0029.2	Mecom	MA0029.2	C_Mecom	10319	0.37706	149	0.43992	163	0.05052	2.40372E-78	False
Mlxip_MA0622.2	Mlxip	MA0622.2	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
Msgn1_MA1524.3	Msgn1	MA1524.3	C_Msgn1	9910	0.45903	278	0.51407	281	0.0604	7.08371E-79	False
Msx3_MA0709.2	Msx3	MA0709.2	C_B-H2	9415	0.3901	220	0.43357	242	0.08861	4.36082E-99	False
