"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"6200","chr17",78314031,78314431,401,"*",5.34231002063212,5.30978303538591,5.38196384321821,0.140662755881239,0.518056879387979,0.999820495462944,33.23,45.46,27.44,50.05,42.15,46.55,25.99,60.6,33.66,"SOCS3","+45846","Not Significant",0.285622554833533,0.285622554833533,"Not Capped"
"6209","chr1",168631566,168631966,401,"*",3.00318350448634,3.08284324292705,2.89699462678464,0.392881022153518,0.518333911896485,0.999820495462944,7.1,9.71,5.86,10.69,9,8.31,4.64,10.83,6.01,"XCL1","+55293","Not Significant",0.285390376598008,0.285390376598008,"Not Capped"
"6251","chr4",102586672,102587072,401,"*",3.9464875548385,3.95948440236313,3.93007509389447,0.240995049486913,0.519451320478934,0.999820495462944,13.03,17.83,10.76,19.63,16.53,17.01,9.5,22.15,12.31,"NFKB1","+85543","Not Significant",0.284455145388725,0.284455145388725,"Not Capped"
"6274","chr16",28984852,28985252,401,"*",5.57046020784831,5.53429821838196,5.61442416109151,0.132780074279413,0.519915218015933,0.999820495462944,38.83,53.11,32.06,58.47,49.25,54.69,30.53,71.2,39.55,"LAT","+226","Not Significant",0.284067470499447,0.284067470499447,"Not Capped"
"6282","chr12",55743200,55743600,401,"*",5.10778887178994,4.78787659496017,5.42810228180649,-0.425371103655726,0.0707908166876739,0.999820495462944,23.14,31.66,19.11,34.85,29.36,48.06,26.83,62.57,34.76,"GDF11","+120","Not Significant",1.15002307734618,1.15002307734618,"Not Capped"
"6289","chr2",105744575,105744975,401,"*",5.58743821421423,5.5510896633363,5.63162273938583,0.132463243599579,0.520373079919949,0.999820495462944,39.28,53.73,32.43,59.16,49.82,55.34,30.9,72.05,40.02,"NCK2","-122","Not Significant",0.283685178568216,0.283685178568216,"Not Capped"
"6313","chr9",90732866,90733266,401,"*",2.1365413797236,1.70089506223502,2.5434012036684,-0.610294634050253,0.520806939932625,0.999820495462944,2.72,3.73,2.25,4.1,3.45,6.51,3.63,8.47,4.71,"SYK","-68721","Not Significant",0.28332323727711,0.28332323727711,"Not Capped"
"6344","chr12",94101949,94102349,401,"*",5.16214126082474,4.99024952141127,5.35168445237207,-0.147661379118066,0.521502447552483,0.999820495462944,26.63,36.43,21.99,40.1,33.78,45.58,25.45,59.34,32.96,"PLXNC1","-46574","Not Significant",0.282743648970829,0.282743648970829,"Not Capped"
"6355","chr11",62546551,62546951,401,"*",5.3308647135578,5.16210687654503,5.5173521090138,-0.141535414632361,0.521761697174892,0.999820495462944,30,41.03,24.77,45.18,38.05,51.13,28.54,66.56,36.97,"AHNAK","+84","Not Significant",0.282527805872349,0.282527805872349,"Not Capped"
"6366","chr5",40653226,40653626,401,"*",3.80466144067701,3.57509656829822,4.04819024865159,-0.257139674710325,0.522004059898675,0.999820495462944,9.99,13.66,8.24,15.04,12.67,18.47,10.31,24.04,13.35,"PTGER4","-26072","Not Significant",0.282326119249203,0.282326119249203,"Not Capped"
"6372","chr3",46448894,46449294,401,"*",3.33293962261888,3.38411772552252,3.26630327191973,0.326346686532044,0.522128807334716,0.999820495462944,8.75,11.97,7.22,13.17,11.09,10.74,6,13.98,7.77,"LTF","+16069","Not Significant",0.282222344863659,0.282222344863659,"Not Capped"
"6380","chr7",139075001,139075401,401,"*",4.27789021011771,4.43085418064958,4.06061036750616,0.579812537567106,0.0710853396707524,0.999820495462944,18.07,24.72,14.92,27.21,22.92,18.63,10.4,24.25,13.47,"ZC3HAV1","+34447","Not Significant",1.14821995702819,1.14821995702819,"Not Capped"
"6388","chrX",129678197,129678597,401,"*",4.5766520276905,4.56188542393261,4.59490024354539,0.179377984680154,0.522642299722742,0.999820495462944,19.79,27.07,16.34,29.8,25.1,26.98,15.06,35.12,19.51,"APLN","-23460","Not Significant",0.281795443838029,0.281795443838029,"Not Capped"
"6402","chr5",177086810,177087210,401,"*",5.41095198601243,5.1117685304978,5.71442261337305,-0.38820104645545,0.0711494054635426,0.999820495462944,28.97,39.63,23.92,43.63,36.74,58.61,32.72,76.31,42.39,"FGFR4","+124","Not Significant",1.14782872460263,1.14782872460263,"Not Capped"
"6423","chr20",3072005,3072405,401,"*",5.06103926255242,4.88671998751804,5.25294050170996,-0.152381438161641,0.523757433091842,0.999820495462944,24.79,33.9,20.46,37.33,31.44,42.57,23.76,55.42,30.78,"OXT","+585","Not Significant",0.280869800535694,0.280869800535694,"Not Capped"
"6426","chr1",168445010,168445410,401,"*",3.35182529552074,3.39847518502366,3.29130821782915,0.31699414152697,0.523770307586094,0.999820495462944,8.83,12.08,7.29,13.3,11.21,10.93,6.1,14.23,7.9,"XCL2","+98787","Not Significant",0.280859125263633,0.280859125263633,"Not Capped"
"6431","chr1",158203887,158204287,401,"*",3.78325222052069,3.80407580972797,3.75679281491309,0.258259920368609,0.523961766911333,0.999820495462944,11.7,16.01,9.66,17.62,14.84,15.09,8.42,19.65,10.91,"CD1D","+24140","Not Significant",0.280700401995711,0.280700401995711,"Not Capped"
"6438","chr4",128385329,128385729,401,"*",3.01817226091188,2.70339603352808,3.33435322478894,-0.412060548517908,0.524049966062526,0.999820495462944,5.46,7.46,4.51,8.22,6.92,11.26,6.29,14.66,8.14,"PGRMC2","-96700","Not Significant",0.280627302805011,0.280627302805011,"Not Capped"
"6465","chr5",40410309,40410709,401,"*",6.65181937376761,6.61003752743178,6.70240050767178,0.120779822931755,0.524886838854567,0.999820495462944,81.84,111.95,67.57,123.25,103.81,116.25,64.9,151.35,84.07,"PTGER4","-268989","Not Significant",0.279934316705086,0.279934316705086,"Not Capped"
"6475","chr6",31497760,31498160,401,"*",5.54192271159421,5.37759960105804,5.72406341249386,-0.132766631145706,0.525027237780879,0.999820495462944,34.83,47.65,28.76,52.45,44.18,59,32.94,76.82,42.67,"MICB","-155","Not Significant",0.27981816533483,0.27981816533483,"Not Capped"
"6487","chr5",148005351,148005751,401,"*",3.28629398037924,3.34005206403125,3.21615085176995,0.332673529321979,0.525256832624485,0.999820495462944,8.48,11.61,7,12.78,10.76,10.37,5.79,13.51,7.5,"SPINK5","-58421","Not Significant",0.279628289513517,0.279628289513517,"Not Capped"
"6510","chr2",203706375,203706775,401,"*",5.26525842715809,5.35001188772891,5.15179589757337,0.410122936816844,0.0714505536119213,0.999820495462944,34.17,46.74,28.21,51.46,43.34,39.68,22.15,51.67,28.7,"CD28","+27","Not Significant",1.14599440186712,1.14599440186712,"Not Capped"
"6517","chr12",64446183,64446583,401,"*",3.53006486636551,3.27872607189055,3.7929242735029,-0.297700302667935,0.526375732290249,0.999820495462944,8.13,11.12,6.71,12.25,10.31,15.47,8.64,20.14,11.19,"TBK1","-5497","Not Significant",0.278704141383803,0.278704141383803,"Not Capped"
"6535","chr2",157628577,157628977,401,"*",6.32977050776154,6.28693611634592,6.38158475405609,0.118458705344147,0.526852891699058,0.999820495462944,65.42,89.49,54.01,98.52,82.98,93.07,51.96,121.17,67.31,"ACVR1C","+228","Not Significant",0.278310631925948,0.278310631925948,"Not Capped"
"6552","chr17",40062783,40063183,401,"*",5.28986401562751,5.12222848123721,5.47525388553704,-0.139240604510984,0.527366781435602,0.999820495462944,29.18,39.92,24.09,43.94,37.01,49.66,27.72,64.65,35.91,"THRA","+173","Not Significant",0.277887229668805,0.277887229668805,"Not Capped"
"6555","chr14",23379913,23380313,401,"*",4.49790150654118,4.48563366586785,4.51309104908391,0.18468795308176,0.527472224090847,0.999820495462944,18.77,25.68,15.5,28.27,23.81,25.49,14.23,33.18,18.43,"CMTM5","+3077","Not Significant",0.277800404734871,0.277800404734871,"Not Capped"
"6571","chr1",161605956,161606356,401,"*",3.18062115279819,2.90355592465179,3.46562662026805,-0.343976433032762,0.528081996142224,0.999820495462944,6.27,8.58,5.18,9.44,7.95,12.33,6.88,16.06,8.92,"FCGR3B","+25050","Not Significant",0.277298638626577,0.277298638626577,"Not Capped"
"6598","chr3",32467729,32468129,401,"*",4.94204408895525,5.04420861185747,4.80323983106973,0.452508222991199,0.0716101696819371,0.999820495462944,27.64,37.81,22.82,41.63,35.06,31.17,17.4,40.58,22.54,"CMTM6","+35479","Not Significant",1.14502529720164,1.14502529720164,"Not Capped"
"6607","chr10",89086076,89086476,401,"*",3.40340266336975,3.447249580344,3.34665089488451,0.310686914920057,0.529276341111456,0.999820495462944,9.14,12.5,7.55,13.76,11.59,11.36,6.34,14.78,8.21,"FAS","+95619","Not Significant",0.276317518731925,0.276317518731925,"Not Capped"
"6612","chr15",66386590,66386990,401,"*",6.89592956134344,6.85385306805005,6.94685608672007,0.120166142220384,0.529383610666537,0.999820495462944,96.91,132.56,80.01,145.94,122.92,137.71,76.88,179.3,99.59,"MAP2K1","-27","Not Significant",0.276229508269398,0.276229508269398,"Not Capped"
"6613","chr19",18291985,18292385,401,"*",5.23427289525735,5.06563525800909,5.42064282532166,-0.141250158802635,0.529418276184357,0.999820495462944,28.06,38.38,23.17,42.25,35.59,47.81,26.69,62.25,34.58,"JUND","-10563","Not Significant",0.276201070384476,0.276201070384476,"Not Capped"
"6623","chr11",118895623,118896023,401,"*",5.07110505586303,4.89812920745979,5.26170229053471,-0.149656114080753,0.529644689452507,0.999820495462944,24.98,34.17,20.63,37.62,31.69,42.82,23.91,55.76,30.97,"CXCR5","+12057","Not Significant",0.276015377866324,0.276015377866324,"Not Capped"
"6657","chr2",205642268,205642668,401,"*",3.55058586377498,3.3020808425076,3.81096049883836,-0.292087112608505,0.530274789730472,0.999820495462944,8.26,11.3,6.82,12.44,10.48,15.67,8.75,20.4,11.33,"NRP2","-40032","Not Significant",0.275499019574252,0.275499019574252,"Not Capped"
"6664","chr16",66589353,66589753,401,"*",4.60218689424509,4.2356219181678,4.95885605093568,-0.507262694460287,0.0719608559961227,0.999820495462944,15.78,21.59,13.03,23.77,20.02,34.72,19.38,45.2,25.11,"CMTM2","+10096","Not Significant",1.14290367923169,1.14290367923169,"Not Capped"
"6671","chr4",102630645,102631045,401,"*",4.77224337973738,4.59162014503064,4.97023178359692,-0.164561947782314,0.530780375797792,0.999820495462944,20.2,27.63,16.68,30.42,25.62,34.99,19.53,45.56,25.3,"NFKB1","+129516","Not Significant",0.275085142401952,0.275085142401952,"Not Capped"
"6689","chr8",118694453,118694853,401,"*",3.37830701491213,3.11507937185306,3.65149207236222,-0.319025721956198,0.531297777535083,0.999820495462944,7.26,9.93,5.99,10.93,9.21,14.03,7.83,18.26,10.14,"TNFRSF11B","+257547","Not Significant",0.274662000778139,0.274662000778139,"Not Capped"
"6702","chr3",46070581,46070981,401,"*",3.81966422502827,3.59361942331159,4.06001576333889,-0.251100131455072,0.531549385483217,0.999820495462944,10.11,13.84,8.35,15.23,12.83,18.62,10.39,24.24,13.46,"XCR1","-43039","Not Significant",0.274456379595111,0.274456379595111,"Not Capped"
"6707","chr7",80134616,80135016,401,"*",4.49788357812052,4.12024824205666,4.86287875778557,-0.526331527905291,0.0720627659677868,0.999820495462944,14.57,19.93,12.03,21.94,18.48,32.48,18.13,42.29,23.49,"GNAI1","+28","Not Significant",1.14228907247305,1.14228907247305,"Not Capped"
"6712","chr12",55738394,55738794,401,"*",5.27721843239266,5.10871436167607,5.46345781167157,-0.14099116005347,0.531803900098663,0.999820495462944,28.91,39.54,23.87,43.54,36.67,49.25,27.5,64.12,35.62,"GDF11","-4686","Not Significant",0.27424848200047,0.27424848200047,"Not Capped"
"6713","chr5",40164959,40165359,401,"*",3.76578961477522,3.78527263625061,3.74105990700665,0.255396213129302,0.531844716434179,0.999820495462944,11.55,15.8,9.54,17.4,14.65,14.93,8.33,19.43,10.79,"PTGER4","-514339","Not Significant",0.274215150862688,0.274215150862688,"Not Capped"
"6714","chr1",101236469,101236869,401,"*",5.38001110340617,5.21369054127435,5.56411288046791,-0.13673390737741,0.531873974938609,0.999820495462944,31.09,42.53,25.67,46.82,39.43,52.81,29.48,68.76,38.19,"S1PR1","-219","Not Significant",0.274191259570509,0.274191259570509,"Not Capped"
"6715","chr6",108156333,108156733,401,"*",3.62059802013527,3.37716512342659,3.87650223621879,-0.2830865977491,0.531957700275446,0.999820495462944,8.71,11.91,7.19,13.11,11.04,16.39,9.15,21.35,11.86,"NR2E1","-11490","Not Significant",0.274122900162332,0.274122900162332,"Not Capped"
"6716","chr1",167442122,167442522,401,"*",5.30087416280987,5.2674748948478,5.34156444264915,0.138739161423586,0.531964958977611,0.999820495462944,32.27,44.14,26.64,48.6,40.93,45.26,25.27,58.93,32.73,"CD247","+76216","Not Significant",0.274116974140795,0.274116974140795,"Not Capped"
"6741","chr1",212425359,212425759,401,"*",2.93099765490215,2.61804081640498,3.24570836040647,-0.40727012604208,0.532612987495211,0.999820495462944,5.14,7.04,4.25,7.75,6.52,10.59,5.91,13.79,7.66,"NENF","-7328","Not Significant",0.273588247719206,0.273588247719206,"Not Capped"
"6745","chr1",107964954,107965354,401,"*",4.843616469729,4.82083174325618,4.87160048827006,0.16181054304157,0.532746386768591,0.999820495462944,23.68,32.39,19.55,35.66,30.03,32.68,18.24,42.55,23.63,"VAV3","-10","Not Significant",0.273479487107489,0.273479487107489,"Not Capped"
"6751","chr11",10322958,10323358,401,"*",3.91272012275626,4.10358173616705,3.63202359254299,0.679105824330245,0.0722626683946206,0.999820495462944,14.4,19.7,11.89,21.69,18.27,13.84,7.73,18.02,10.01,"ADM","+18074","Not Significant",1.14108600557366,1.14108600557366,"Not Capped"
"6756","chr3",72100783,72101183,401,"*",4.95585111183411,4.78105986112337,5.14820990921187,-0.153289313846396,0.533118691397652,0.999820495462944,23.04,31.51,19.02,34.69,29.22,39.58,22.1,51.54,28.63,"PROK2","-315922","Not Significant",0.273176090634754,0.273176090634754,"Not Capped"
"6763","chr11",69918845,69919245,401,"*",4.10570691627871,3.89600552521865,4.33111112802043,-0.220471107316562,0.533281629697036,0.999820495462944,12.47,17.06,10.3,18.78,15.82,22.47,12.54,29.25,16.25,"FGF3","-100021","Not Significant",0.273043376487047,0.273043376487047,"Not Capped"
"6765","chr14",74612519,74612919,401,"*",5.87596565641823,5.83459452906009,5.92606508096903,0.121561310205829,0.533339614191079,0.999820495462944,47.81,65.4,39.48,72,60.64,67.87,37.89,88.36,49.08,"LTBP2","-388","Not Significant",0.272996157577865,0.272996157577865,"Not Capped"
"6781","chr1",11037581,11037981,401,"*",4.68050717575454,4.49716163755623,4.8811081627424,-0.169928746361828,0.533974668377605,0.999820495462944,18.92,25.88,15.62,28.49,24,32.89,18.36,42.83,23.79,"MASP2","+9442","Not Significant",0.272479345302476,0.272479345302476,"Not Capped"
"6783","chr14",102777261,102777661,401,"*",6.18585617399512,6.02990136707243,6.35972209426249,-0.116325648239938,0.534006996317533,0.999820495462944,54.74,74.88,45.2,82.44,69.44,91.67,51.18,119.35,66.3,"TRAF3","-15","Not Significant",0.272453053004789,0.272453053004789,"Not Capped"
"6787","chr3",106176781,106177181,401,"*",4.89484540830942,4.86993257445313,4.92539340541075,0.157114676346478,0.534136839845134,0.999820495462944,24.5,33.51,20.23,36.89,31.07,33.92,18.94,44.16,24.53,"CBLB","-307938","Not Significant",0.272347467360016,0.272347467360016,"Not Capped"
"6813","chr10",30529654,30530054,401,"*",5.36395944206288,5.44312655587942,5.25847071679801,0.396671643925201,0.0726096983128741,0.999820495462944,36.45,49.86,30.09,54.89,46.23,42.73,23.85,55.63,30.9,"MAP3K8","+95917","Not Significant",1.13900536769572,1.13900536769572,"Not Capped"
"6836","chr8",133297111,133297511,401,"*",6.66915039459182,6.51321685214905,6.84299516608354,-0.116347072370683,0.535009570498447,0.999820495462944,76.53,104.68,63.18,115.25,97.07,128.15,71.54,166.84,92.67,"NDRG1","+275","Not Significant",0.271638449048886,0.271638449048886,"Not Capped"
"6849","chr10",6569251,6569651,401,"*",2.87221894708592,2.96324557203703,2.74971220484304,0.418467653987094,0.535380593720382,0.999820495462944,6.53,8.94,5.39,9.84,8.29,7.51,4.19,9.77,5.43,"PRKCQ","+10850","Not Significant",0.271337375011056,0.271337375011056,"Not Capped"
"6854","chr3",146534839,146535239,401,"*",2.63889269704799,2.31164966317368,2.96505869008077,-0.431825171665181,0.535459248016299,0.999820495462944,4.16,5.69,3.43,6.26,5.28,8.72,4.87,11.35,6.3,"PLSCR1","+9825","Not Significant",0.271273576251569,0.271273576251569,"Not Capped"
"6858","chr7",81510484,81510884,401,"*",3.63274690157332,3.39741004816387,3.88145382134714,-0.268186556478034,0.535569985955917,0.999820495462944,8.83,12.08,7.29,13.29,11.2,16.45,9.18,21.42,11.9,"HGF","+259514","Not Significant",0.271183769410151,0.271183769410151,"Not Capped"
"6865","chr13",95380586,95380986,401,"*",4.1936415097665,4.1907189880763,4.19728635613551,0.205224236266977,0.53574264346961,0.999820495462944,15.3,20.93,12.63,23.04,19.41,20.48,11.43,26.66,14.81,"ABCC4","-79357","Not Significant",0.271043783743884,0.271043783743884,"Not Capped"
"6866","chr11",123023109,123023509,401,"*",3.69825093159162,3.46476377332325,3.94530274463409,-0.264928142796104,0.535749209208042,0.999820495462944,9.25,12.65,7.64,13.93,11.73,17.2,9.6,22.39,12.44,"HSPA8","+39026","Not Significant",0.271038461325494,0.271038461325494,"Not Capped"
"6952","chr10",47278186,47278586,401,"*",3.63207701959415,3.3975977388776,3.88001708346698,-0.266653495747125,0.538157948515767,0.999820495462944,8.83,12.08,7.29,13.3,11.2,16.43,9.18,21.4,11.89,"GDF10","-22000","Not Significant",0.269090240873753,0.269090240873753,"Not Capped"
"6968","chr3",79828724,79829124,401,"*",3.27746364188061,3.32872605673199,3.21071292576292,0.326617101368932,0.538610831089462,0.999820495462944,8.42,11.51,6.95,12.68,10.68,10.33,5.77,13.45,7.47,"ROBO1","-61109","Not Significant",0.268724917476514,0.268724917476514,"Not Capped"
"7022","chr17",78214017,78214417,401,"*",5.53782439883869,5.37625058469552,5.71725704779471,-0.127379543024929,0.540280097075486,0.999820495462944,34.8,47.6,28.73,52.41,44.14,58.73,32.79,76.46,42.47,"BIRC5","+31","Not Significant",0.267381030775625,0.267381030775625,"Not Capped"
"7046","chr10",33155624,33156024,401,"*",4.18265763474842,4.17991827100057,4.18607454105107,0.205742627474395,0.540862323370857,0.999820495462944,15.19,20.77,12.54,22.87,19.26,20.32,11.34,26.45,14.69,"NRP1","+180438","Not Significant",0.266913270586106,0.266913270586106,"Not Capped"
"7056","chr2",147686337,147686737,401,"*",3.92576385594395,3.70639256432439,4.16005107091458,-0.238133222647404,0.541110352751808,0.999820495462944,10.94,14.96,9.03,16.47,13.87,19.96,11.14,25.98,14.43,"ACVR2A","-157980","Not Significant",0.266714156882477,0.266714156882477,"Not Capped"
"7060","chr13",45311121,45311521,401,"*",4.15978459072652,3.95844434124932,4.37741516359044,-0.204233814836667,0.541295890675461,0.999820495462944,13.02,17.82,10.75,19.61,16.52,23.2,12.95,30.21,16.78,"TPT1","+29963","Not Significant",0.26656526990459,0.26656526990459,"Not Capped"
"7090","chr6",154156131,154156531,401,"*",4.61006792605942,4.42695309256659,4.81044788110606,-0.169305347435149,0.542003172966047,0.999820495462944,18.02,24.65,14.88,27.14,22.86,31.32,17.49,40.78,22.65,"OPRM1","+145830","Not Significant",0.265998171030595,0.265998171030595,"Not Capped"
"7104","chr15",98548302,98548702,401,"*",4.1394635996579,3.93453573656566,4.36044035226922,-0.21095364776088,0.542264319072102,0.999820495462944,12.81,17.52,10.58,19.29,16.25,22.93,12.8,29.85,16.58,"IGF1R","-100469","Not Significant",0.265788971149834,0.265788971149834,"Not Capped"
"7108","chr17",81512710,81513110,401,"*",6.50957686802473,6.46478162796824,6.56368315261701,0.114235815775087,0.542273983027734,0.999820495462944,74,101.23,61.1,111.44,93.86,105.59,58.95,137.47,76.36,"ACTG1","-129","Not Significant",0.265781231446043,0.265781231446043,"Not Capped"
"7138","chr15",43749789,43750189,401,"*",5.0478238810262,5.01761906240367,5.08471177722152,0.145571826265522,0.542762999321803,0.999820495462944,27.14,37.12,22.41,40.87,34.42,37.88,21.15,49.32,27.39,"PDIA3","+3597","Not Significant",0.265389766277741,0.265389766277741,"Not Capped"
"7159","chr8",56621387,56621787,401,"*",3.20991736587532,3.27160045772366,3.12890909458972,0.349739538998071,0.543481384051098,0.999820495462944,8.09,11.07,6.68,12.18,10.26,9.76,5.45,12.71,7.06,"PENK","-175557","Not Significant",0.264815327276577,0.264815327276577,"Not Capped"
"7195","chr2",33142944,33143344,401,"*",3.39235749147252,3.66285162066839,2.96228382295008,0.901329849956384,0.0737147544623356,0.999820495462944,10.61,14.52,8.76,15.98,13.46,8.7,4.86,11.33,6.29,"LTBP1","+196172","Not Significant",1.13244557672366,1.13244557672366,"Not Capped"
"7200","chr11",75340590,75340990,401,"*",4.3128963147851,4.11927615086095,4.5232714528739,-0.189584994238211,0.544656646874184,0.999820495462944,14.56,19.92,12.02,21.93,18.47,25.67,14.33,33.42,18.56,"ARRB1","+10915","Not Significant",0.263877191961353,0.263877191961353,"Not Capped"
"7238","chr13",103963737,103964137,401,"*",2.97124780123461,2.67566527718787,3.27174746645399,-0.376301297072553,0.54568178371013,0.999820495462944,5.35,7.32,4.42,8.06,6.79,10.78,6.02,14.04,7.8,"SLC10A2","-897091","Not Significant",0.263060543864313,0.263060543864313,"Not Capped"
"7248","chr19",18173513,18173913,401,"*",5.11808483553947,4.95023406992647,5.30368531591758,-0.139613536544673,0.546010322027785,0.999820495462944,25.9,35.43,21.38,39.01,32.85,44.09,24.61,57.4,31.88,"IFI30","+46","Not Significant",0.262799147116991,0.262799147116991,"Not Capped"
"7269","chr12",71392189,71392589,401,"*",3.42275972844425,3.46467039515557,3.368598994929,0.304904718816306,0.546557972653324,0.999820495462944,9.25,12.65,7.64,13.93,11.73,11.53,6.44,15.01,8.34,"LGR5","-47381","Not Significant",0.262363766251997,0.262363766251997,"Not Capped"
"7279","chr1",91885894,91886294,401,"*",5.43153840406926,5.39357782614894,5.47762624281124,0.128935998773353,0.546786674795132,0.999820495462944,35.22,48.18,29.08,53.04,44.67,49.74,27.77,64.76,35.97,"TGFBR3","+185","Not Significant",0.262182077742583,0.262182077742583,"Not Capped"
"7310","chr12",85855465,85855865,401,"*",3.70015970747974,3.71970538952225,3.67534923246416,0.255422101585614,0.547593323141173,0.999820495462944,11.04,15.1,9.11,16.62,14,14.26,7.96,18.57,10.31,"NTS","-18632","Not Significant",0.261541855900764,0.261541855900764,"Not Capped"
"7333","chr14",102774721,102775121,401,"*",5.03213297796757,5.00126653134077,5.069809931606,0.144176382875793,0.548307344422701,0.999820495462944,26.83,36.71,22.15,40.41,34.04,37.49,20.93,48.81,27.11,"TRAF3","-2555","Not Significant",0.260975936825092,0.260975936825092,"Not Capped"
"7356","chr14",94599547,94599947,401,"*",3.04210000632004,2.75692589843225,3.33393550000049,-0.358849907046748,0.548949561918918,0.999820495462944,5.66,7.75,4.68,8.53,7.18,11.26,6.28,14.65,8.14,"SERPINA3","-12644","Not Significant",0.260467557164822,0.260467557164822,"Not Capped"
"7358","chr7",83502116,83502516,401,"*",3.29587963635775,3.34242353668666,3.23550524900269,0.316026036776448,0.549032235519648,0.999820495462944,8.5,11.62,7.02,12.8,10.78,10.51,5.87,13.69,7.6,"SEMA3E","+146694","Not Significant",0.260402155919104,0.260402155919104,"Not Capped"
"7359","chr6",36027451,36027851,401,"*",6.80100308923078,6.8567175535628,6.72819090558863,0.341431471772961,0.0742244474273089,0.999820495462944,97.1,132.83,80.17,146.23,123.16,118.34,66.07,154.08,85.59,"MAPK14","-60","Not Significant",1.1294530268766,1.1294530268766,"Not Capped"
"7365","chr6",150016886,150017286,401,"*",4.44951038133414,4.43579954389623,4.46646769728321,0.181598600526816,0.54923842399986,0.999820495462944,18.13,24.8,14.97,27.31,23,24.68,13.78,32.13,17.85,"RAET1L","+8385","Not Significant",0.260239087700056,0.260239087700056,"Not Capped"
"7366","chr17",63865976,63866376,401,"*",3.71639847792214,3.73469495012928,3.69319667592817,0.252361607742764,0.549256859087253,0.999820495462944,11.15,15.26,9.21,16.8,14.15,14.44,8.06,18.8,10.44,"CSH2","+7590","Not Significant",0.260224510929719,0.260224510929719,"Not Capped"
"7385","chr7",121438403,121438803,401,"*",5.01008672692553,4.98053988177749,5.04618913659431,0.14700859397968,0.549746153651587,0.999820495462944,26.45,36.18,21.84,39.83,33.55,36.88,20.59,48.02,26.67,"FAM3C","-42269","Not Significant",0.259837800536949,0.259837800536949,"Not Capped"
"7396","chr11",113910359,113910759,401,"*",2.19474264133611,1.81145235609901,2.56394799391609,-0.52583723301153,0.550027739008481,0.999820495462944,2.94,4.02,2.43,4.43,3.73,6.6,3.69,8.59,4.77,"HTR3B","+5882","Not Significant",0.259615407606598,0.259615407606598,"Not Capped"
"7405","chr1",41640405,41640805,401,"*",3.14779496612267,2.8737339146939,3.43025201290964,-0.338185663954873,0.550305771128595,0.999820495462944,6.14,8.4,5.07,9.25,7.79,12.03,6.72,15.67,8.7,"EDN2","-155934","Not Significant",0.259395932661929,0.259395932661929,"Not Capped"
"7442","chr19",18388371,18388771,401,"*",5.27879220033035,5.11420810027614,5.4611894436472,-0.133286543461062,0.551186815440696,0.999820495462944,29.02,39.69,23.96,43.7,36.81,49.17,27.45,64.02,35.56,"GDF15","+2413","Not Significant",0.258701179434674,0.258701179434674,"Not Capped"
"7446","chr11",2377047,2377447,401,"*",5.82707754819423,5.78347274211536,5.87979313906008,0.116698842348964,0.551254856891322,0.999820495462944,46.15,63.13,38.1,69.5,58.53,65.73,36.7,85.58,47.53,"CD81","-47","Not Significant",0.258647571108127,0.258647571108127,"Not Capped"
"7461","chr2",84925743,84926143,401,"*",5.96781465898154,5.81322579227465,6.14032080743931,-0.113575310928542,0.55164663535158,0.999820495462944,47.11,64.44,38.9,70.94,59.75,78.74,43.96,102.51,56.94,"TMSB10","+20318","Not Significant",0.258339026361797,0.258339026361797,"Not Capped"
"7462","chr18",62344447,62344847,401,"*",2.97143783208944,3.04140411097733,2.87892048797142,0.370610626820119,0.551722006693859,0.999820495462944,6.9,9.44,5.69,10.39,8.75,8.21,4.58,10.69,5.94,"TNFRSF11A","+19332","Not Significant",0.25827969286826,0.25827969286826,"Not Capped"
"7463","chr10",33882324,33882724,401,"*",2.7081286948141,2.80095364427344,2.58301146526455,0.4237629589504,0.551726367262812,0.999820495462944,5.84,7.99,4.82,8.79,7.41,6.69,3.73,8.71,4.84,"NRP1","-546262","Not Significant",0.258276260408565,0.258276260408565,"Not Capped"
"7467","chr2",33006345,33006745,401,"*",2.91289615647536,3.28720744312464,2.24568823652863,1.23006474869823,0.0744541626840483,0.999820495462944,8.18,11.19,6.75,12.32,10.37,5.29,2.96,6.89,3.83,"LTBP1","+59573","Not Significant",1.1281110161096,1.1281110161096,"Not Capped"
"7468","chr4",54942651,54943051,401,"*",5.02864750100228,4.85838088029361,5.21660771332792,-0.144456596645026,0.551827355917678,0.999820495462944,24.3,33.24,20.07,36.6,30.83,41.51,23.17,54.04,30.02,"KDR","+182738","Not Significant",0.258196773901031,0.258196773901031,"Not Capped"
"7512","chr10",47206793,47207193,401,"*",4.02577638846069,3.82048216990017,4.24709393840682,-0.211714763280569,0.552828028700964,0.999820495462944,11.84,16.19,9.77,17.83,15.01,21.2,11.83,27.6,15.33,"GDF10","-93393","Not Significant",0.257409946094103,0.257409946094103,"Not Capped"
