"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"28212","chr12",69911908,69912308,401,"*",3.24136972772974,2.79021135157622,3.65894507241192,-0.64659091655712,0.231829093708597,0.999820495462944,5.8,7.93,4.78,8.73,7.35,14.1,7.87,18.36,10.2,"MYRFL","+86804","Not Significant",0.634832062573327,0.634832062573327,"Not Capped"
"28213","chr8",144291299,144291699,401,"*",6.44190853756526,6.23193290142819,6.66756625608822,-0.22202860222034,0.231831814931032,0.999820495462944,62.97,86.14,51.99,94.83,79.87,113.47,63.35,147.74,82.06,"HSF1","-99","Not Significant",0.634826964831138,0.634826964831138,"Not Capped"
"28239","chr4",145936786,145937186,401,"*",4.80990451711072,4.85191971076889,4.75560411608044,0.308328876373271,0.232541866590682,0.999820495462944,24.19,33.1,19.98,36.44,30.69,30.15,16.83,39.26,21.81,"ZNF827","+1649","Not Significant",0.633498845817303,0.633498845817303,"Not Capped"
"28243","chr10",21309789,21310189,401,"*",2.51878981893412,1.87902965389671,3.05257785550164,-0.938819177474616,0.232579955937879,0.999820495462944,3.08,4.22,2.54,4.64,3.91,9.26,5.17,12.06,6.7,"MLLT10","-224354","Not Significant",0.633427716093679,0.633427716093679,"Not Capped"
"28274","chr9",70398058,70398458,401,"*",4.13543739107889,4.21993109657898,4.02234729423366,0.40797960251075,0.233958534776019,0.999820495462944,15.61,21.36,12.89,23.51,19.8,18.14,10.13,23.62,13.12,"KLF9","+16366","Not Significant",0.630861107178275,0.630861107178275,"Not Capped"
"28281","chr6",36387418,36387818,401,"*",4.51081254592439,4.23370451682279,4.79585425032775,-0.346865629878593,0.234106745104831,0.999820495462944,15.76,21.56,13.01,23.74,19.99,31.01,17.31,40.37,22.42,"ETV7","+165","Not Significant",0.630586073191,0.630586073191,"Not Capped"
"28282","chr18",35173491,35173891,401,"*",2.37420731139597,2.67801639769039,1.87399135369352,0.990844883040401,0.234127684940256,0.999820495462944,5.36,7.33,4.43,8.07,6.8,4.09,2.28,5.33,2.96,"ZNF397","-67346","Not Significant",0.630547229165873,0.630547229165873,"Not Capped"
"28315","chr15",56180761,56181161,401,"*",2.86752350873671,3.09510596895702,2.5208787717485,0.772127207403079,0.234791092104606,0.999820495462944,7.16,9.79,5.91,10.78,9.08,6.41,3.58,8.34,4.63,"RFX7","+62305","Not Significant",0.629318384099048,0.629318384099048,"Not Capped"
"28320","chr2",2559937,2560337,401,"*",3.31521255553429,3.48472930093935,3.07078022780047,0.619174445701732,0.234866990311314,0.999820495462944,9.38,12.83,7.74,14.12,11.9,9.38,5.24,12.21,6.78,"MYT1L","-228943","Not Significant",0.62917801742005,0.62917801742005,"Not Capped"
"28323","chr15",89776551,89776951,401,"*",4.2049900112743,3.89686949113391,4.51577610360675,-0.40279882977436,0.234906314278062,0.999820495462944,12.48,17.07,10.3,18.79,15.83,25.54,14.26,33.25,18.47,"MESP2","+393","Not Significant",0.6291053092366,0.6291053092366,"Not Capped"
"28327","chr11",128342943,128343343,401,"*",4.0361762615792,3.71646751239261,4.35632641847689,-0.423433516948949,0.235135131596466,0.999820495462944,11.01,15.07,9.09,16.59,13.97,22.86,12.76,29.77,16.53,"ETS1","+244415","Not Significant",0.628682477984296,0.628682477984296,"Not Capped"
"28350","chr7",65373614,65374014,401,"*",5.52449493037814,5.54086296911852,5.50377022974567,0.249699152522986,0.235630924197495,0.999820495462944,39,53.35,32.2,58.74,49.47,50.65,28.28,65.94,36.63,"ZNF92","+15","Not Significant",0.627767713345883,0.627767713345883,"Not Capped"
"28353","chr3",125357113,125357513,401,"*",5.32080346445876,5.34301710433053,5.29254662053223,0.262985126019554,0.235685184814976,0.999820495462944,34.01,46.52,28.08,51.21,43.13,43.75,24.42,56.96,31.64,"ZNF148","+18041","Not Significant",0.627667716395174,0.627667716395174,"Not Capped"
"28380","chr1",33633161,33633561,401,"*",4.55826009806734,4.2850977857654,4.83995284225565,-0.339880416206325,0.236374181239687,0.999820495462944,16.33,22.34,13.49,24.6,20.72,31.97,17.85,41.62,23.12,"ZSCAN20","+160716","Not Significant",0.626399962467165,0.626399962467165,"Not Capped"
"28390","chr2",104378859,104379259,401,"*",4.19128479968416,4.26987571412492,4.08661427514779,0.393871831752097,0.236679449286264,0.999820495462944,16.16,22.11,13.34,24.34,20.5,18.97,10.59,24.69,13.72,"POU3F3","-476452","Not Significant",0.625839449924918,0.625839449924918,"Not Capped"
"28392","chr3",71355933,71356333,401,"*",3.35075801860648,3.51498836451166,3.11508694492741,0.605240641916541,0.236709832059114,0.999820495462944,9.58,13.1,7.91,14.42,12.15,9.67,5.4,12.59,6.99,"FOXP1","+227856","Not Significant",0.625783702694756,0.625783702694756,"Not Capped"
"28403","chr19",53520744,53521144,401,"*",6.21834265488394,6.00975152547278,6.44271961403954,-0.219310638960013,0.237017727387304,0.999820495462944,53.98,73.84,44.57,81.3,68.47,97.1,54.21,126.42,70.22,"ZNF331","-80","Not Significant",0.625219170367267,0.625219170367267,"Not Capped"
"28453","chr18",55840842,55841242,401,"*",3.43015003384099,3.58666896111101,3.20710782250181,0.586404602040049,0.238640382463532,0.999820495462944,10.07,13.77,8.31,15.16,12.77,10.31,5.76,13.42,7.46,"TCF4","-205015","Not Significant",0.622256063611514,0.622256063611514,"Not Capped"
"28461","chr8",143281530,143281930,401,"*",5.39677216179614,5.16962542509346,5.63811991010562,-0.25444034126924,0.238881753884224,0.999820495462944,30.16,41.25,24.9,45.41,38.25,55.59,31.04,72.38,40.2,"ZNF696","-9659","Not Significant",0.621817020991102,0.621817020991102,"Not Capped"
"28462","chr7",129611580,129611980,401,"*",6.40442411059916,6.40709120049919,6.40108329956199,0.218977000344847,0.238900083363479,0.999820495462944,71.1,97.26,58.7,107.08,90.18,94.34,52.67,122.82,68.22,"NRF1","-18298","Not Significant",0.621783698704317,0.621783698704317,"Not Capped"
"28480","chr18",44679006,44679406,401,"*",3.60612628584589,3.7353406430446,3.42641157327822,0.517316623859333,0.239333239925616,0.999820495462944,11.16,15.26,9.21,16.8,14.15,12,6.7,15.62,8.68,"SETBP1","-1692","Not Significant",0.620996979975122,0.620996979975122,"Not Capped"
"28495","chr3",44729454,44729854,401,"*",4.23782215844056,3.93395915620802,4.54513352197841,-0.395242595165213,0.239627121320051,0.999820495462944,12.81,17.52,10.57,19.28,16.24,26.06,14.55,33.93,18.85,"ZNF501","+48","Not Significant",0.620464029466975,0.620464029466975,"Not Capped"
"28498","chr6",44977170,44977570,401,"*",4.25448331511056,4.32770343861857,4.15740144209307,0.380925664454764,0.239669727495731,0.999820495462944,16.82,23.01,13.89,25.34,21.34,19.92,11.12,25.93,14.41,"RUNX2","-350999","Not Significant",0.620386817913896,0.620386817913896,"Not Capped"
"28528","chr2",4951312,4951712,401,"*",2.52949265907337,1.92452567040618,3.04363206183746,-0.885768374506487,0.240536145490118,0.999820495462944,3.18,4.35,2.63,4.79,4.03,9.2,5.14,11.98,6.66,"SOX11","-741155","Not Significant",0.618819652731366,0.618819652731366,"Not Capped"
"28531","chr10",37857532,37857932,401,"*",6.10526010733516,5.89564742084386,6.33058230245824,-0.221256292338827,0.240642317450069,0.999820495462944,49.88,68.23,41.18,75.12,63.27,89.84,50.15,116.96,64.97,"ZNF248","-122","Not Significant",0.618627998695953,0.618627998695953,"Not Capped"
"28539","chr19",58326835,58327235,401,"*",5.52249870623755,5.53656278573594,5.50472358483427,0.244529312207866,0.240796672852818,0.999820495462944,38.89,53.2,32.11,58.56,49.33,50.68,28.29,65.98,36.65,"ZSCAN22","+16","Not Significant",0.618349518127022,0.618349518127022,"Not Capped"
"28572","chr1",63317040,63317440,401,"*",3.99469078470865,3.67576413749676,4.31421321740388,-0.421755519899431,0.241601556927684,0.999820495462944,10.71,14.65,8.84,16.12,13.58,22.21,12.4,28.91,16.06,"FOXD3","-5801","Not Significant",0.616900271363309,0.616900271363309,"Not Capped"
"28575","chr19",17245873,17246273,401,"*",5.38772991127459,5.15997093947404,5.62963052825177,-0.255566020141733,0.241691741264493,0.999820495462944,29.95,40.97,24.73,45.11,37.99,55.26,30.85,71.95,39.97,"NR2F6","-133","Not Significant",0.61673818941253,0.61673818941253,"Not Capped"
"28583","chr1",244074789,244075189,401,"*",5.46301772841185,5.23740969888275,5.70297399937851,-0.251552063049057,0.241839583659657,0.999820495462944,31.61,43.23,26.09,47.6,40.09,58.15,32.46,75.7,42.05,"ZBTB18","+23706","Not Significant",0.616472613491789,0.616472613491789,"Not Capped"
"28588","chr1",216994830,216995230,401,"*",3.24089611445321,2.79081312311121,3.65773485909329,-0.644742054707289,0.241931352123212,0.999820495462944,5.8,7.93,4.79,8.73,7.35,14.09,7.87,18.34,10.19,"ESRRG","-271577","Not Significant",0.61630784733961,0.61630784733961,"Not Capped"
"28602","chr1",35202142,35202542,401,"*",4.25078477811737,4.32430214831693,4.15328468900841,0.381664255178096,0.242201245311752,0.999820495462944,16.78,22.96,13.86,25.28,21.29,19.86,11.09,25.86,14.36,"SFPQ","-9194","Not Significant",0.615823628201092,0.615823628201092,"Not Capped"
"28607","chr22",28811646,28812046,401,"*",3.95027104580477,4.04598817257833,3.82093867884184,0.434625364610873,0.242460542991763,0.999820495462944,13.84,18.93,11.43,20.84,17.55,15.78,8.81,20.54,11.41,"XBP1","-11249","Not Significant",0.61535892656766,0.61535892656766,"Not Capped"
"28608","chr7",115477395,115477795,401,"*",3.63020525229922,3.75629489815625,3.45531579314727,0.50933188970479,0.242505868231934,0.999820495462944,11.32,15.49,9.35,17.05,14.36,12.24,6.84,15.94,8.85,"TFEC","+553146","Not Significant",0.615277747742493,0.615277747742493,"Not Capped"
"28611","chr8",102655608,102656008,401,"*",6.14080721633182,6.1449432986267,6.13562038246572,0.222256624551707,0.242566917326858,0.999820495462944,59.29,81.1,48.95,89.28,75.2,78.48,43.82,102.18,56.76,"KLF10","+94","Not Significant",0.615168431013209,0.615168431013209,"Not Capped"
"28638","chr3",40580559,40580959,401,"*",4.31261055654962,4.38045316338049,4.22305902587133,0.368289652091874,0.2434387249257,0.999820495462944,17.45,23.87,14.41,26.28,22.13,20.85,11.64,27.14,15.08,"ZNF621","+55874","Not Significant",0.613610335375419,0.613610335375419,"Not Capped"
"28651","chr19",9435425,9435825,401,"*",5.54378945753201,5.5566661616929,5.52753025408664,0.241775522269352,0.243679790550374,0.999820495462944,39.43,53.94,32.56,59.39,50.02,51.49,28.75,67.04,37.24,"ZNF266","-14880","Not Significant",0.61318048729618,0.61318048729618,"Not Capped"
"28656","chr22",23750921,23751321,401,"*",5.99975047116365,5.78981195586501,6.22537388133644,-0.22183034202234,0.243859498738767,0.999820495462944,46.35,63.4,38.27,69.8,58.79,83.52,46.63,108.74,60.4,"ZNF70","-29","Not Significant",0.612860323240395,0.612860323240395,"Not Capped"
"28675","chr9",134326002,134326402,401,"*",5.18425446905562,4.94999530189367,5.43199756438006,-0.267800371466119,0.24452098353912,0.999820495462944,25.9,35.42,21.38,39,32.85,48.19,26.9,62.74,34.85,"RXRA","-378","Not Significant",0.611683866011844,0.611683866011844,"Not Capped"
"28676","chr4",47926619,47927019,401,"*",4.22462215880062,4.30054191274516,4.12373436750942,0.387592006271203,0.244620697739717,0.999820495462944,16.51,22.58,13.63,24.86,20.94,19.46,10.86,25.34,14.07,"NFXL1","-12280","Not Significant",0.611506799409901,0.611506799409901,"Not Capped"
"28680","chr16",86016258,86016658,401,"*",3.6224388692081,3.25071670003739,3.98300068344608,-0.514050270969358,0.244727205175684,0.999820495462944,7.97,10.91,6.58,12.01,10.11,17.65,9.85,22.98,12.76,"IRF8","+117655","Not Significant",0.611317749483756,0.611317749483756,"Not Capped"
"28688","chr19",50376290,50376690,401,"*",6.4113502001514,6.412649812465,6.40972403670195,0.215913701589567,0.245170020749209,0.999820495462944,71.38,97.63,58.93,107.49,90.53,94.9,52.98,123.56,68.63,"NR1H2","+21","Not Significant",0.610532636189454,0.610532636189454,"Not Capped"
"28704","chr16",86118734,86119134,401,"*",3.21943972488072,2.75572792418966,3.64554576784191,-0.667792997796559,0.245759359871885,0.999820495462944,5.66,7.74,4.67,8.52,7.18,13.97,7.8,18.19,10.1,"IRF8","+220131","Not Significant",0.609489932851666,0.609489932851666,"Not Capped"
"28708","chrY",2934862,2935262,401,"*",3.12079523923424,3.3372285354538,2.79467356631821,0.742730870435583,0.245950638218069,0.999820495462944,8.47,11.58,6.99,12.75,10.74,7.75,4.32,10.08,5.6,"ZFY","-589","Not Significant",0.609152046151098,0.609152046151098,"Not Capped"
"28713","chr8",75994281,75994681,401,"*",3.23948538225968,2.79990542062336,3.6490809894339,-0.626863726583108,0.246152068474817,0.999820495462944,5.83,7.98,4.82,8.79,7.4,14,7.82,18.23,10.13,"HNF4G","+454612","Not Significant",0.60879651039529,0.60879651039529,"Not Capped"
"28716","chr1",92476113,92476513,401,"*",4.5167737435459,4.57240704453586,4.44407245986705,0.339557745946904,0.246181373321716,0.999820495462944,19.93,27.27,16.46,30.02,25.28,24.3,13.56,31.63,17.57,"GFI1","+7641","Not Significant",0.608744809932815,0.608744809932815,"Not Capped"
"28718","chr3",107599072,107599472,401,"*",4.43235350311108,4.49189394196404,4.35429677708198,0.348885454619209,0.246302487673277,0.999820495462944,18.85,25.79,15.56,28.39,23.91,22.83,12.75,29.73,16.51,"BBX","+76296","Not Significant",0.608531201732473,0.608531201732473,"Not Capped"
"28731","chr12",19700862,19701262,401,"*",3.33337609337798,2.91625201405009,3.72718208498369,-0.589924619842386,0.24673880567831,0.999820495462944,6.32,8.65,5.22,9.52,8.02,14.78,8.25,19.25,10.69,"AEBP2","+261388","Not Significant",0.607762541768441,0.607762541768441,"Not Capped"
"28734","chr4",102431243,102431643,401,"*",4.86892747037904,4.90544878767958,4.82193602886548,0.295468217549728,0.24681782083295,0.999820495462944,25.11,34.35,20.73,37.81,31.85,31.57,17.63,41.11,22.83,"NFKB1","-69886","Not Significant",0.607623486413505,0.607623486413505,"Not Capped"
"28742","chr6",142830973,142831373,401,"*",3.65843947704195,3.29098039061484,4.01578526108598,-0.506573952540569,0.247066948208048,0.999820495462944,8.2,11.22,6.77,12.35,10.4,18.06,10.08,23.51,13.06,"HIVEP2","+115192","Not Significant",0.607185349178852,0.607185349178852,"Not Capped"
"28747","chr16",3124260,3124660,401,"*",6.56649551113647,6.56806970414223,6.56452535131724,0.216560401644418,0.247105961957839,0.999820495462944,79.49,108.74,65.63,119.72,100.83,105.65,58.98,137.55,76.41,"ZNF213","-10568","Not Significant",0.607116776191789,0.607116776191789,"Not Capped"
"28766","chrX",47650539,47650939,401,"*",6.30974941514997,6.31148714385323,6.30757430671024,0.216886263118099,0.247620975475306,0.999820495462944,66.54,91.02,54.94,100.21,84.4,88.42,49.36,115.11,63.94,"ELK1","-251","Not Significant",0.606212569880738,0.606212569880738,"Not Capped"
"28785","chr19",57814719,57815119,401,"*",5.58512236846398,5.36697019762766,5.81829594798591,-0.237408562470609,0.248233625919825,0.999820495462944,34.58,47.3,28.55,52.07,43.85,62.99,35.16,82,45.55,"ZNF552","-6","Not Significant",0.605139388984428,0.605139388984428,"Not Capped"
"28793","chr16",30598114,30598514,401,"*",4.39018711678007,4.11127706666079,4.67675268215453,-0.350152124422987,0.248497412742051,0.999820495462944,14.48,19.81,11.96,21.81,18.37,28.55,15.94,37.17,20.65,"ZNF689","+12065","Not Significant",0.604678128611533,0.604678128611533,"Not Capped"
"28820","chr5",80345975,80346375,401,"*",3.89540946902192,3.99431599749869,3.76140460415346,0.442242868686485,0.249551530482371,0.999820495462944,13.35,18.26,11.02,20.11,16.94,15.14,8.45,19.71,10.95,"SPZ1","+26200","Not Significant",0.602839762291507,0.602839762291507,"Not Capped"
"28830","chr2",156038223,156038623,401,"*",3.40724726676822,3.00670633174982,3.78912008629011,-0.562222271292654,0.249863491539355,0.999820495462944,6.73,9.21,5.56,10.14,8.54,15.43,8.62,20.09,11.16,"NR4A2","+294293","Not Significant",0.602297195579397,0.602297195579397,"Not Capped"
"28834","chr13",73824184,73824584,401,"*",2.9214109345106,3.14147925658529,2.58864740654657,0.752392630824342,0.249971850151116,0.999820495462944,7.39,10.11,6.1,11.13,9.38,6.71,3.75,8.74,4.86,"KLF12","+170665","Not Significant",0.602108895377444,0.602108895377444,"Not Capped"
"28845","chr2",19176054,19176454,401,"*",2.11920252710303,2.44949379709695,1.55944467456069,1.06796621774627,0.25043110655328,0.999820495462944,4.58,6.26,3.78,6.89,5.8,3.29,1.84,4.28,2.38,"OSR1","+182399","Not Significant",0.601311727516758,0.601311727516758,"Not Capped"
"28854","chr4",2296604,2297004,401,"*",4.13945328246531,4.21975082068079,4.03235705872672,0.397615375350746,0.250663175250561,0.999820495462944,15.61,21.35,12.89,23.51,19.8,18.27,10.2,23.78,13.21,"MXD4","-34510","Not Significant",0.600909463250263,0.600909463250263,"Not Capped"
"28865","chr19",43901554,43901954,401,"*",3.75972143477056,3.41359997937393,4.10071628595885,-0.469718486659218,0.250947064522879,0.999820495462944,8.93,12.21,7.37,13.45,11.32,19.15,10.69,24.93,13.85,"ZNF404","-17790","Not Significant",0.60041788015316,0.60041788015316,"Not Capped"
"28874","chr2",60881304,60881704,401,"*",6.36124251793552,6.36243570623053,6.35974964349315,0.215676405993757,0.251206140685894,0.999820495462944,68.93,94.29,56.91,103.81,87.43,91.67,51.18,119.35,66.3,"REL","-17","Not Significant",0.599969748559829,0.599969748559829,"Not Capped"
"28879","chr3",87596985,87597385,401,"*",3.45565586016872,3.06566779948652,3.82981074228579,-0.544481585784836,0.251401396852038,0.999820495462944,7.01,9.6,5.79,10.56,8.9,15.87,8.86,20.67,11.48,"POU1F1","-320681","Not Significant",0.599632313589413,0.599632313589413,"Not Capped"
"28897","chr7",130961185,130961585,401,"*",5.10190929167006,4.86709627502216,5.35014789045079,-0.268696094321213,0.251779655402517,0.999820495462944,24.45,33.45,20.19,36.82,31.01,45.53,25.42,59.28,32.93,"KLF14","-227324","Not Significant",0.59897936518679,0.59897936518679,"Not Capped"
"28906","chr1",216643576,216643976,401,"*",3.05404247444345,2.57211138224474,3.49231061213015,-0.697297594499977,0.252074304674212,0.999820495462944,4.98,6.82,4.11,7.5,6.32,12.56,7.01,16.35,9.08,"ESRRG","+79677","Not Significant",0.598471422102006,0.598471422102006,"Not Capped"
"28909","chr17",76145435,76145835,401,"*",4.75710698358241,4.50377417742579,5.02170934569144,-0.303266189647205,0.25213894788815,0.999820495462944,19.01,26,15.69,28.62,24.11,36.26,20.24,47.21,26.22,"FOXJ1","-4336","Not Significant",0.59836006369912,0.59836006369912,"Not Capped"
"28917","chr16",30551196,30551596,401,"*",3.57260050290832,3.2006809391774,3.93331082645804,-0.513911174996288,0.252286074188979,0.999820495462944,7.7,10.54,6.36,11.6,9.77,17.05,9.52,22.2,12.33,"ZNF764","+6867","Not Significant",0.598106721221612,0.598106721221612,"Not Capped"
"28921","chr17",16751542,16751942,401,"*",3.20818245470283,2.77104898417164,3.61607805580244,-0.622963297338313,0.252464023200595,0.999820495462944,5.72,7.82,4.72,8.61,7.25,13.69,7.64,17.82,9.9,"ZNF624","-97889","Not Significant",0.597800501262839,0.597800501262839,"Not Capped"
"28933","chr13",73765836,73766236,401,"*",4.48442614893903,4.53825259185412,4.41418990318056,0.335449318820277,0.252805344776206,0.999820495462944,19.47,26.63,16.07,29.32,24.69,23.8,13.29,30.99,17.21,"KLF12","+229013","Not Significant",0.597213748497739,0.597213748497739,"Not Capped"
"28934","chr9",97848440,97848840,401,"*",3.83679316294451,3.49459462963874,4.17473501197439,-0.462228658486667,0.252811751214228,0.999820495462944,9.44,12.92,7.8,14.22,11.98,20.16,11.25,26.25,14.58,"FOXE1","-4614","Not Significant",0.597202743012743,0.597202743012743,"Not Capped"
"28941","chr1",221281306,221281706,401,"*",2.4280911733265,2.70605754256745,1.98271795344919,0.912674258153644,0.253008104018646,0.999820495462944,5.47,7.48,4.51,8.23,6.93,4.41,2.46,5.74,3.19,"HLX","+402106","Not Significant",0.596865567858916,0.596865567858916,"Not Capped"
"28944","chr2",2613367,2613767,401,"*",5.98852056774817,5.99172038119086,5.98451079489119,0.220078782050838,0.253107438600933,0.999820495462944,53.31,72.93,44.02,80.29,67.62,70.68,39.46,92.02,51.11,"MYT1L","-282373","Not Significant",0.596695091128327,0.596695091128327,"Not Capped"
"28958","chr7",149065697,149066097,401,"*",5.59723667143025,5.37862256733988,5.83083242699097,-0.238241859675598,0.253741226104076,0.999820495462944,34.86,47.68,28.78,52.49,44.21,63.54,35.47,82.72,45.95,"ZNF786","+24808","Not Significant",0.595608965908142,0.595608965908142,"Not Capped"
"28977","chr11",20132262,20132662,401,"*",4.29873712074557,4.01192753018665,4.59194162419703,-0.364278580533657,0.254188224953515,0.999820495462944,13.52,18.49,11.16,20.36,17.14,26.92,15.03,35.05,19.47,"DBX1","+28151","Not Significant",0.594844571626848,0.594844571626848,"Not Capped"
"28985","chr4",75514360,75514760,401,"*",6.37961465680946,6.37905173649526,6.38031799846839,0.211705700304515,0.2543474817346,0.999820495462944,69.73,95.39,57.57,105.01,88.45,92.99,51.91,121.07,67.25,"THAP6","+87","Not Significant",0.594572557911459,0.594572557911459,"Not Capped"
"28989","chrX",149938378,149938778,401,"*",6.13879309425269,6.14081502572814,6.13626168844949,0.217481816014823,0.254501998281783,0.999820495462944,59.12,80.87,48.81,89.03,74.98,78.52,43.83,102.22,56.78,"HSFX4","+8933","Not Significant",0.594308803349444,0.594308803349444,"Not Capped"
"29003","chr15",66903318,66903718,401,"*",3.05790938300231,2.58570922341849,3.48971361615249,-0.680158322145499,0.254777434309809,0.999820495462944,5.03,6.88,4.15,7.57,6.38,12.54,7,16.33,9.07,"SMAD3","-162327","Not Significant",0.593839040185661,0.593839040185661,"Not Capped"
"29004","chr19",53467545,53467945,401,"*",5.62864593728679,5.41203545709571,5.86040864007883,-0.234495781084566,0.254791188218075,0.999820495462944,35.67,48.8,29.45,53.72,45.25,64.85,36.21,84.43,46.9,"ZNF813","+10","Not Significant",0.593815595859609,0.593815595859609,"Not Capped"
"29010","chr1",42846332,42846732,401,"*",5.90315727624468,5.69403324184679,6.12802748752391,-0.220257820907971,0.255158580606866,0.999820495462944,43.37,59.33,35.81,65.32,55.01,78.07,43.59,101.64,56.46,"ZNF691","-41","Not Significant",0.593189822403064,0.593189822403064,"Not Capped"
"29015","chr14",104800453,104800853,401,"*",5.66323726139533,5.44475988417404,5.89670808471411,-0.237976591458034,0.255249887146884,0.999820495462944,36.49,49.92,30.13,54.95,46.28,66.5,37.13,86.58,48.1,"ZBTB42","-260","Not Significant",0.593034441254749,0.593034441254749,"Not Capped"
"29016","chr1",248873886,248874286,401,"*",5.814758812157,5.81974247942921,5.80850492055214,0.224086125062043,0.255269447152899,0.999820495462944,47.32,64.73,39.07,71.27,60.02,62.56,34.93,81.45,45.24,"ZNF692","-15226","Not Significant",0.593001162191208,0.593001162191208,"Not Capped"
"29018","chr17",43546208,43546608,401,"*",5.34526778575439,5.11985002006912,5.58505180164659,-0.251128956312924,0.255353202842035,0.999820495462944,29.13,39.85,24.05,43.87,36.95,53.58,29.91,69.76,38.75,"ETV4","+24","Not Significant",0.592858690509052,0.592858690509052,"Not Capped"
"29026","chr1",200302245,200302645,401,"*",5.07669017717924,4.84177469658248,5.32502040620804,-0.26895900047778,0.255606141032834,0.999820495462944,24.03,32.86,19.84,36.18,30.47,44.75,24.98,58.26,32.36,"ZNF281","+107611","Not Significant",0.592428716301452,0.592428716301452,"Not Capped"
"29041","chr3",40524776,40525176,401,"*",5.23005561420516,5.00117104397679,5.47297152007094,-0.257684907818988,0.255826900422566,0.999820495462944,26.83,36.7,22.15,40.41,34.03,49.58,27.68,64.55,35.85,"ZNF621","+91","Not Significant",0.59205379101125,0.59205379101125,"Not Capped"
"29050","chr11",101098890,101099290,401,"*",2.8287274198556,2.30209583242674,3.29578042909503,-0.766327954051839,0.256004738076876,0.999820495462944,4.13,5.65,3.41,6.22,5.24,10.96,6.12,14.27,7.93,"PGR","+31434","Not Significant",0.591751996791275,0.591751996791275,"Not Capped"
"29051","chr7",381130,381530,401,"*",4.15718257941285,3.85641475976342,4.46195611398897,-0.389534023732716,0.256071697849971,0.999820495462944,12.14,16.6,10.02,18.28,15.39,24.6,13.73,32.03,17.79,"FOXL3","+91160","Not Significant",0.59163841898105,0.59163841898105,"Not Capped"
"29058","chr19",53537959,53538359,401,"*",6.60948085216409,6.60955075844128,6.6093934645539,0.213197983002636,0.256154403427223,0.999820495462944,81.81,111.91,67.55,123.21,103.77,108.99,60.85,141.9,78.82,"ZNF331","+17135","Not Significant",0.591498173975785,0.591498173975785,"Not Capped"
"29069","chr13",27426055,27426455,401,"*",5.26624340685709,5.28501529134122,5.24242976710185,0.254985323503799,0.256653732181798,0.999820495462944,32.67,44.68,26.97,49.19,41.43,42.26,23.59,55.02,30.56,"GTF3A","+1711","Not Significant",0.590652415976858,0.590652415976858,"Not Capped"
"29081","chr7",13779100,13779500,401,"*",3.34588835057721,2.93262597770847,3.73693648734728,-0.58304836952729,0.256968567975955,0.999820495462944,6.4,8.75,5.28,9.63,8.11,14.88,8.31,19.38,10.76,"ETV1","+210646","Not Significant",0.590119995693741,0.590119995693741,"Not Capped"
"29103","chr19",33373450,33373850,401,"*",6.59822285987555,6.39453022253598,6.81804932778823,-0.209950113662455,0.257482524859823,0.999820495462944,70.48,96.42,58.19,106.15,89.4,125.95,70.32,163.98,91.09,"CEBPG","+320","Not Significant",0.589252240853801,0.589252240853801,"Not Capped"
"29109","chr19",9768497,9768897,401,"*",6.02105060425379,6.02219228478563,6.01962223190744,0.215449044367753,0.257654280904344,0.999820495462944,54.45,74.48,44.96,82,69.07,72.42,40.43,94.29,52.37,"ZNF846","-80","Not Significant",0.58896263737644,0.58896263737644,"Not Capped"
"29119","chr4",54091227,54091627,401,"*",4.05659919068172,3.75008224428982,4.36607872853977,-0.39963393602176,0.257935064253841,0.999820495462944,11.27,15.42,9.31,16.98,14.3,23.02,12.85,29.97,16.65,"GSX2","-8604","Not Significant",0.588489614911965,0.588489614911965,"Not Capped"
"29137","chr9",126611659,126612059,401,"*",4.70868140160594,4.45447846515884,4.97404292673949,-0.304776827130872,0.2584069381934,0.999820495462944,18.37,25.13,15.17,27.66,23.3,35.08,19.59,45.68,25.37,"LMX1B","-2584","Not Significant",0.587695829768845,0.587695829768845,"Not Capped"
"29138","chr1",61082641,61083041,401,"*",4.33072565989293,4.3918024958006,4.25055357537078,0.352295680318534,0.258443494016827,0.999820495462944,17.59,24.06,14.52,26.49,22.31,21.25,11.86,27.66,15.37,"NFIA","+979","Not Significant",0.58763439616472,0.58763439616472,"Not Capped"
"29160","chr10",21989520,21989920,401,"*",3.8064031701873,3.90769876880637,3.66888155864383,0.448258411967756,0.258986734374973,0.999820495462944,12.57,17.2,10.38,18.94,15.95,14.2,7.93,18.48,10.27,"DNAJC1","+14005","Not Significant",0.586722480456561,0.586722480456561,"Not Capped"
"29162","chr6",151324104,151324504,401,"*",4.15671736569487,3.8613668532003,4.45702514424394,-0.379688229748998,0.259083074354467,0.999820495462944,12.18,16.66,10.05,18.34,15.44,24.52,13.69,31.92,17.73,"ZBTB2","+67244","Not Significant",0.586560958124017,0.586560958124017,"Not Capped"
