"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"4520","chr21",33293846,33294246,401,"*",3.80438955188168,3.62776950028028,3.96172640505697,-0.234429927184799,0.536937488219116,0.999789157560756,16.46,8.28,9.58,11.95,15.54,17.51,10.08,14.15,22.14,14.03,"IL10RB","+27688","Not Significant",0.270076273149205,0.270076273149205,"Not Capped"
"4554","chr6",31366893,31367293,401,"*",4.84886954697642,4.87493930775779,4.822320018103,0.149353557280174,0.537896453021315,0.999789157560756,39.07,19.65,22.74,28.36,36.89,31.79,18.31,25.69,40.2,25.47,"HLA-B","-9906","Not Significant",0.269301319518767,0.269301319518767,"Not Capped"
"4558","chr10",48306387,48306787,401,"*",6.16382108426224,6.18301567207277,6.14436767125583,0.135809326565543,0.538094055043648,0.999789157560756,96.74,48.66,56.3,70.23,91.35,79.47,45.78,64.23,100.52,63.68,"MAPK8","-52","Not Significant",0.269141806087684,0.269141806087684,"Not Capped"
"4559","chr1",6460350,6460750,401,"*",5.21976679569576,4.94466379558755,5.45071824635589,-0.407343322003981,0.0716293917898775,0.999789157560756,41,20.62,23.86,29.77,38.72,49.14,28.31,39.71,62.15,39.37,"TNFRSF25","+5625","Not Significant",1.14490873645022,1.14490873645022,"Not Capped"
"4577","chrX",47561043,47561443,401,"*",5.52740588351032,5.54595661281192,5.50861351126519,0.134333357933637,0.538778554930835,0.999789157560756,62.21,31.29,36.2,45.16,58.74,51.15,29.46,41.34,64.7,40.98,"ARAF","+143","Not Significant",0.268589698881778,0.268589698881778,"Not Capped"
"4586","chr13",30457840,30458240,401,"*",2.9471667853086,2.69526459929952,3.16155469901705,-0.363517600416126,0.538985640776965,0.999789157560756,8.62,4.34,5.02,6.26,8.14,10.05,5.79,8.12,12.72,8.06,"HMGB1","+7925","Not Significant",0.268422804784313,0.268422804784313,"Not Capped"
"4594","chr4",141565505,141565905,401,"*",3.3295386025793,3.11875769427071,3.51341330152483,-0.293400745162206,0.539085877597892,0.999789157560756,11.57,5.82,6.73,8.4,10.92,12.83,7.39,10.37,16.23,10.28,"IL15","-70897","Not Significant",0.268342045210212,0.268342045210212,"Not Capped"
"4615","chr3",106135334,106135734,401,"*",3.93527515313491,3.50951895061282,4.26359645172811,-0.651211207970377,0.0719017006808091,0.999789157560756,15.16,7.63,8.82,11.01,14.32,21.58,12.43,17.44,27.3,17.29,"CBLB","-266491","Not Significant",1.14326083718936,1.14326083718936,"Not Capped"
"4617","chr1",9627028,9627428,401,"*",5.75220912410284,5.63141012056014,5.86367028634521,-0.13451852248337,0.539525840219835,0.999789157560756,66,33.2,38.41,47.92,62.32,65.42,37.69,52.87,82.75,52.42,"PIK3CD","-24517","Not Significant",0.267987750246799,0.267987750246799,"Not Capped"
"4645","chr1",202219216,202219616,401,"*",3.40458161005595,3.49693309363581,3.30591164443841,0.284863842559806,0.540310700608195,0.999789157560756,15.03,7.56,8.75,10.91,14.19,11.11,6.4,8.98,14.05,8.9,"LGR6","+25515","Not Significant",0.267356431370533,0.267356431370533,"Not Capped"
"4672","chr3",172533637,172534037,401,"*",3.66093600139714,3.73635307594769,3.58135797529744,0.249690819932127,0.541026279515964,0.999789157560756,17.75,8.93,10.33,12.88,16.76,13.45,7.75,10.87,17.01,10.78,"TNFSF10","-10330","Not Significant",0.266781639197349,0.266781639197349,"Not Capped"
"4675","chr14",64540272,64540672,401,"*",5.577922101019,5.45765991007962,5.68892611714633,-0.133517088942666,0.541189147687439,0.999789157560756,58.51,29.43,34.05,42.48,55.25,57.96,33.39,46.84,73.31,46.44,"HSPA2","+4567","Not Significant",0.26665092077123,0.26665092077123,"Not Capped"
"4676","chr12",121048497,121048897,401,"*",3.25644462541776,3.35752241906153,3.14774800144208,0.303467441782526,0.541190313624366,0.999789157560756,13.65,6.86,7.94,9.91,12.89,9.96,5.74,8.05,12.59,7.98,"OASL","-9455","Not Significant",0.266649985128986,0.266649985128986,"Not Capped"
"4688","chr3",106176714,106177114,401,"*",4.60838326283413,4.47261067264511,4.73247011217638,-0.16156394189634,0.541452310887411,0.999789157560756,29.56,14.87,17.2,21.46,27.91,29.87,17.21,24.14,37.78,23.93,"CBLB","-307871","Not Significant",0.266439788402459,0.266439788402459,"Not Capped"
"4694","chr16",27402003,27402403,401,"*",5.35409877909198,5.23227903511589,5.4664283291115,-0.136341091442143,0.541766630229843,0.999789157560756,50.05,25.17,29.13,36.34,47.26,49.68,28.62,40.15,62.83,39.8,"IL21R","+41","Not Significant",0.266187748570763,0.266187748570763,"Not Capped"
"4705","chr17",66302516,66302916,401,"*",4.83702438211307,4.86292225908843,4.81065310024665,0.149104171861587,0.542162130448412,0.999789157560756,38.75,19.49,22.55,28.13,36.59,31.53,18.16,25.48,39.88,25.26,"PRKCA","-110","Not Significant",0.265870820786632,0.265870820786632,"Not Capped"
"4706","chr19",11381032,11381432,401,"*",6.26895575895521,6.28770525448855,6.24995937992055,0.134913992009928,0.542202287331212,0.999789157560756,104.02,52.32,60.54,75.52,98.23,85.51,49.26,69.1,108.15,68.51,"EPOR","+3080","Not Significant",0.265838654639656,0.265838654639656,"Not Capped"
"4709","chr3",195773131,195773531,401,"*",1.7190259048684,1.95406795812782,1.43809358597411,0.589261338392839,0.542231943092242,0.999789157560756,5.16,2.59,3,3.75,4.87,3.04,1.75,2.46,3.85,2.44,"MUC4","+38946","Not Significant",0.265814901547004,0.265814901547004,"Not Capped"
"4713","chr1",200079449,200079849,401,"*",3.16331582656871,2.93333693914568,3.36162468801635,-0.326139398332976,0.54233345086444,0.999789157560756,10.17,5.12,5.92,7.38,9.6,11.55,6.65,9.33,14.61,9.25,"NR5A2","+52047","Not Significant",0.265733607665215,0.265733607665215,"Not Capped"
"4715","chr7",1086878,1087278,401,"*",4.58328716286077,4.76286485999003,4.37813581519059,0.479525129449053,0.0722388652223931,0.999789157560756,36.15,18.18,21.04,26.24,34.13,23.36,13.46,18.88,29.55,18.72,"GPER1","+271","Not Significant",1.14122908483635,1.14122908483635,"Not Capped"
"4751","chr4",186104520,186104920,401,"*",4.09123075796902,3.93369689841864,4.23324373614653,-0.200823113372956,0.543514963238327,0.999789157560756,20.35,10.23,11.84,14.77,19.21,21.13,12.17,17.08,26.73,16.93,"TLR3","+35568","Not Significant",0.264788495069162,0.264788495069162,"Not Capped"
"4767","chr16",66604669,66605069,401,"*",5.18986673270643,5.0675750559341,5.30259739208241,-0.137182889015503,0.54412634768269,0.999789157560756,44.65,22.46,25.99,32.42,42.16,44.34,25.54,35.84,56.09,35.53,"CMTM3","+837","Not Significant",0.264300244180181,0.264300244180181,"Not Capped"
"4796","chr3",179147896,179148296,401,"*",5.72854161256357,5.60921886812345,5.83874484370819,-0.131834079580719,0.544935991001928,0.999789157560756,65,32.69,37.82,47.19,61.37,64.3,37.04,51.97,81.33,51.52,"PIK3CA","-427","Not Significant",0.263654507608188,0.263654507608188,"Not Capped"
"4805","chr1",154405009,154405409,401,"*",4.97987490493497,4.8547144726093,5.09503859055307,-0.14234701203526,0.545291741504664,0.999789157560756,38.53,19.38,22.42,27.97,36.38,38.4,22.12,31.03,48.57,30.77,"IL6R","+16","Not Significant",0.263371079694644,0.263371079694644,"Not Capped"
"4806","chr3",32458053,32458453,401,"*",5.23773985936166,5.25753538558498,5.2176689312742,0.13678786741527,0.545297672613455,0.999789157560756,50.93,25.62,29.64,36.98,48.1,41.81,24.08,33.79,52.88,33.5,"CMTM6","+45155","Not Significant",0.263366355922734,0.263366355922734,"Not Capped"
"4810","chr10",118472949,118473349,401,"*",2.98019034127043,2.73181505444401,3.19202001256448,-0.357644505134202,0.545465426225038,0.999789157560756,8.84,4.45,5.15,6.42,8.35,10.27,5.91,8.3,12.99,8.23,"PRLHR","+122550","Not Significant",0.263232771520252,0.263232771520252,"Not Capped"
"4822","chr7",128275988,128276388,401,"*",3.55739732569087,2.79149041397257,4.05505202572917,-1.15180531789121,0.00946544246011702,0.999789157560756,9.22,4.64,5.36,6.69,8.7,18.68,10.76,15.09,23.62,14.96,"LEP","+34904","Significant",2.02385908022147,2.02385908022147,"Not Capped"
"4835","chr16",66696675,66697075,401,"*",5.48189098675203,5.49974888799729,5.46380926426952,0.132977980501662,0.546056706666058,0.999789157560756,60.25,30.3,35.06,43.74,56.89,49.59,28.56,40.07,62.72,39.73,"CMTM4","-168","Not Significant",0.262762254523533,0.262762254523533,"Not Capped"
"4848","chr6",31332737,31333137,401,"*",3.31872492752516,3.41558931981943,3.21488583766486,0.294937501146507,0.546502490150162,0.999789157560756,14.21,7.15,8.27,10.31,13.42,10.43,6.01,8.43,13.19,8.36,"HLA-B","+24250","Not Significant",0.262407854837772,0.262407854837772,"Not Capped"
"4857","chr6",28944276,28944676,401,"*",4.26797943083372,4.31123413476751,4.2233876792822,0.184000271881002,0.546903094722882,0.999789157560756,26.43,13.29,15.38,19.19,24.96,20.99,12.09,16.96,26.54,16.82,"TRIM27","-20487","Not Significant",0.262089619106129,0.262089619106129,"Not Capped"
"4859","chr6",29792500,29792900,401,"*",4.65838806925663,4.52505834012732,4.78043154140229,-0.157296618151667,0.546972073033716,0.999789157560756,30.66,15.42,17.84,22.26,28.95,30.88,17.79,24.95,39.05,24.74,"HLA-G","-34279","Not Significant",0.262034847043121,0.262034847043121,"Not Capped"
"4860","chr8",95802501,95802901,401,"*",2.48119882065871,2.17988305077175,2.7303262278998,-0.444261850433058,0.547013055003647,0.999789157560756,6.03,3.03,3.51,4.38,5.7,7.46,4.29,6.03,9.43,5.97,"GDF6","+358091","Not Significant",0.262002308678657,0.262002308678657,"Not Capped"
"4863","chr1",36481915,36482315,401,"*",3.37112923820755,3.46226903363048,3.27384125863749,0.281895056414664,0.547073449689573,0.999789157560756,14.68,7.38,8.54,10.65,13.86,10.87,6.26,8.78,13.74,8.71,"CSF3R","+1163","Not Significant",0.261954361685896,0.261954361685896,"Not Capped"
"4881","chr3",45870109,45870509,401,"*",5.0743200816544,4.95112551431777,5.18781745794189,-0.138876923054389,0.547749990721491,0.999789157560756,41.19,20.72,23.97,29.9,38.89,40.95,23.59,33.09,51.8,32.81,"CCR9","-16195","Not Significant",0.261417621123908,0.261417621123908,"Not Capped"
"4899","chr15",88621083,88621483,401,"*",5.3368161923705,5.48048677860355,5.17723960089605,0.399387508703684,0.0730711651422577,0.999789157560756,59.45,29.9,34.6,43.16,56.13,40.65,23.42,32.85,51.42,32.57,"AEN","-13","Not Significant",1.13625396764016,1.13625396764016,"Not Capped"
"4923","chr1",158096297,158096697,401,"*",3.47653179009955,3.27874805221496,3.65044091131135,-0.270852843959416,0.548758979745534,0.999789157560756,12.92,6.5,7.52,9.38,12.2,14.11,8.13,11.4,17.84,11.3,"CD1D","-83450","Not Significant",0.260618360012645,0.260618360012645,"Not Capped"
"4945","chr19",40603820,40604220,401,"*",5.58450046872779,5.60141020983252,5.56739017660327,0.131105305105578,0.549395199526358,0.999789157560756,64.64,32.51,37.62,46.93,61.04,53.28,30.69,43.06,67.39,42.69,"LTBP4","+6785","Not Significant",0.260115139652118,0.260115139652118,"Not Capped"
"4955","chr15",98768196,98768596,401,"*",2.92275914217404,3.0532226843383,2.77931407782096,0.365244423686976,0.549563122734841,0.999789157560756,11.05,5.56,6.43,8.02,10.44,7.71,4.44,6.23,9.76,6.18,"IGF1R","+119425","Not Significant",0.259982417378819,0.259982417378819,"Not Capped"
"4980","chr17",44911253,44911653,401,"*",4.04198551923784,3.88405927999099,4.18431723032767,-0.20120073074132,0.550477809093882,0.999789157560756,19.66,9.89,11.44,14.27,18.56,20.43,11.77,16.51,25.84,16.37,"GFAP","+4033","Not Significant",0.259260183653763,0.259260183653763,"Not Capped"
"4985","chr2",190996423,190996823,401,"*",3.79056527235755,3.61797754164346,3.94469501642916,-0.227476758395546,0.550518364389028,0.999789157560756,16.35,8.22,9.51,11.87,15.44,17.3,9.97,13.98,21.88,13.86,"STAT1","+17627","Not Significant",0.259228189099512,0.259228189099512,"Not Capped"
"4998","chr1",208184397,208184797,401,"*",3.26474244933536,3.36357282464093,3.15864062286389,0.298500435494303,0.550797721068677,0.999789157560756,13.7,6.89,7.98,9.95,12.94,10.03,5.78,8.11,12.69,8.04,"PLXNA2","+59723","Not Significant",0.259007865309351,0.259007865309351,"Not Capped"
"5009","chr5",140034489,140034889,401,"*",2.34167430277406,2.52713482625381,2.12880596806626,0.483616104085044,0.551115960108945,0.999789157560756,7.68,3.86,4.47,5.57,7.25,4.91,2.83,3.97,6.22,3.94,"NRG2","+8605","Not Significant",0.25875701178912,0.25875701178912,"Not Capped"
"5012","chr7",40921321,40921721,401,"*",2.98974691199629,2.75251702701691,3.19342079666586,-0.337693283499542,0.551236827206417,0.999789157560756,8.97,4.51,5.22,6.51,8.47,10.28,5.92,8.31,13,8.24,"INHBA","+781587","Not Significant",0.258661775646407,0.258661775646407,"Not Capped"
"5029","chr12",94244822,94245222,401,"*",3.72084678307025,3.7890373388144,3.64927253104767,0.235043351940378,0.551910145567389,0.999789157560756,18.41,9.26,10.71,13.36,17.38,14.1,8.12,11.39,17.83,11.3,"PLXNC1","+96299","Not Significant",0.25813162238077,0.25813162238077,"Not Capped"
"5034","chr2",231926833,231927233,401,"*",3.9176309574402,3.9745694491136,3.85835262622237,0.212053484807691,0.552087211261447,0.999789157560756,20.93,10.53,12.18,15.2,19.77,16.3,9.39,13.17,20.61,13.06,"NPPC","-630","Not Significant",0.257992312890493,0.257992312890493,"Not Capped"
"5036","chr13",22044552,22044952,401,"*",2.82975732697557,3.27646540871342,2.179288376767,1.17250363336031,0.0737535062440666,0.999789157560756,12.9,6.49,7.51,9.37,12.18,5.09,2.93,4.11,6.44,4.08,"FGF9","+373369","Not Significant",1.13221732848534,1.13221732848534,"Not Capped"
"5045","chr5",42339647,42340047,401,"*",3.39384187094155,3.19287154176174,3.57020901605824,-0.2766176605019,0.552273419161069,0.999789157560756,12.18,6.12,7.09,8.84,11.5,13.35,7.69,10.78,16.88,10.69,"GHR","-84605","Not Significant",0.257845858803248,0.257845858803248,"Not Capped"
"5050","chr2",33015686,33016086,401,"*",3.20776092432381,3.31304675410252,3.0941823204932,0.312008292827578,0.552349208845314,0.999789157560756,13.23,6.66,7.7,9.61,12.5,9.59,5.53,7.75,12.14,7.69,"LTBP1","+68914","Not Significant",0.257786263714628,0.257786263714628,"Not Capped"
"5060","chr12",67976759,67977159,401,"*",3.54563547841597,3.35227578629636,3.71611604626695,-0.263543247503544,0.55277884605204,0.999789157560756,13.6,6.84,7.91,9.87,12.84,14.77,8.51,11.93,18.68,11.83,"IFNG","+182788","Not Significant",0.257448585059787,0.257448585059787,"Not Capped"
"5066","chr17",8954363,8954763,401,"*",4.68295081525334,4.71063561898405,4.65472433854596,0.152663716152023,0.552964880762885,0.999789157560756,34.86,17.54,20.29,25.31,32.92,28.3,16.3,22.87,35.8,22.68,"PIK3R5","+11149","Not Significant",0.257302450205634,0.257302450205634,"Not Capped"
"5073","chr11",5684682,5685082,401,"*",4.66357075914053,4.53178256705406,4.78432150798691,-0.154277784999594,0.553220498511162,0.999789157560756,30.8,15.49,17.92,22.36,29.08,30.96,17.83,25.02,39.16,24.81,"TRIM5","+181","Not Significant",0.257101736326009,0.257101736326009,"Not Capped"
"5085","chr2",136253334,136253734,401,"*",3.12790070966958,3.23437766338066,3.01293461595363,0.314735207673858,0.553595901837285,0.999789157560756,12.53,6.3,7.29,9.1,11.83,9.07,5.22,7.33,11.47,7.27,"CXCR4","-137291","Not Significant",0.256807133536922,0.256807133536922,"Not Capped"
"5099","chr11",92892409,92892809,401,"*",2.59924476890183,2.7509142387917,2.42973668843984,0.409943174789412,0.553986039042803,0.999789157560756,8.96,4.51,5.22,6.51,8.46,6.05,3.49,4.89,7.66,4.85,"MTNR1B","-77111","Not Significant",0.256501179753648,0.256501179753648,"Not Capped"
"5128","chr1",154607975,154608375,401,"*",5.13722775110544,5.01621337187932,5.24887223737186,-0.13474006867644,0.555173280653296,0.999789157560756,43.09,21.67,25.08,31.28,40.69,42.72,24.61,34.53,54.04,34.23,"ADAR","+31","Not Significant",0.255571443749291,0.255571443749291,"Not Capped"
"5132","chr13",31583979,31584379,401,"*",3.22882872116745,3.59679628435536,2.73363524214905,0.947708513430337,0.0739603650226544,0.999789157560756,16.11,8.1,9.38,11.7,15.21,7.47,4.3,6.04,9.45,5.99,"RXFP2","-155363","Not Significant",1.13100095409841,1.13100095409841,"Not Capped"
"5133","chr11",117986188,117986588,401,"*",5.37138869010864,5.25279066448492,5.48097350983972,-0.13034388363239,0.555333950266238,0.999789157560756,50.77,25.53,29.54,36.86,47.94,50.18,28.91,40.55,63.47,40.21,"IL10RA","+40","Not Significant",0.255445775181174,0.255445775181174,"Not Capped"
"5183","chr11",27472402,27472802,401,"*",4.30019706201387,4.15574348733385,4.43149418628407,-0.177074353486826,0.55697377424213,0.999789157560756,23.73,11.94,13.81,17.23,22.41,24.24,13.97,19.59,30.66,19.43,"LGR4","+144","Not Significant",0.254165253605573,0.254165253605573,"Not Capped"
"5195","chr6",100003039,100003439,401,"*",2.95971036858052,3.36536738806468,2.39332780964363,1.05123102811995,0.0741426668297587,0.999789157560756,13.72,6.9,7.99,9.96,12.96,5.9,3.4,4.77,7.47,4.73,"MCHR2","-9016","Not Significant",1.12993179693312,1.12993179693312,"Not Capped"
"5207","chr8",118548744,118549144,401,"*",2.53080490768486,2.24378061786072,2.77009196740067,-0.418460491504059,0.557552532170476,0.999789157560756,6.31,3.17,3.67,4.58,5.95,7.66,4.41,6.19,9.69,6.14,"TNFRSF11B","+403256","Not Significant",0.253714207460165,0.253714207460165,"Not Capped"
"5225","chr7",84165553,84165953,401,"*",2.97893606220731,3.0959250948245,2.85161644453273,0.336180514271762,0.558179540608013,0.999789157560756,11.38,5.73,6.63,8.26,10.75,8.11,4.67,6.55,10.26,6.5,"SEMA3A","+29148","Not Significant",0.253226086091535,0.253226086091535,"Not Capped"
"5229","chr20",59276746,59277146,401,"*",2.80406691637972,2.93297388139716,2.66250163678073,0.361887619207438,0.558355858948888,0.999789157560756,10.17,5.11,5.92,7.38,9.6,7.11,4.1,5.75,9,5.7,"EDN3","-23481","Not Significant",0.253088922355987,0.253088922355987,"Not Capped"
"5232","chr5",40439075,40439475,401,"*",2.91749021999413,3.03753037691287,2.78654810076471,0.343223596678977,0.558456911657382,0.999789157560756,10.93,5.5,6.36,7.94,10.32,7.75,4.47,6.26,9.81,6.21,"PTGER4","-240223","Not Significant",0.253010329712789,0.253010329712789,"Not Capped"
"5248","chr2",223461694,223462094,401,"*",2.85045461115708,2.97630812038685,2.71256383957188,0.355208347550018,0.558898828831586,0.999789157560756,10.48,5.27,6.1,7.61,9.89,7.36,4.24,5.95,9.31,5.9,"SCG2","+140609","Not Significant",0.252666800444056,0.252666800444056,"Not Capped"
"5249","chr1",154453347,154453747,401,"*",3.36915711403176,3.84762668666687,2.64829581550732,1.27955404673436,0.00967546952921794,0.999789157560756,19.17,9.64,11.16,13.92,18.1,7.04,4.06,5.69,8.91,5.64,"IL6R","+48354","Significant",2.01432795044335,2.01432795044335,"Not Capped"
"5261","chr22",39241918,39242318,401,"*",5.28720822531221,5.01580383013778,5.51554961902256,-0.401085474242689,0.074265264042684,0.999789157560756,43.08,21.67,25.07,31.27,40.68,51.4,29.61,41.54,65.01,41.18,"PDGFB","+2633","Not Significant",1.1292142705197,1.1292142705197,"Not Capped"
"5277","chr5",148826353,148826753,401,"*",5.59364267079788,5.47627692523165,5.70217464783434,-0.128197321964335,0.55957215296825,0.999789157560756,59.27,29.81,34.5,43.03,55.97,58.49,33.7,47.27,73.98,46.87,"ADRB2","+1308","Not Significant",0.252143906248017,0.252143906248017,"Not Capped"
"5280","chr3",50260051,50260451,401,"*",5.01636301849084,5.03596682972769,4.99648915043374,0.136299630793592,0.559804290114803,0.999789157560756,43.68,21.97,25.42,31.71,41.25,35.87,20.66,28.98,45.36,28.74,"SEMA3B","-8963","Not Significant",0.251963777598962,0.251963777598962,"Not Capped"
"5288","chr8",42271243,42271643,401,"*",5.37440558725458,5.3901333551734,5.35850446904768,0.128623016414011,0.559952674175338,0.999789157560756,55.84,28.08,32.5,40.54,52.73,46.09,26.55,37.25,58.3,36.93,"IKBKB","+141","Not Significant",0.251848676945651,0.251848676945651,"Not Capped"
"5292","chr5",32688997,32689397,401,"*",3.58895034894708,3.40442100952503,3.75253139383078,-0.247990045433732,0.560119344503123,0.999789157560756,14.1,7.09,8.2,10.24,13.31,15.14,8.72,12.24,19.15,12.13,"NPR3","-22237","Not Significant",0.251719428106325,0.251719428106325,"Not Capped"
"5301","chr20",30653254,30653654,401,"*",3.55410013374736,3.36537410294678,3.72096961014167,-0.255120900478389,0.560430477235771,0.999789157560756,13.72,6.9,7.99,9.96,12.96,14.82,8.53,11.97,18.74,11.87,"DEFB115","-604210","Not Significant",0.251478255014723,0.251478255014723,"Not Capped"
"5317","chr10",47206891,47207291,401,"*",3.88881533695359,3.72483395042873,4.03604584499142,-0.211779497775986,0.560877108591636,0.999789157560756,17.6,8.85,10.25,12.78,16.62,18.43,10.62,14.9,23.31,14.77,"GDF10","-93295","Not Significant",0.251132284745714,0.251132284745714,"Not Capped"
"5359","chr22",17247347,17247747,401,"*",2.80706272840204,2.9418886321411,2.65832554711571,0.374817948013632,0.561975986062333,0.999789157560756,10.23,5.15,5.95,7.43,9.66,7.09,4.09,5.73,8.97,5.68,"ADA2","-27962","Not Significant",0.250282241981542,0.250282241981542,"Not Capped"
"5373","chr2",156334453,156334853,401,"*",5.38264495587038,5.26506900829918,5.4913566445338,-0.128484814750394,0.562322670318252,0.999789157560756,51.2,25.75,29.8,37.17,48.35,50.54,29.11,40.84,63.93,40.5,"NR4A2","-1937","Not Significant",0.250014407339517,0.250014407339517,"Not Capped"
"5375","chr11",67955586,67955986,401,"*",5.06034541140995,4.93970791501723,5.17166906833814,-0.134083601796024,0.562325007594369,0.999789157560756,40.86,20.55,23.78,29.67,38.59,40.5,23.33,32.73,51.22,32.45,"UNC93B1","+48337","Not Significant",0.250012602212204,0.250012602212204,"Not Capped"
"5386","chr10",6433573,6433973,401,"*",2.92398272164451,2.68266731310619,3.1306589174744,-0.344490168111778,0.562519611852688,0.999789157560756,8.55,4.3,4.98,6.21,8.07,9.84,5.67,7.95,12.45,7.88,"PRKCQ","+146528","Not Significant",0.249862331579399,0.249862331579399,"Not Capped"
"5416","chr15",74787558,74787958,401,"*",5.53138484947721,5.54616809934848,5.51644854643402,0.12679483954128,0.563486255042818,0.999789157560756,62.22,31.29,36.21,45.17,58.75,51.43,29.62,41.56,65.05,41.21,"CSK","+5701","Not Significant",0.249116673108313,0.249116673108313,"Not Capped"
"5426","chr6",35332242,35332642,401,"*",4.39826054501852,4.43282354998935,4.36284913857714,0.166397755679407,0.563961456908657,0.999789157560756,28.76,14.46,16.74,20.88,27.15,23.12,13.32,18.68,29.24,18.52,"PPARD","-10172","Not Significant",0.248750576200834,0.248750576200834,"Not Capped"
"5442","chr6",155758644,155759044,401,"*",2.84765165819735,2.9734366995793,2.70984308417465,0.355177545416466,0.564455457132787,0.999789157560756,10.46,5.26,6.09,7.59,9.87,7.35,4.23,5.94,9.3,5.89,"NOX3","-302941","Not Significant",0.248370323862474,0.248370323862474,"Not Capped"
"5449","chr15",88638716,88639116,401,"*",6.24694591048585,6.13004188622534,6.35508296958296,-0.127446677713392,0.56463509185408,0.999789157560756,93.25,46.9,54.27,67.7,88.06,91.97,52.98,74.33,116.33,73.69,"ISG20","+173","Not Significant",0.248232134115081,0.248232134115081,"Not Capped"
"5454","chr6",7726367,7726767,401,"*",4.15708078020884,4.20066134497622,4.11214262874975,0.18468028022415,0.564757608569954,0.999789157560756,24.48,12.31,14.25,17.77,23.12,19.43,11.19,15.7,24.57,15.57,"BMP6","-230","Not Significant",0.248137909433385,0.248137909433385,"Not Capped"
"5467","chr18",60740372,60740772,401,"*",3.55013298298419,2.78808526849293,4.04617722132504,-1.14676609154082,0.00976564351138567,0.999789157560756,9.2,4.63,5.35,6.68,8.68,18.56,10.69,15,23.48,14.87,"MC4R","-367797","Significant",2.01029913340679,2.01029913340679,"Not Capped"
"5490","chr10",44627985,44628385,401,"*",2.9073541984504,3.32568401568295,2.31578443591928,1.08734569547716,0.0749817748023928,0.999789157560756,13.35,6.71,7.77,9.69,12.61,5.59,3.22,4.52,7.08,4.48,"CXCL12","-243136","Not Significant",1.12504428413635,1.12504428413635,"Not Capped"
"5507","chr12",54700991,54701391,401,"*",2.93928622059255,2.69897879614066,3.1452230533242,-0.343134032762885,0.566269415637882,0.999789157560756,8.65,4.35,5.03,6.28,8.16,9.94,5.73,8.03,12.57,7.96,"DCD","-52698","Not Significant",0.246976894100811,0.246976894100811,"Not Capped"
"5513","chr17",40582382,40582782,401,"*",4.27436263138926,4.1318298112994,4.40407124235858,-0.173871004594613,0.566426690582805,0.999789157560756,23.34,11.74,13.58,16.95,22.04,23.79,13.7,19.22,30.09,19.06,"CCR7","-17110","Not Significant",0.246856290452956,0.246856290452956,"Not Capped"
"5520","chr11",15074712,15075112,401,"*",5.25180773919275,5.26758980050478,5.23585112203749,0.128752697427744,0.566916021189657,0.999789157560756,51.29,25.8,29.85,37.24,48.43,42.34,24.39,34.22,53.55,33.92,"CALCB","+1350","Not Significant",0.246481269564076,0.246481269564076,"Not Capped"
"5534","chr5",132466479,132466879,401,"*",4.88579411294436,4.59379147182644,5.12852770276995,-0.435489352968199,0.0752395334812561,0.999789157560756,32.15,16.17,18.71,23.34,30.36,39.3,22.64,31.76,49.71,31.49,"IRF1","+24119","Not Significant",1.12355390593325,1.12355390593325,"Not Capped"
"5569","chr9",34665591,34665991,401,"*",5.09667088164444,4.9769456613587,5.20721730180917,-0.132304855587987,0.568372816146174,0.999789157560756,41.93,21.09,24.4,30.44,39.6,41.51,23.91,33.54,52.5,33.26,"CCL27","-3099","Not Significant",0.245366701469463,0.245366701469463,"Not Capped"
"5589","chr17",42112546,42112946,401,"*",5.09421543957914,4.81737058372806,5.32639214961268,-0.410128579750171,0.0753374783980328,0.999789157560756,37.54,18.88,21.85,27.26,35.45,45.08,25.97,36.43,57.02,36.12,"DHX58","-13","Not Significant",1.12298892005188,1.12298892005188,"Not Capped"
"5590","chr3",32391839,32392239,401,"*",4.37865203233843,4.41261812321891,4.34386693988747,0.165014216529243,0.569138988810065,0.999789157560756,28.36,14.26,16.5,20.59,26.78,22.81,13.14,18.44,28.86,18.28,"CMTM7","+368","Not Significant",0.2447816620721,0.2447816620721,"Not Capped"
"5596","chr5",117455494,117455894,401,"*",4.10468255571842,4.14942001519119,4.05851328520623,0.187114357670981,0.569340056043641,0.999789157560756,23.63,11.88,13.75,17.15,22.31,18.72,10.78,15.13,23.68,15,"SEMA6A","-881299","Not Significant",0.244628260230694,0.244628260230694,"Not Capped"
"5635","chr5",38453345,38453745,401,"*",4.00543399990283,3.85057070789162,4.14527347575744,-0.195847385594995,0.570989133344502,0.999789157560756,19.21,9.66,11.18,13.94,18.14,19.88,11.45,16.07,25.15,15.93,"LIFR","+141859","Not Significant",0.243372156856475,0.243372156856475,"Not Capped"
"5649","chr12",68240978,68241378,401,"*",4.21469046979078,4.25397610661345,4.17430503839532,0.175841455913633,0.571422987311595,0.999789157560756,25.4,12.78,14.78,18.44,23.99,20.28,11.69,16.39,25.66,16.25,"IL22","+12429","Not Significant",0.243042292721613,0.243042292721613,"Not Capped"
