"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"25158","chr11",128422570,128422970,401,"*",4.89174048090049,4.7083917972293,5.05439330980429,-0.24754679108171,0.305495226355397,0.999789157560756,34.81,17.51,20.26,25.27,32.87,37.33,21.51,30.17,47.22,29.91,"ETS1","+164788","Not Significant",0.514995571620141,0.514995571620141,"Not Capped"
"25163","chr7",15685403,15685803,401,"*",3.05873306632278,3.27828861770508,2.79966093010638,0.568285145203927,0.305658223585642,0.999789157560756,12.92,6.5,7.52,9.38,12.2,7.82,4.51,6.32,9.89,6.27,"MEOX2","+1209","Not Significant",0.514763915235492,0.514763915235492,"Not Capped"
"25164","chr1",61049957,61050357,401,"*",4.95127235200493,5.02254361054079,4.87629637745752,0.242579816071141,0.305703437645779,0.999789157560756,43.28,21.77,25.19,31.42,40.87,33,19.01,26.67,41.74,26.44,"NFIA","-31705","Not Significant",0.514699677589913,0.514699677589913,"Not Capped"
"25169","chr11",128416956,128417356,401,"*",2.78243039961036,3.04021870093705,2.46833586549349,0.657426484570104,0.306100282402606,0.999789157560756,10.95,5.51,6.37,7.95,10.34,6.22,3.58,5.02,7.86,4.98,"ETS1","+170402","Not Significant",0.514136269730215,0.514136269730215,"Not Capped"
"25170","chr10",22022677,22023077,401,"*",4.27991552022056,4.38276681703536,4.16916510443651,0.308942757560318,0.306165173284054,0.999789157560756,27.78,13.97,16.17,20.17,26.23,20.21,11.64,16.33,25.57,16.2,"DNAJC1","-19152","Not Significant",0.514044212431923,0.514044212431923,"Not Capped"
"25184","chr5",77077408,77077808,401,"*",4.62768091400213,4.43220619675935,4.79980291542113,-0.268969046144332,0.306516883472035,0.999789157560756,28.75,14.46,16.73,20.87,27.14,31.29,18.03,25.29,39.58,25.07,"ZBED3","+9715","Not Significant",0.513545598806917,0.513545598806917,"Not Capped"
"25185","chr1",6579753,6580153,401,"*",5.6929696073062,5.52289642881973,5.84509123142985,-0.224299698270339,0.306586294597255,0.999789157560756,61.22,30.79,35.63,44.45,57.81,64.58,37.2,52.19,81.69,51.75,"ZBTB48","-95","Not Significant",0.513447263421054,0.513447263421054,"Not Capped"
"25222","chr17",40318026,40318426,401,"*",5.80593979688588,5.6367590918412,5.95734717661801,-0.222706687939202,0.307653518653025,0.999789157560756,66.25,33.32,38.55,48.1,62.56,69.81,40.21,56.42,88.3,55.94,"RARA","+9032","Not Significant",0.511938113493704,0.511938113493704,"Not Capped"
"25244","chr12",19322925,19323325,401,"*",2.98712802024473,3.21086749586503,2.72220562288476,0.576294906440221,0.308460596794535,0.999789157560756,12.33,6.2,7.17,8.95,11.64,7.41,4.27,5.99,9.38,5.94,"AEBP2","-116549","Not Significant",0.510800305496705,0.510800305496705,"Not Capped"
"25245","chr12",109237140,109237540,401,"*",3.42777485319708,3.60828516880929,3.22140495714194,0.47804133240888,0.308478623808364,0.999789157560756,16.24,8.17,9.45,11.79,15.33,10.48,6.04,8.47,13.25,8.4,"FOXN4","+71880","Not Significant",0.510774925257056,0.510774925257056,"Not Capped"
"25276","chr20",57481310,57481710,401,"*",3.63563759461796,3.35191011031468,3.8726311514024,-0.418539041195635,0.309339583966109,0.999789157560756,13.59,6.84,7.91,9.87,12.84,16.46,9.48,13.3,20.82,13.19,"CTCFL","+43597","Not Significant",0.509564502893377,0.509564502893377,"Not Capped"
"25277","chr2",8020576,8020976,401,"*",3.78115981945415,3.51298018474295,4.00721620194826,-0.393168113995594,0.309409460161729,0.999789157560756,15.2,7.65,8.85,11.04,14.35,18.07,10.41,14.6,22.85,14.48,"ID2","-658069","Not Significant",0.509466411925508,0.509466411925508,"Not Capped"
"25279","chr6",35522910,35523310,401,"*",4.64183333422435,4.7242407917497,4.5544320309948,0.265950131340634,0.30942718942947,0.999789157560756,35.19,17.7,20.48,25.55,33.23,26.4,15.21,21.34,33.39,21.15,"TULP1","-10172","Not Significant",0.509441527416307,0.509441527416307,"Not Capped"
"25334","chr5",123176113,123176513,401,"*",3.01801222407824,3.24242126143645,2.75214981174569,0.578143207387092,0.311117253580082,0.999789157560756,12.6,6.34,7.33,9.15,11.9,7.57,4.36,6.12,9.57,6.07,"PRDM6","+87192","Not Significant",0.507075903623389,0.507075903623389,"Not Capped"
"25337","chr8",28402316,28402716,401,"*",4.64013717373662,4.72135574052862,4.55407209491849,0.263310242361095,0.311311457745261,0.999789157560756,35.12,17.67,20.44,25.5,33.17,26.39,15.2,21.33,33.38,21.15,"ZNF395","-16050","Not Significant",0.506804894916682,0.506804894916682,"Not Capped"
"25343","chr7",351975,352375,401,"*",4.2903513916351,4.07468577736362,4.47793070077742,-0.303916497810782,0.311356444600742,0.999789157560756,22.44,11.28,13.06,16.29,21.19,25.04,14.42,20.23,31.67,20.06,"FOXL3","+62005","Not Significant",0.506742140620037,0.506742140620037,"Not Capped"
"25360","chr10",8515137,8515537,401,"*",2.64639339512675,2.18682985168432,2.99439207873402,-0.694358439721678,0.312291530221283,0.999789157560756,6.06,3.05,3.53,4.4,5.72,8.95,5.16,7.24,11.32,7.17,"GATA3","+460644","Not Significant",0.505439794277777,0.505439794277777,"Not Capped"
"25396","chr6",1381715,1382115,401,"*",3.85096018908316,3.98362411764188,3.70485019390002,0.372697707985225,0.312967852612309,0.999789157560756,21.06,10.59,12.26,15.29,19.89,14.65,8.44,11.84,18.53,11.74,"FOXF2","-7919","Not Significant",0.504500269961863,0.504500269961863,"Not Capped"
"25404","chr4",56928435,56928835,401,"*",2.92999207631931,2.53376317845257,3.2405161728037,-0.59880892009127,0.313320786688649,0.999789157560756,7.71,3.88,4.49,5.6,7.28,10.62,6.12,8.58,13.43,8.51,"REST","+20726","Not Significant",0.504010791697571,0.504010791697571,"Not Capped"
"25405","chr5",158695586,158695986,401,"*",3.97019076607406,4.09283696829018,3.83614126169588,0.351281218328886,0.313341238876078,0.999789157560756,22.72,11.43,13.22,16.49,21.45,16.05,9.24,12.97,20.3,12.86,"EBF1","+403975","Not Significant",0.503982443810562,0.503982443810562,"Not Capped"
"25437","chr4",102431166,102431566,401,"*",4.21562599075285,4.31939267643122,4.10381338107481,0.31094473009884,0.314402931527224,0.999789157560756,26.58,13.37,15.47,19.3,25.1,19.32,11.13,15.61,24.43,15.48,"NFKB1","-69963","Not Significant",0.502513413204635,0.502513413204635,"Not Capped"
"25445","chr20",45971837,45972237,401,"*",6.08230509760255,6.14294692463052,6.01900199733185,0.22092480194038,0.314599035343692,0.999789157560756,94.09,47.32,54.76,68.31,88.85,72.86,41.97,58.88,92.15,58.38,"ZNF335","+135","Not Significant",0.502242613389635,0.502242613389635,"Not Capped"
"25460","chr1",248873756,248874156,401,"*",5.30410079287642,5.13354057404993,5.45661185893194,-0.224975922726725,0.315048856306237,0.999789157560756,46.74,23.51,27.2,33.93,44.14,49.34,28.42,39.87,62.4,39.53,"ZNF692","-15096","Not Significant",0.501622092626515,0.501622092626515,"Not Capped"
"25466","chr11",64996674,64997074,401,"*",3.77839636341429,3.91896653938073,3.62263626539634,0.390196777778937,0.315246622405654,0.999789157560756,20.14,10.13,11.72,14.62,19.02,13.84,7.97,11.18,17.5,11.09,"BATF2","+171","Not Significant",0.501349557818941,0.501349557818941,"Not Capped"
"25468","chr19",57280221,57280621,401,"*",5.96486285940244,5.79687738317939,6.11531245311654,-0.220637336057981,0.315286745605458,0.999789157560756,74.02,37.23,43.08,53.74,69.9,77.89,44.87,62.95,98.52,62.41,"ZNF460","-64","Not Significant",0.501294286249889,0.501294286249889,"Not Capped"
"25470","chr8",76681928,76682328,401,"*",3.63721990299286,3.35521197382122,3.87301367632088,-0.416318279545293,0.315322659546472,0.999789157560756,13.63,6.85,7.93,9.89,12.87,16.46,9.48,13.3,20.82,13.19,"ZFHX4","+909","Not Significant",0.501244819095434,0.501244819095434,"Not Capped"
"25501","chr2",144583051,144583451,401,"*",3.18197704290598,3.38170739457671,2.95008313458858,0.521641901231984,0.316197523932622,0.999789157560756,13.88,6.98,8.08,10.08,13.1,8.68,5,7.02,10.98,6.96,"ZEB2","-62856","Not Significant",0.500041535246977,0.500041535246977,"Not Capped"
"25515","chr1",155857056,155857456,401,"*",4.97627211448777,5.04393847408225,4.90527516230096,0.235103155636647,0.316514659067649,0.999789157560756,43.93,22.09,25.56,31.89,41.48,33.67,19.39,27.21,42.58,26.98,"GON4L","+39","Not Significant",0.499606171255593,0.499606171255593,"Not Capped"
"25516","chr8",11016406,11016806,401,"*",5.80651819712468,5.63946411286037,5.95622043633582,-0.218894754323847,0.316556979810524,0.999789157560756,66.37,33.38,38.63,48.19,62.67,69.76,40.18,56.37,88.23,55.89,"PINX1","-176730","Not Significant",0.499548106215243,0.499548106215243,"Not Capped"
"25546","chr12",56007311,56007711,401,"*",4.61026673458687,4.69151976366237,4.5241629556357,0.263312483184912,0.317230427876788,0.999789157560756,34.41,17.3,20.02,24.98,32.49,25.85,14.89,20.89,32.7,20.71,"IKZF4","-148","Not Significant",0.498625163015191,0.498625163015191,"Not Capped"
"25548","chr17",17836226,17836626,401,"*",5.87092635746959,5.70286934047825,6.0214333199736,-0.22075800470432,0.317289997555671,0.999789157560756,69.35,34.88,40.36,50.35,65.49,72.98,42.04,58.98,92.31,58.48,"SREBF1","+561","Not Significant",0.49854361864919,0.49854361864919,"Not Capped"
"25564","chr19",44304793,44305193,401,"*",3.90423879833541,4.03107074112058,3.76517245136211,0.360593485932664,0.317739922674244,0.999789157560756,21.77,10.95,12.67,15.8,20.55,15.28,8.8,12.35,19.32,12.24,"ZNF235","+32","Not Significant",0.497928214484008,0.497928214484008,"Not Capped"
"25575","chr19",12052460,12052860,401,"*",3.81570082775659,3.55643972266644,4.03539197927692,-0.378153747846326,0.318116107978616,0.999789157560756,15.67,7.88,9.12,11.37,14.79,18.42,10.61,14.89,23.3,14.76,"ZNF878","+279","Not Significant",0.497414339603383,0.497414339603383,"Not Capped"
"25576","chr11",128172035,128172435,401,"*",3.45072634386037,3.62118996545834,3.25738845867857,0.455583555289012,0.318138014316842,0.999789157560756,16.38,8.24,9.53,11.89,15.47,10.74,6.19,8.68,13.59,8.61,"ETS1","+415323","Not Significant",0.497384433936825,0.497384433936825,"Not Capped"
"25586","chr3",146560054,146560454,401,"*",3.14935920264213,3.35275993431411,2.91250002767787,0.530110705080125,0.318593806801511,0.999789157560756,13.6,6.84,7.92,9.88,12.84,8.46,4.87,6.84,10.7,6.78,"PLSCR1","-15390","Not Significant",0.496762670776166,0.496762670776166,"Not Capped"
"25588","chr17",16653616,16654016,401,"*",5.2970911636251,5.35920827215324,5.2321787140487,0.22367819575121,0.318648014896028,0.999789157560756,54.65,27.49,31.81,39.68,51.61,42.23,24.33,34.13,53.41,33.84,"ZNF624","+37","Not Significant",0.496688782730597,0.496688782730597,"Not Capped"
"25589","chr1",213882850,213883250,401,"*",3.04456695466347,3.26496179097985,2.78432452928476,0.569071576359284,0.31869120158724,0.999789157560756,12.8,6.44,7.45,9.29,12.09,7.74,4.46,6.26,9.79,6.2,"PROX1","-104893","Not Significant",0.496629926343829,0.496629926343829,"Not Capped"
"25594","chr19",45450166,45450566,401,"*",4.09598545897441,4.20670254027699,3.97606001791695,0.325629907654511,0.318865419078364,0.999789157560756,24.59,12.37,14.31,17.85,23.22,17.68,10.18,14.29,22.36,14.17,"FOSB","-17629","Not Significant",0.496392577394805,0.496392577394805,"Not Capped"
"25602","chr7",101815627,101816027,401,"*",5.14655681035663,4.97529191301746,5.29963092525612,-0.226171610277399,0.319064224824451,0.999789157560756,41.88,21.07,24.38,30.41,39.55,44.25,25.49,35.76,55.97,35.46,"CUX1","-184","Not Significant",0.496121888480701,0.496121888480701,"Not Capped"
"25615","chr19",34973170,34973570,401,"*",4.53848045539605,4.62240638238682,4.44936909932951,0.269071720742212,0.31964735297649,0.999789157560756,32.8,16.5,19.09,23.81,30.97,24.55,14.14,19.84,31.05,19.67,"ZNF792","-9321","Not Significant",0.49532888764014,0.49532888764014,"Not Capped"
"25623","chr11",20156442,20156842,401,"*",4.26501218554653,4.05042769641941,4.45177345757592,-0.302014985440587,0.3199232113168,0.999789157560756,22.06,11.1,12.84,16.02,20.83,24.59,14.16,19.87,31.1,19.7,"DBX1","+3971","Not Significant",0.494954249502923,0.494954249502923,"Not Capped"
"25627","chr14",89720796,89721196,401,"*",5.21618232550859,5.27865665126373,5.1508796783275,0.224384856732154,0.320009120345957,0.999789157560756,51.69,26,30.08,37.52,48.81,39.92,22.99,32.26,50.49,31.98,"FOXN3","-101866","Not Significant",0.494837643994226,0.494837643994226,"Not Capped"
"25636","chr19",58475978,58476378,401,"*",6.41481140123389,6.24602068386979,6.56590642488007,-0.222181332135316,0.320228361883287,0.999789157560756,101.06,50.83,58.81,73.37,95.43,106.44,61.32,86.02,134.63,85.29,"ZNF446","+14","Not Significant",0.494540206258288,0.494540206258288,"Not Capped"
"25650","chr20",26009625,26010025,401,"*",3.43261296737321,3.60038191302615,3.24273523498259,0.449793069754787,0.320494026475346,0.999789157560756,16.15,8.12,9.4,11.72,15.25,10.64,6.13,8.59,13.45,8.52,"ZNF337","-322868","Not Significant",0.494180060663015,0.494180060663015,"Not Capped"
"25676","chr18",47749079,47749479,401,"*",4.90224023212319,4.72441270358022,5.06053432782071,-0.237824339184183,0.321035686345428,0.999789157560756,35.2,17.7,20.48,25.55,33.24,37.49,21.6,30.3,47.42,30.04,"SMAD2","+181280","Not Significant",0.493446688712056,0.493446688712056,"Not Capped"
"25683","chr17",15699487,15699887,401,"*",4.706966117951,4.52107316468317,4.87161753150832,-0.252024118830871,0.321271415930432,0.999789157560756,30.57,15.38,17.79,22.19,28.87,32.89,18.95,26.58,41.6,26.35,"ZNF286A","-90","Not Significant",0.493127912655487,0.493127912655487,"Not Capped"
"25690","chr1",61077873,61078273,401,"*",5.18557106197244,5.24813669606605,5.12016864388856,0.224649253194649,0.321538592745385,0.999789157560756,50.6,25.45,29.45,36.74,47.78,39.08,22.51,31.58,49.42,31.31,"NFIA","-3789","Not Significant",0.492766893313714,0.492766893313714,"Not Capped"
"25702","chr19",52570080,52570480,401,"*",5.33066953329036,5.39111013254923,5.26758568108276,0.220207658963412,0.322036048723668,0.999789157560756,55.88,28.1,32.52,40.57,52.76,43.28,24.93,34.98,54.74,34.68,"ZNF701","-384","Not Significant",0.49209551064739,0.49209551064739,"Not Capped"
"25704","chr2",5110862,5111262,401,"*",2.78536493102308,2.36520465702733,3.11035798214863,-0.636793129734506,0.322179643366499,0.999789157560756,6.86,3.45,3.99,4.98,6.48,9.7,5.59,7.84,12.27,7.77,"SOX11","-581605","Not Significant",0.491901903559545,0.491901903559545,"Not Capped"
"25715","chr4",86934746,86935146,401,"*",5.77778473594266,5.61205828119775,5.92642017234873,-0.216457980105968,0.322450453365509,0.999789157560756,65.12,32.75,37.9,47.28,61.49,68.33,39.36,55.22,86.43,54.75,"AFF1","-56","Not Significant",0.491537008107937,0.491537008107937,"Not Capped"
"25732","chr8",143246478,143246878,401,"*",6.16382794596354,5.99702908080599,6.31332524396709,-0.218538070543722,0.322854544463392,0.999789157560756,85.04,42.77,49.49,61.74,80.3,89.35,51.47,72.21,113.01,71.59,"ZFP41","-250","Not Significant",0.490993096135999,0.490993096135999,"Not Capped"
"25733","chr18",48902202,48902602,401,"*",3.60389731109236,3.75716160777081,3.43239425357386,0.4180092192995,0.322857607790399,0.999789157560756,18,9.06,10.48,13.07,17,12.13,6.99,9.8,15.34,9.72,"SMAD7","+48309","Not Significant",0.490988975457734,0.490988975457734,"Not Capped"
"25736","chr18",47930863,47931263,401,"*",6.06475384206878,5.89835120149539,6.21393284176247,-0.217782005674097,0.322952034227872,0.999789157560756,79.42,39.94,46.22,57.66,74.99,83.4,48.04,67.4,105.49,66.82,"SMAD2","-504","Not Significant",0.490861975554467,0.490861975554467,"Not Capped"
"25737","chr15",80472979,80473379,401,"*",3.02061641791025,3.24046993148979,2.76112899328169,0.567082234841393,0.322969532046746,0.999789157560756,12.58,6.33,7.32,9.14,11.88,7.62,4.39,6.16,9.63,6.1,"ARNT2","+68828","Not Significant",0.490838445743478,0.490838445743478,"Not Capped"
"25749","chrX",57909585,57909985,401,"*",3.76789441181722,3.90548124624818,3.6157894876727,0.383483404728984,0.323272682198629,0.999789157560756,19.95,10.04,11.61,14.49,18.84,13.77,7.93,11.13,17.42,11.04,"ZXDA","+1035","Not Significant",0.490430993413977,0.490430993413977,"Not Capped"
"25753","chr19",12289318,12289718,401,"*",3.99198028627027,4.10977214970032,3.86370911704136,0.340884267285043,0.323414156072831,0.999789157560756,22.99,11.56,13.38,16.69,21.71,16.36,9.42,13.22,20.69,13.11,"ZNF44","+5295","Not Significant",0.490240974628243,0.490240974628243,"Not Capped"
"25760","chr1",89994981,89995381,401,"*",5.58752740679769,5.42184816263808,5.73612487501793,-0.216345349988443,0.323560007096083,0.999789157560756,57.08,28.71,33.22,41.44,53.9,59.89,34.5,48.4,75.75,47.98,"ZNF326","+66","Not Significant",0.490045163731124,0.490045163731124,"Not Capped"
"25768","chr16",86563848,86564248,401,"*",4.43176725911382,4.22825763919331,4.6100862548175,-0.282660846334639,0.32378564013795,0.999789157560756,24.96,12.55,14.52,18.12,23.56,27.44,15.81,22.17,34.7,21.99,"FOXC2","-3203","Not Significant",0.489742416074119,0.489742416074119,"Not Capped"
"25771","chr15",56918326,56918726,401,"*",5.55050261506634,5.38502946405011,5.69893431066813,-0.215907806262107,0.323894791785173,0.999789157560756,55.64,27.99,32.38,40.4,52.54,58.36,33.62,47.17,73.82,46.76,"TCF12","-97","Not Significant",0.489596035370945,0.489596035370945,"Not Capped"
"25787","chr6",121931956,121932356,401,"*",2.91369580805662,3.14287173217073,2.64111059214696,0.589494702729441,0.324444075424888,0.999789157560756,11.76,5.92,6.84,8.54,11.11,7.01,4.04,5.66,8.86,5.62,"HSF2","-467390","Not Significant",0.488860151952973,0.488860151952973,"Not Capped"
"25798","chr6",53188240,53188640,401,"*",3.67873747976222,3.82088367268083,3.52103964824756,0.393468155875957,0.32477106466432,0.999789157560756,18.82,9.46,10.95,13.66,17.77,12.9,7.43,10.42,16.31,10.33,"GCM1","-39611","Not Significant",0.488422670983826,0.488422670983826,"Not Capped"
"25807","chr16",86351715,86352115,401,"*",3.45650153319249,3.62096504065329,3.27084813253126,0.442321262054831,0.325033754774048,0.999789157560756,16.38,8.24,9.53,11.89,15.47,10.84,6.25,8.76,13.72,8.69,"FOXF1","-158612","Not Significant",0.488071535172248,0.488071535172248,"Not Capped"
"25811","chr3",24386013,24386413,401,"*",3.33489020072318,3.52140247858282,3.12063450214492,0.492612474577964,0.325165412772,0.999789157560756,15.29,7.69,8.9,11.1,14.44,9.77,5.63,7.9,12.36,7.83,"THRB","+108609","Not Significant",0.487895655701329,0.487895655701329,"Not Capped"
"25831","chr11",114035864,114036264,401,"*",4.05122272804584,3.81861405714391,4.25148279517976,-0.332893318574522,0.325808858223664,0.999789157560756,18.79,9.45,10.93,13.64,17.74,21.4,12.33,17.29,27.07,17.15,"ZBTB16","-23529","Not Significant",0.487037112092095,0.487037112092095,"Not Capped"
"25842","chr16",88681939,88682339,401,"*",4.49978640787258,4.58452921440066,4.40975352264057,0.270633570176228,0.326078432908072,0.999789157560756,31.95,16.07,18.59,23.19,30.17,23.88,13.76,19.3,30.21,19.13,"SNAI3","+4354","Not Significant",0.486677924833299,0.486677924833299,"Not Capped"
"25850","chr19",30681363,30681763,401,"*",3.33190620746257,3.51136726468697,3.12690713235758,0.475765495224338,0.326377485975203,0.999789157560756,15.18,7.64,8.84,11.02,14.34,9.81,5.65,7.93,12.41,7.86,"ZNF536","+309151","Not Significant",0.486279807191363,0.486279807191363,"Not Capped"
"25865","chrX",135421604,135422004,401,"*",4.73518858649525,4.55169963106184,4.89795176625262,-0.247798345191381,0.326833367323461,0.999789157560756,31.23,15.71,18.17,22.67,29.49,33.5,19.3,27.07,42.37,26.84,"ZNF449","+77008","Not Significant",0.485673611549951,0.485673611549951,"Not Capped"
"25880","chr4",184474524,184474924,401,"*",5.70718462960635,5.54228592579602,5.85515403851577,-0.214981902750732,0.327091237808037,0.999789157560756,62.05,31.21,36.11,45.05,58.59,65.04,37.46,52.56,82.26,52.11,"IRF2","-144","Not Significant",0.48533108969522,0.48533108969522,"Not Capped"
"25898","chr3",18455215,18455615,401,"*",2.48064872190069,2.76622169349962,2.12423849704481,0.723919741850356,0.32773204719588,0.999789157560756,9.06,4.56,5.27,6.58,8.55,4.9,2.82,3.96,6.2,3.92,"SATB1","-30842","Not Significant",0.484481089164378,0.484481089164378,"Not Capped"
"25902","chr3",33440452,33440852,401,"*",6.48919447952068,6.32093453666491,6.63986414109052,-0.221247202878306,0.327819216831501,0.999789157560756,106.45,53.54,61.95,77.28,100.51,112.04,64.54,90.55,141.71,89.77,"UBP1","-274","Not Significant",0.484365591585347,0.484365591585347,"Not Capped"
"25908","chr19",11694790,11695190,401,"*",4.30146752293129,4.09044889203171,4.48552302431605,-0.295976773767839,0.327925069143481,0.999789157560756,22.68,11.41,13.2,16.47,21.42,25.17,14.5,20.34,31.83,20.17,"ZNF823","+43983","Not Significant",0.484225381212578,0.484225381212578,"Not Capped"
"25915","chr1",26677487,26677887,401,"*",3.85063740934524,3.97801329207015,3.71091676577538,0.361523059900889,0.328036143358837,0.999789157560756,20.98,10.55,12.21,15.23,19.81,14.71,8.47,11.89,18.61,11.79,"ARID1A","-18346","Not Significant",0.484078302640392,0.484078302640392,"Not Capped"
"25920","chr1",26627043,26627443,401,"*",2.86738121089597,3.10661174358683,2.58043832978142,0.611786768605746,0.328172829238395,0.999789157560756,11.47,5.77,6.67,8.33,10.83,6.72,3.87,5.43,8.5,5.38,"ARID1A","-68790","Not Significant",0.4838973787988,0.4838973787988,"Not Capped"
"25929","chr12",26047870,26048270,401,"*",3.36977000821874,3.05670054067733,3.62686829803558,-0.467098134478367,0.32849499643708,0.999789157560756,11.08,5.57,6.45,8.04,10.46,13.88,8,11.22,17.56,11.12,"BHLHE41","+77057","Not Significant",0.483471241131036,0.483471241131036,"Not Capped"
"25935","chr19",57240421,57240821,401,"*",5.51548245967607,5.57293808360754,5.45564340514642,0.21416427128841,0.328764951013227,0.999789157560756,63.38,31.88,36.89,46.01,59.85,49.31,28.4,39.85,62.36,39.51,"ZNF805","-271","Not Significant",0.48311448794736,0.48311448794736,"Not Capped"
"25939","chr2",96536573,96536973,401,"*",5.86682861092733,5.92368620948448,5.80763795373428,0.212999525379534,0.328958781606204,0.999789157560756,80.82,40.65,47.04,58.68,76.32,62.93,36.25,50.86,79.6,50.42,"ARID5A","+24","Not Significant",0.482858515552823,0.482858515552823,"Not Capped"
"25945","chr15",31247895,31248295,401,"*",3.11887765616265,2.76105668457067,3.40535395387047,-0.53823768700691,0.329203162664635,0.999789157560756,9.03,4.54,5.25,6.55,8.52,11.9,6.86,9.62,15.06,9.54,"KLF13","-78760","Not Significant",0.482536001159642,0.482536001159642,"Not Capped"
"25955","chr2",145416782,145417182,401,"*",2.34662980065467,1.83561058923211,2.72322411989873,-0.770977666980691,0.329455513555755,0.999789157560756,4.75,2.39,2.77,3.45,4.49,7.42,4.27,6,9.38,5.94,"ZEB2","-896587","Not Significant",0.482203219982271,0.482203219982271,"Not Capped"
"25962","chr10",62843199,62843599,401,"*",3.10084055285786,2.7502929405833,3.38264401401139,-0.527092859414093,0.329622918315817,0.999789157560756,8.96,4.51,5.21,6.5,8.46,11.72,6.75,9.47,14.82,9.39,"EGR2","-27044","Not Significant",0.481982599911618,0.481982599911618,"Not Capped"
"25974","chr6",43174508,43174908,401,"*",5.35661363805344,5.19082265243579,5.50530096852032,-0.216418009133464,0.32985323067921,0.999789157560756,48.63,24.46,28.3,35.31,45.92,51.03,29.4,41.24,64.55,40.89,"SRF","+3409","Not Significant",0.481679257955264,0.481679257955264,"Not Capped"
"25989","chr5",73387685,73388085,401,"*",4.22071317389133,4.00519282241581,4.40818263204243,-0.303615773409786,0.330474478134778,0.999789157560756,21.38,10.75,12.44,15.52,20.19,23.85,13.74,19.28,30.17,19.11,"FOXD1","+60642","Not Significant",0.480862074554197,0.480862074554197,"Not Capped"
"26000","chr19",24033294,24033694,401,"*",5.02929667608853,4.85788138562678,5.18249089333425,-0.226463390531613,0.330759646173711,0.999789157560756,38.61,19.42,22.47,28.03,36.46,40.8,23.5,32.97,51.61,32.69,"ZNF254","-53699","Not Significant",0.480487481323603,0.480487481323603,"Not Capped"
"26009","chr19",52734891,52735291,401,"*",5.49643147109271,5.55406974233699,5.43639427306844,0.214482838305628,0.331230125603327,0.999789157560756,62.56,31.46,36.41,45.42,59.07,48.65,28.03,39.32,61.54,38.98,"ZNF611","-37","Not Significant",0.479870170714755,0.479870170714755,"Not Capped"
"26031","chr19",11597189,11597589,401,"*",5.74300708754413,5.79917646691685,5.68456192577897,0.211525603174624,0.331886644486673,0.999789157560756,74.14,37.29,43.15,53.83,70.01,57.78,33.29,46.7,73.09,46.3,"ZNF627","-31","Not Significant",0.479010223766278,0.479010223766278,"Not Capped"
"26032","chr12",114636842,114637242,401,"*",3.2066906062562,3.39904358423031,2.98468755956983,0.505449946325462,0.331894485684571,0.999789157560756,14.05,7.06,8.17,10.2,13.26,8.89,5.12,7.19,11.25,7.13,"TBX3","+46548","Not Significant",0.478999963188434,0.478999963188434,"Not Capped"
"26071","chr1",33430889,33431289,401,"*",5.48392330288676,5.32009967889703,5.63102664737361,-0.212886111027051,0.333183226694912,0.999789157560756,53.19,26.75,30.96,38.62,50.23,55.68,32.07,45,70.42,44.61,"ZSCAN20","-41556","Not Significant",0.477316870222037,0.477316870222037,"Not Capped"
"26081","chr1",33996346,33996746,401,"*",3.20201356392789,3.39789819958233,2.97529038543286,0.513604379716859,0.333642818985479,0.999789157560756,14.03,7.06,8.17,10.19,13.25,8.84,5.09,7.14,11.18,7.08,"HMGB4","+136046","Not Significant",0.476718218058954,0.476718218058954,"Not Capped"
"26087","chr10",68203966,68204366,401,"*",3.19522789709021,2.85698735440582,3.46903569227241,-0.507551539901037,0.333759920624923,0.999789157560756,9.65,4.85,5.61,7,9.11,12.44,7.17,10.05,15.74,9.97,"ATOH7","+27937","Not Significant",0.476565816537846,0.476565816537846,"Not Capped"
"26092","chr4",108342517,108342917,401,"*",3.75097356238357,3.49127495750558,3.97097853762408,-0.379012138545715,0.334031884959976,0.999789157560756,14.97,7.53,8.71,10.87,14.14,17.62,10.15,14.24,22.28,14.12,"LEF1","-174295","Not Significant",0.476212075699668,0.476212075699668,"Not Capped"
"26099","chr10",132669646,132670046,401,"*",3.39988375905819,3.56329902722653,3.21556540799253,0.440022730871837,0.334400171342456,0.999789157560756,15.74,7.92,9.16,11.43,14.86,10.44,6.01,8.43,13.2,8.36,"NKX6-2","+116206","Not Significant",0.475733508705916,0.475733508705916,"Not Capped"
"26101","chr6",7073574,7073974,401,"*",3.86964189782548,3.62438083416536,4.07920366669807,-0.354525961640777,0.334428533049597,0.999789157560756,16.42,8.26,9.56,11.92,15.51,18.99,10.94,15.35,24.02,15.22,"RREB1","-34034","Not Significant",0.475696676157207,0.475696676157207,"Not Capped"
"26110","chr4",105022871,105023271,401,"*",3.83829691967748,3.58572437970502,4.05316985710227,-0.366815597922689,0.334820908084704,0.999789157560756,15.99,8.04,9.3,11.61,15.1,18.65,10.74,15.07,23.59,14.94,"TET2","-123222","Not Significant",0.475187430062598,0.475187430062598,"Not Capped"
