output_prefix	name	motif_id	cluster	total_tfbs	CD4_Good_mean_score	CD4_Good_bound	CD4_Poor_mean_score	CD4_Poor_bound	CD4_Good_CD4_Poor_change	CD4_Good_CD4_Poor_pvalue	CD4_Good_CD4_Poor_highlighted
OTX1_MA0711.2	OTX1	MA0711.2	C_Ptx1	20553	0.36429	527	0.29261	432	0.03106	4.22728E-65	False
OTX2_MA0712.3	OTX2	MA0712.3	C_Ptx1	11109	0.33785	212	0.2746	177	0.01187	8.92259E-25	False
OVOL1_MA1544.2	OVOL1	MA1544.2	C_OVOL2	1338	0.69858	177	0.61643	145	0.00212	7.60475E-01	False
OVOL2_MA1545.2	OVOL2	MA1545.2	C_OVOL2	659	0.7378	98	0.68684	84	-0.09971	4.07465E-46	False
PATZ1_MA1961.2	PATZ1	MA1961.2	C_PATZ1	69608	0.98562	17482	0.94635	16008	-0.13448	2.33299E-153	True
PAX2_MA0067.3	PAX2	MA0067.3	C_sv	2940	0.74762	440	0.67106	385	-0.0196	3.75191E-19	False
PAX3_MA1546.2	PAX3	MA1546.2	C_PAX3	3099	0.54043	250	0.4445	206	0.06035	6.09392E-59	False
PBX1_MA0070.2	PBX1	MA0070.2	C_PBX1	8876	0.43632	509	0.34472	447	0.0716	7.27138E-84	False
PBX2_MA1113.3	PBX2	MA1113.3	C_PBX2	13695	0.33208	234	0.23747	170	0.11131	1.11964E-113	True
PBX3_MA1114.2	PBX3	MA1114.2	C_PBX3	15291	0.52177	1136	0.45023	1033	0.00384	3.19184E-08	False
PDX1_MA0132.3	PDX1	MA0132.3	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
PHOX2B_MA0681.3	PHOX2B	MA0681.3	C_PHOX2B	21154	0.28839	221	0.19664	164	0.1182	1.21712E-124	True
PITX3_MA0714.2	PITX3	MA0714.2	C_Ptx1	20553	0.36429	527	0.29261	432	0.03106	4.22728E-65	False
PKNOX1_MA0782.3	PKNOX1	MA0782.3	C_PBX3	12778	0.50209	897	0.4234	807	0.02354	5.88590E-47	False
PLAGL2_MA1548.2	PLAGL2	MA1548.2	C_OJ1581_H09.2	9934	0.73773	1173	0.70497	1047	-0.11838	8.67261E-107	True
POU1F1_MA0784.3	POU1F1	MA0784.3	C_POU3F3	15517	0.34253	390	0.24918	316	0.10613	1.05952E-108	False
POU2F1_MA0785.2	POU2F1	MA0785.2	C_POU3F3	13495	0.36033	402	0.26175	329	0.12097	3.48438E-118	True
POU2F2_MA0507.3	POU2F2	MA0507.3	C_POU3F3	14854	0.35117	405	0.25651	335	0.10902	1.78659E-113	True
POU2F3_MA0627.3	POU2F3	MA0627.3	C_POU2F3	15304	0.36454	457	0.27508	367	0.08812	1.61375E-106	False
POU3F1_MA0786.2	POU3F1	MA0786.2	C_POU3F3	16591	0.33781	365	0.23959	288	0.12416	4.17322E-119	True
POU4F1_MA0790.2	POU4F1	MA0790.2	C_POU4F2	19308	0.3031	202	0.20589	157	0.13554	8.87780E-126	True
POU4F2_MA0683.2	POU4F2	MA0683.2	C_POU4F2	17068	0.31297	208	0.22039	175	0.11395	1.05862E-114	True
POU4F3_MA0791.2	POU4F3	MA0791.2	C_POU4F2	19819	0.30704	213	0.21275	165	0.12596	1.62412E-127	True
POU5F1_MA1115.2	POU5F1	MA1115.2	C_POU2F3	13373	0.37501	419	0.28549	331	0.08853	1.24429E-103	False
POU6F1_MA0628.2	POU6F1	MA0628.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
POU6F1_MA1549.2	POU6F1	MA1549.2	C_eve	7399	0.36133	171	0.27348	132	0.08588	2.69715E-93	False
POU6F2_MA0793.2	POU6F2	MA0793.2	C_POU6F2	7389	0.3548	187	0.26698	128	0.08392	3.63973E-86	False
PPARARXRA_MA1148.2	PPARA::RXRA	MA1148.2	C_PPARA::RXRA	12478	0.44248	538	0.36607	456	0.03741	1.03316E-67	False
PPARD_MA1550.2	PPARD	MA1550.2	C_PPARD	12073	0.49943	697	0.42917	612	0.01243	8.30085E-27	False
PPARG_MA0066.2	PPARG	MA0066.2	C_PPARG	8867	0.44559	338	0.36646	267	0.03761	6.92633E-56	False
PRDM1_MA0508.4	PRDM1	MA0508.4	C_ken	13641	0.48594	782	0.40809	638	0.02571	7.16696E-52	False
PRDM9_MA1723.2	PRDM9	MA1723.2	C_PRDM9	53541	0.67269	6185	0.62061	5429	-0.06044	1.21788E-116	False
PRRX1_MA0716.2	PRRX1	MA0716.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
PRRX2_MA0075.4	PRRX2	MA0075.4	C_PRRX2	5499	0.3759	190	0.29051	164	0.07855	6.95075E-75	False
RARARXRG_MA1149.2	RARA::RXRG	MA1149.2	C_RARA::RXRG	8912	0.56543	659	0.50464	601	-0.01903	7.52327E-38	False
RARB_MA1552.2	RARB	MA1552.2	C_RXRG	5851	0.54777	469	0.47613	406	0.00413	2.43694E-03	False
RARG_MA1553.2	RARG	MA1553.2	C_RXRG	5994	0.47941	310	0.40552	253	0.02045	1.66226E-30	False
RAX_MA0718.2	RAX	MA0718.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
RAX2_MA0717.2	RAX2	MA0717.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
RBPJ_MA1116.2	RBPJ	MA1116.2	C_RBPJ	44005	0.47605	2361	0.41026	2082	0.00316	2.71016E-11	False
RELB_MA1117.2	RELB	MA1117.2	C_RELB	5455	0.5103	326	0.44128	283	0.0016	1.74772E-03	False
REST_MA0138.3	REST	MA0138.3	C_REST	15574	0.57628	1175	0.51628	1000	-0.03145	8.38367E-66	False
RFX2_MA0600.3	RFX2	MA0600.3	C_RFX1	4999	0.67085	785	0.57835	707	0.03705	2.79247E-49	False
RFX4_MA0799.3	RFX4	MA0799.3	C_Rfx	3889	0.63958	486	0.56041	413	-0.00391	4.01172E-03	False
RFX5_MA0510.3	RFX5	MA0510.3	C_RFX1	5628	0.6632	823	0.57592	732	0.02289	3.99532E-36	False
RFX7_MA1554.2	RFX7	MA1554.2	C_RFX7	3831	0.71697	618	0.63153	528	-0.00513	4.21145E-03	False
RHOXF1_MA0719.2	RHOXF1	MA0719.2	C_Ptx1	20553	0.36429	527	0.29261	432	0.03106	4.22728E-65	False
RORA_MA0072.2	RORA	MA0072.2	C_RORA	9706	0.39224	288	0.3133	228	0.04625	3.13775E-69	False
RORB_MA1150.2	RORB	MA1150.2	C_RORB	8504	0.39203	269	0.30915	219	0.05452	2.84937E-77	False
RORC_MA1151.2	RORC	MA1151.2	C_RORB	7833	0.4213	302	0.33616	246	0.05384	2.83178E-66	False
RREB1_MA0073.2	RREB1	MA0073.2	C_RREB1	30951	0.56935	2434	0.51324	2139	-0.0417	1.09512E-86	False
RUNX3_MA0684.3	RUNX3	MA0684.3	C_RUNX3	13040	0.44892	605	0.36948	479	0.03113	1.15358E-58	False
SATB1_MA1963.2	SATB1	MA1963.2	C_SATB1	8874	0.32871	169	0.23875	118	0.09548	7.39330E-95	False
SCRT1_MA0743.3	SCRT1	MA0743.3	C_SCRT1	10595	0.4668	488	0.3905	415	0.0263	8.28873E-48	False
SCRT2_MA0744.3	SCRT2	MA0744.3	C_SCRT1	10310	0.48108	511	0.40239	430	0.02824	7.31720E-49	False
SHOX_MA0630.2	SHOX	MA0630.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
SIX1_MA1118.2	SIX1	MA1118.2	C_SIX1	9064	0.45027	405	0.36212	329	0.06401	2.10227E-80	False
SIX2_MA1119.2	SIX2	MA1119.2	C_SIX2	12367	0.40305	397	0.31666	337	0.06899	2.05682E-89	False
SMAD2_MA1964.2	SMAD2	MA1964.2	C_SMAD2	32661	0.54221	2233	0.48289	1936	-0.02635	8.26418E-72	False
SNAI1_MA1558.2	SNAI1	MA1558.2	C_ZEB1	16213	0.57915	1264	0.51017	1095	-0.01116	3.53668E-27	False
SNAI2_MA0745.3	SNAI2	MA0745.3	C_ZEB1	15539	0.48852	830	0.42352	722	-0.00161	6.67924E-02	False
SNAI3_MA1559.2	SNAI3	MA1559.2	C_ZEB1	20200	0.50291	1132	0.43479	966	0.00086	9.13599E-02	False
SOHLH2_MA1560.2	SOHLH2	MA1560.2	C_ARNT::HIF1A	3554	0.76074	561	0.68999	516	-0.03052	1.22502E-35	False
SOX10_MA0442.3	SOX10	MA0442.3	C_SOX4	31592	0.42585	1250	0.34541	998	0.04383	1.31084E-86	False
SOX12_MA1561.2	SOX12	MA1561.2	C_SOX12	5368	0.44533	233	0.36435	202	0.04691	9.70461E-56	False
SOX13_MA1120.2	SOX13	MA1120.2	C_Sox5	5638	0.41771	210	0.33852	180	0.0487	2.12814E-63	False
SOX14_MA1562.2	SOX14	MA1562.2	C_SOX8	6906	0.429	315	0.33966	262	0.06741	1.94750E-82	False
SOX15_MA1152.2	SOX15	MA1152.2	C_SOX15	3940	0.38857	115	0.29581	95	0.09503	1.56454E-78	False
SOX4_MA0867.3	SOX4	MA0867.3	C_SOX4	19272	0.4152	742	0.3393	587	0.0359	7.71959E-73	False
SOX8_MA0868.3	SOX8	MA0868.3	C_SOX8	14385	0.35891	355	0.2705	286	0.08559	3.62752E-103	False
SOX9_MA0077.2	SOX9	MA0077.2	C_Sox5	8784	0.38638	260	0.3029	227	0.06393	3.51270E-81	False
SP3_MA0746.3	SP3	MA0746.3	C_KLF16	34377	1.15625	12183	1.08942	11267	-0.08499	2.89620E-118	False
SP5_MA1965.2	SP5	MA1965.2	C_SP5	108060	0.66705	12525	0.61782	11212	-0.06226	6.72540E-135	True
SP8_MA0747.2	SP8	MA0747.2	C_SP8	29498	0.92368	7106	0.86597	6473	-0.08279	7.49066E-122	False
SP9_MA1564.2	SP9	MA1564.2	C_KLF16	31674	1.17612	11234	1.10982	10368	-0.09597	1.20305E-121	False
SPIB_MA0081.3	SPIB	MA0081.3	C_Spi1	31076	0.55752	2632	0.47627	2202	0.02155	1.49926E-59	False
SPIC_MA0687.2	SPIC	MA0687.2	C_SPIC	18644	0.47449	1068	0.38851	884	0.04826	9.09825E-86	False
SREBF1_MA0829.3	SREBF1	MA0829.3	C_SREBP	7752	0.5039	643	0.42586	565	0.0287	4.58584E-46	False
SRY_MA0084.2	SRY	MA0084.2	C_SOX8	9576	0.33875	193	0.25103	153	0.08436	4.64244E-94	False
STAT1_MA0137.4	STAT1	MA0137.4	C_Stat4	15227	0.49507	955	0.41983	809	0.02049	1.18641E-49	False
STAT1STAT2_MA0517.2	STAT1::STAT2	MA0517.2	C_STAT1::STAT2	34988	0.42776	1505	0.34328	1129	0.04917	1.16229E-98	False
STAT3_MA0144.3	STAT3	MA0144.3	C_Stat4	17816	0.45822	922	0.37949	800	0.03709	2.76672E-66	False
TAL1TCF3_MA0091.2	TAL1::TCF3	MA0091.2	C_TAL1::TCF3	9117	0.41137	307	0.33269	238	0.04103	1.82928E-57	False
TBR1_MA0802.2	TBR1	MA0802.2	C_TBX4	9993	0.41846	364	0.34471	324	0.0297	6.24165E-49	False
TBX18_MA1565.2	TBX18	MA1565.2	C_TBX4	15128	0.46221	728	0.39291	607	0.00931	1.22561E-22	False
TBX19_MA0804.2	TBX19	MA0804.2	C_TBX19	4915	0.39779	141	0.32005	119	0.03858	6.53386E-47	False
TBX2_MA0688.2	TBX2	MA0688.2	C_TBX4	10791	0.42249	385	0.34704	341	0.03112	2.24872E-55	False
TCF12_MA1648.2	TCF12	MA1648.2	C_ZEB1	16213	0.57915	1264	0.51017	1095	-0.01116	3.53668E-27	False
TCF21_MA1568.2	TCF21	MA1568.2	C_OLIG1	4076	0.38591	120	0.30149	87	0.0654	1.85733E-60	False
TCF4_MA0830.3	TCF4	MA0830.3	C_ZEB1	21446	0.54246	1451	0.47372	1240	-0.00577	1.52920E-14	False
TCF7_MA0769.3	TCF7	MA0769.3	C_TCF7L2	13268	0.41472	480	0.32518	364	0.06869	3.21710E-100	False
TCF7L2_MA0523.2	TCF7L2	MA0523.2	C_TCF7L2	15919	0.40455	549	0.31992	401	0.05936	3.83156E-91	False
TCFL5_MA0632.3	TCFL5	MA0632.3	C_TCFL5	4800	1.23741	1799	1.15937	1677	-0.09109	6.45468E-81	False
TEAD1_MA0090.4	TEAD1	MA0090.4	C_TEAD4	11841	0.37482	307	0.29892	273	0.04148	5.40055E-63	False
TEAD2_MA1121.2	TEAD2	MA1121.2	C_TEAD4	5113	0.39931	171	0.32284	140	0.03398	2.63482E-47	False
TEAD4_MA0809.3	TEAD4	MA0809.3	C_TEAD4	11614	0.36633	276	0.28866	235	0.04788	6.62262E-75	False
TFAP2A_MA0810.2	TFAP2A	MA0810.2	C_TFAP2A	18847	0.83198	3088	0.78395	2828	-0.08364	2.82407E-110	False
TFAP2A_MA0003.5	TFAP2A	MA0003.5	C_TFAP2C	18437	0.69075	2168	0.63542	1984	-0.04812	3.51175E-81	False
TFAP2B_MA0811.2	TFAP2B	MA0811.2	C_TFAP2A	14952	0.76568	2094	0.70823	1863	-0.05373	7.83285E-82	False
TFAP2B_MA0812.2	TFAP2B	MA0812.2	C_TFAP2C	11228	0.77679	1659	0.72749	1541	-0.07245	1.21894E-91	False
TFAP2C_MA0524.3	TFAP2C	MA0524.3	C_TFAP2A	14974	0.76163	2050	0.70576	1831	-0.0572	3.20745E-84	False
TFAP2C_MA0814.3	TFAP2C	MA0814.3	C_TFAP2C	25557	0.64302	2713	0.58803	2460	-0.04437	2.07317E-89	False
TFAP2E_MA1569.2	TFAP2E	MA1569.2	C_TFAP2C	16440	0.79687	2457	0.75313	2310	-0.08592	1.31139E-108	False
TFAP4ETV1_MA1966.2	TFAP4::ETV1	MA1966.2	C_ETV5::FIGLA	14183	0.73639	2083	0.66456	1809	-0.02776	8.58802E-52	False
TFAP4FLI1_MA1967.2	TFAP4::FLI1	MA1967.2	C_TFAP4::FLI1	14647	0.58488	1333	0.51302	1114	-0.01072	6.31542E-22	False
TFCP2_MA1968.2	TFCP2	MA1968.2	C_TFCP2	3996	0.48387	215	0.40759	183	0.02522	2.88989E-26	False
TFDP1_MA1122.2	TFDP1	MA1122.2	C_UGA3	10330	1.02006	2651	0.96393	2428	-0.10999	6.20533E-106	True
TFEB_MA0692.2	TFEB	MA0692.2	C_ARNT2	6746	0.68899	1097	0.6019	971	0.01988	3.90674E-31	False
TFEC_MA0871.3	TFEC	MA0871.3	C_ARNT2	5514	0.87297	1290	0.78294	1165	-0.00475	1.10097E-03	False
THAP1_MA0597.3	THAP1	MA0597.3	C_THAP1	19809	0.55441	1356	0.48961	1152	-0.01028	9.25674E-33	False
THRA_MA1969.2	THRA	MA1969.2	C_THRA	15901	0.48335	857	0.41616	739	0.00514	2.79742E-10	False
THRB_MA1574.2	THRB	MA1574.2	C_PPARD	10900	0.53932	749	0.46997	683	0.00477	7.71557E-07	False
THRB_MA1575.2	THRB	MA1575.2	C_THRB	6056	0.54874	395	0.48574	347	-0.01293	2.70132E-18	False
THRB_MA1576.2	THRB	MA1576.2	C_THRB	11162	0.49921	678	0.43049	577	0.00521	9.85924E-15	False
TLX2_MA1577.2	TLX2	MA1577.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
TP73_MA0861.2	TP73	MA0861.2	C_TP73	4812	0.50038	346	0.42429	300	0.02117	1.29099E-32	False
TRPS1_MA1970.2	TRPS1	MA1970.2	C_GLN3	9740	0.36177	215	0.26643	165	0.10596	8.72068E-100	False
TWIST1_MA1123.3	TWIST1	MA1123.3	C_Ptf1A	11417	0.4368	440	0.36113	360	0.02922	9.08804E-55	False
UNCX_MA0721.2	UNCX	MA0721.2	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
USF1_MA0093.4	USF1	MA0093.4	C_cyc	7706	0.58562	897	0.50546	790	0.01794	3.88381E-27	False
USF2_MA0526.5	USF2	MA0526.5	C_cyc	3312	0.95834	938	0.87777	850	-0.04667	5.81346E-48	False
VAX1_MA0722.2	VAX1	MA0722.2	C_Ubx	5545	0.31182	83	0.23063	50	0.07751	1.81638E-79	False
VAX2_MA0723.3	VAX2	MA0723.3	C_Ubx	7150	0.31326	102	0.22723	64	0.09264	1.11569E-89	False
VEZF1_MA1578.2	VEZF1	MA1578.2	C_Macho-1	29710	0.70227	3521	0.68654	3237	-0.15208	1.06101E-145	True
VSX1_MA0725.2	VSX1	MA0725.2	C_Ubx	5546	0.31208	83	0.23067	50	0.07807	3.76652E-79	False
VSX2_MA0726.2	VSX2	MA0726.2	C_Ubx	5546	0.31208	83	0.23067	50	0.07807	3.76652E-79	False
XBP1_MA0844.2	XBP1	MA0844.2	C_CREB3	3243	0.90921	757	0.82759	678	-0.04735	5.48723E-45	False
YY2_MA0748.3	YY2	MA0748.3	C_YY2	5744	0.95251	1555	0.89042	1410	-0.07712	2.00044E-75	False
ZBED1_MA0749.2	ZBED1	MA0749.2	C_ZBED1	955	0.81788	200	0.74829	168	-0.06096	9.09853E-35	False
ZBED2_MA1971.2	ZBED2	MA1971.2	C_che-1	2330	0.67974	286	0.62826	246	-0.08997	2.26029E-63	False
ZBTB12_MA1649.2	ZBTB12	MA1649.2	C_ZBTB12	7922	0.50951	488	0.44556	428	-0.00183	7.77699E-03	False
ZBTB14_MA1650.2	ZBTB14	MA1650.2	C_ZBTB14	8286	1.16924	2694	1.10926	2468	-0.10767	4.58147E-98	True
ZBTB18_MA0698.2	ZBTB18	MA0698.2	C_ZBTB18	16021	0.40685	518	0.33085	432	0.03829	3.19077E-74	False
ZBTB26_MA1579.2	ZBTB26	MA1579.2	C_ZBTB26	15268	0.46007	725	0.38774	610	0.01885	9.57193E-41	False
ZBTB33_MA0527.2	ZBTB33	MA0527.2	C_ZBTB33	2770	1.20706	993	1.12963	914	-0.08923	9.15979E-71	False
ZBTB6_MA1581.2	ZBTB6	MA1581.2	C_ZBTB6	17751	0.5506	1329	0.48382	1142	-0.01051	1.91153E-24	False
ZBTB7A_MA0750.3	ZBTB7A	MA0750.3	C_ELK4	13913	0.97074	3763	0.88528	3277	-0.03779	7.59077E-68	False
ZBTB7B_MA0694.2	ZBTB7B	MA0694.2	C_ZBTB7B	7462	0.71107	853	0.66017	786	-0.07409	1.00566E-83	False
ZBTB7C_MA0695.2	ZBTB7C	MA0695.2	C_ZBTB7B	7596	0.60933	584	0.56779	534	-0.07732	1.11631E-86	False
ZEB1_MA0103.4	ZEB1	MA0103.4	C_ZEB1	53238	0.51542	3235	0.44738	2795	0.00118	1.35217E-03	False
ZFP42_MA1651.2	ZFP42	MA1651.2	C_ZFP42	12609	0.65036	1921	0.56504	1655	0.02133	1.13530E-46	False
ZFP57_MA1583.2	ZFP57	MA1583.2	C_ZFP57	3425	0.81368	572	0.74702	497	-0.06368	5.05369E-64	False
ZIC4_MA0751.2	ZIC4	MA0751.2	C_ZIC5	11617	0.77766	1684	0.71913	1482	-0.06323	1.39186E-85	False
ZIC5_MA1584.2	ZIC5	MA1584.2	C_ZIC5	11992	0.83268	2034	0.78072	1801	-0.08814	2.19143E-94	False
ZIM3_MA1709.2	ZIM3	MA1709.2	C_ZIM3	25760	0.39023	831	0.30824	634	0.05259	3.26419E-95	False
ZKSCAN1_MA1585.2	ZKSCAN1	MA1585.2	C_ZKSCAN1	5718	0.48887	344	0.40315	301	0.04908	6.92795E-60	False
ZKSCAN3_MA1973.2	ZKSCAN3	MA1973.2	C_ZKSCAN3	11304	0.60714	1002	0.54791	902	-0.03034	1.57561E-57	False
ZKSCAN5_MA1652.2	ZKSCAN5	MA1652.2	C_ZKSCAN5	29323	0.59641	2782	0.54944	2449	-0.06454	2.51912E-104	False
ZNF140_MA1589.2	ZNF140	MA1589.2	C_ZNF140	13373	0.48786	848	0.40742	717	0.04082	6.94789E-71	False
ZNF148_MA1653.2	ZNF148	MA1653.2	C_PATZ1	54479	0.98329	13725	0.92774	12507	-0.09325	1.25835E-133	True
ZNF16_MA1654.2	ZNF16	MA1654.2	C_ZNF16	16610	0.5508	1223	0.48236	1038	-0.00758	1.51281E-20	False
ZNF189_MA1725.2	ZNF189	MA1725.2	C_ZNF189	15632	0.51342	1007	0.44109	884	0.02105	9.35303E-46	False
ZNF211_MA1974.2	ZNF211	MA1974.2	C_ZNF211	8047	0.36023	186	0.26691	143	0.09938	1.69634E-93	False
ZNF214_MA1975.2	ZNF214	MA1975.2	C_ZNF214	10262	0.39032	306	0.30979	216	0.04998	9.67725E-75	False
ZNF257_MA1710.2	ZNF257	MA1710.2	C_ZNF257	35799	0.59748	3282	0.54473	2963	-0.04702	1.31193E-100	False
ZNF263_MA0528.3	ZNF263	MA0528.3	C_SP5	23105	0.69262	2845	0.62863	2490	-0.03598	8.73833E-75	False
ZNF274_MA1592.2	ZNF274	MA1592.2	C_ZNF274	10025	0.456	446	0.3779	373	0.03594	1.27581E-53	False
ZNF281_MA1630.3	ZNF281	MA1630.3	C_PATZ1	56696	0.85167	10957	0.80662	9957	-0.10111	1.32671E-136	True
ZNF282_MA1154.2	ZNF282	MA1154.2	C_ZNF282	10767	0.5115	630	0.43478	554	0.02274	1.09186E-39	False
ZNF317_MA1593.2	ZNF317	MA1593.2	C_ZNF317	17095	0.4708	846	0.39402	695	0.02176	1.02237E-58	False
ZNF320_MA1976.2	ZNF320	MA1976.2	C_ZNF320	30128	0.7304	3785	0.68418	3373	-0.08069	6.80811E-119	False
ZNF324_MA1977.2	ZNF324	MA1977.2	C_ZNF324	13415	0.45511	632	0.3778	522	0.03037	9.77468E-57	False
ZNF331_MA1726.2	ZNF331	MA1726.2	C_ZNF331	19502	0.63237	1957	0.56269	1660	-0.01666	5.57510E-43	False
ZNF341_MA1655.2	ZNF341	MA1655.2	C_ZNF341	12055	0.54384	923	0.47153	801	0.00845	2.13608E-08	False
ZNF343_MA1711.2	ZNF343	MA1711.2	C_ZNF343	11771	0.77714	1808	0.7131	1584	-0.05839	8.84441E-83	False
ZNF354A_MA1978.2	ZNF354A	MA1978.2	C_ZNF354A	46219	0.29785	521	0.21283	355	0.09014	2.78566E-124	False
ZNF384_MA1125.2	ZNF384	MA1125.2	C_ZNF384	43366	0.32803	865	0.25364	664	0.04645	5.87704E-102	False
ZNF410_MA0752.2	ZNF410	MA0752.2	C_ZNF410	7755	0.38581	242	0.29492	201	0.08824	1.59392E-92	False
ZNF416_MA1979.2	ZNF416	MA1979.2	C_ZNF416	17604	0.48133	937	0.41631	794	-0.00908	1.46690E-22	False
ZNF417_MA1727.2	ZNF417	MA1727.2	C_E2FA	6424	0.99352	1582	0.9194	1372	-0.06886	8.80846E-77	False
ZNF449_MA1656.2	ZNF449	MA1656.2	C_ZNF449	15134	0.60985	1487	0.54145	1284	-0.01589	3.51278E-35	False
ZNF454_MA1712.2	ZNF454	MA1712.2	C_ZNF454	29903	0.838	4746	0.79329	4305	-0.09725	7.09468E-125	False
ZNF530_MA1981.2	ZNF530	MA1981.2	C_ZNF530	36547	0.70116	4550	0.65711	4122	-0.07807	2.76010E-121	False
ZNF549_MA1728.2	ZNF549	MA1728.2	C_ZNF549	20444	0.58672	1627	0.53064	1433	-0.03929	1.93807E-74	False
ZNF574_MA1982.2	ZNF574	MA1982.2	C_ZNF574	13929	0.7189	1876	0.6684	1694	-0.0675	2.00015E-91	False
ZNF582_MA1983.2	ZNF582	MA1983.2	C_ZNF582	13988	0.42105	491	0.33726	403	0.0534	6.79199E-80	False
ZNF610_MA1713.2	ZNF610	MA1713.2	C_ZNF610	21839	1.02827	5443	0.97686	4848	-0.11802	2.52675E-126	True
ZNF652_MA1657.2	ZNF652	MA1657.2	C_ZNF652	11650	0.38231	355	0.29804	274	0.06383	6.57677E-87	False
ZNF667_MA1984.2	ZNF667	MA1984.2	C_ZNF667	10129	0.43038	407	0.3508	326	0.03884	6.73381E-64	False
ZNF675_MA1714.2	ZNF675	MA1714.2	C_ZNF675	14866	0.45397	692	0.37738	583	0.02988	1.30433E-63	False
ZNF680_MA1729.2	ZNF680	MA1729.2	C_ZNF680	20122	0.37806	531	0.29784	436	0.05564	7.19371E-98	False
ZNF682_MA1599.2	ZNF682	MA1599.2	C_ZNF682	20705	0.73838	2990	0.70551	2742	-0.11039	1.19658E-120	True
ZNF684_MA1600.2	ZNF684	MA1600.2	C_ZNF684	14236	0.56688	1170	0.50106	993	-0.01315	5.86659E-28	False
ZNF692_MA1986.2	ZNF692	MA1986.2	C_ZNF692	11878	0.67853	1322	0.61869	1188	-0.03326	3.39302E-56	False
ZNF701_MA1987.2	ZNF701	MA1987.2	C_ZNF701	28487	0.65435	3064	0.58682	2662	-0.01587	2.55890E-49	False
ZNF708_MA1730.2	ZNF708	MA1730.2	C_ZNF708	16250	0.56466	1282	0.49522	1075	-0.00532	2.85113E-10	False
ZNF740_MA0753.3	ZNF740	MA0753.3	C_ZNF740	17709	0.72864	2411	0.69635	2250	-0.11779	3.11919E-121	True
ZNF76_MA1716.2	ZNF76	MA1716.2	C_ZNF76	12677	0.73322	2144	0.66173	1986	-0.01033	4.30708E-20	False
ZNF768_MA1731.2	ZNF768	MA1731.2	C_ZNF768	24716	0.51239	1499	0.44201	1281	0.00057	9.12488E-01	False
ZNF784_MA1717.2	ZNF784	MA1717.2	C_MYB55	4862	0.55308	350	0.47317	311	0.02128	1.36691E-30	False
ZNF816_MA1719.2	ZNF816	MA1719.2	C_ZNF816	16792	0.58671	1323	0.52894	1145	-0.03443	2.71297E-64	False
ZNF85_MA1720.2	ZNF85	MA1720.2	C_ZNF85	11373	0.39107	346	0.30391	263	0.06791	1.42331E-89	False
ZNF93_MA1721.2	ZNF93	MA1721.2	C_ZNF93	30363	0.93527	6499	0.88143	5701	-0.10394	7.55773E-135	True
ZSCAN29_MA1602.2	ZSCAN29	MA1602.2	C_ZSCAN29	4137	0.57929	350	0.48909	311	0.05113	2.20110E-61	False
ZSCAN31_MA1722.2	ZSCAN31	MA1722.2	C_ZSCAN31	7327	0.52932	525	0.44609	442	0.03809	1.14070E-51	False
Spz1_MA0111.1	Spz1	MA0111.1	C_Spz1	9664	0.48386	544	0.41632	469	0.00597	3.93139E-08	False
Sox7_MA2095.1	Sox7	MA2095.1	C_Sox6	13432	0.39678	461	0.31731	390	0.05087	8.91126E-77	False
Ebf4_MA2122.1	Ebf4	MA2122.1	C_EBF1	16345	0.56869	1147	0.51075	1044	-0.02556	3.05488E-48	False
Hand1_MA2123.1	Hand1	MA2123.1	C_Hand1	15788	0.53428	933	0.47246	835	-0.01558	4.07695E-41	False
Hmga1_MA2124.1	Hmga1	MA2124.1	C_Hmga1	30138	0.29464	300	0.21056	238	0.08967	3.74585E-115	False
Zfp809_MA2125.1	Zfp809	MA2125.1	C_Zfp809	29073	0.50436	1897	0.44596	1631	-0.02614	5.44480E-66	False
Zfp961_MA2126.1	Zfp961	MA2126.1	C_Zfp961	6281	0.79152	1006	0.72359	875	-0.04986	1.16790E-57	False
Nr1h3_MA2337.1	Nr1h3	MA2337.1	C_Nr1h3	27080	0.42997	1031	0.36485	876	0.00636	4.58108E-14	False
Ppara_MA2338.1	Ppara	MA2338.1	C_NR2F2	6292	0.41179	204	0.34734	179	0.00541	1.02801E-03	False
Nanog_MA2339.1	Nanog	MA2339.1	C_pag-3	3918	0.41186	131	0.33212	115	0.0448	7.50022E-50	False
Zbtb2_MA2340.1	Zbtb2	MA2340.1	C_ELK4	8041	1.11809	2806	1.02772	2477	-0.05108	2.16019E-66	False
AhrArnt_MA0006.2	Ahr::Arnt	MA0006.2	C_VOZ2	62237	0.84621	11875	0.78272	10589	-0.06316	7.47930E-120	False
Alx1_MA0854.2	Alx1	MA0854.2	C_Ubx	5099	0.30061	56	0.21741	46	0.09059	2.95150E-84	False
