"","output_prefix","name","motif_id","cluster","total_tfbs","CD4_Good_mean_score","CD4_Good_bound","CD4_Poor_mean_score","CD4_Poor_bound","CD4_Good_CD4_Poor_change","CD4_Good_CD4_Poor_pvalue","CD4_Good_CD4_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"403","HOXC11_MA0651.3","HOXC11","MA0651.3","C_HOXC10",4008,0.42591,179,0.32728,134,0.09996,6.84154e-82,"False","Up_CD4_Good",81.1648461295338,5,"Capped"
"404","HOXC12_MA0906.2","HOXC12","MA0906.2","C_HOXC10",5791,0.38681,173,0.29925,130,0.07537,4.47882e-76,"False","Up_CD4_Good",75.3488363911337,5,"Capped"
"405","HOXC13_MA0907.2","HOXC13","MA0907.2","C_HOXC13",8008,0.37042,216,0.28683,158,0.06168,3.58881e-75,"False","Up_CD4_Good",74.4450495336244,5,"Capped"
"406","HOXC4_MA1504.2","HOXC4","MA1504.2","C_eve",14586,0.35587,331,0.26716,255,0.08693,3.11312e-105,"False","Up_CD4_Good",104.506804138446,5,"Capped"
"407","HOXC8_MA1505.2","HOXC8","MA1505.2","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"408","HOXC9_MA0485.3","HOXC9","MA0485.3","C_HOXC10",5005,0.39167,152,0.30211,118,0.08224,1.15073e-76,"False","Up_CD4_Good",75.9390265645245,5,"Capped"
"409","HOXD10_MA1506.2","HOXD10","MA1506.2","C_HOXC10",5694,0.40944,209,0.32255,161,0.06997,8.43984e-74,"False","Up_CD4_Good",73.0736657865231,5,"Capped"
"410","HOXD11_MA0908.2","HOXD11","MA0908.2","C_HOXC10",6179,0.3729,163,0.28536,124,0.08138,9.72412e-78,"False","Up_CD4_Good",77.012149690407,5,"Capped"
"411","HOXD12_MA0873.2","HOXD12","MA0873.2","C_HOXC10",5299,0.40449,179,0.31847,144,0.06548,1.07212e-70,"False","Up_CD4_Good",69.9697566023101,5,"Capped"
"412","HOXD12ELK1_MA1958.2","HOXD12::ELK1","MA1958.2","C_HOXD12::ELK1",7159,0.49361,510,0.39703,390,0.06608,5.8797e-76,"False","Up_CD4_Good",75.2306448323709,5,"Capped"
"413","HOXD4_MA1507.2","HOXD4","MA1507.2","C_eve",14586,0.35587,331,0.26716,255,0.08693,3.11312e-105,"False","Up_CD4_Good",104.506804138446,5,"Capped"
"414","HOXD8_MA0910.3","HOXD8","MA0910.3","C_HOXB7",4957,0.36019,118,0.26259,85,0.11353,1.06029e-94,"True","Up_CD4_Good",93.9745753345706,5,"Capped"
"415","HOXD9_MA0913.3","HOXD9","MA0913.3","C_HOXA10",14399,0.3514,315,0.25965,246,0.09751,1.62083e-110,"False","Up_CD4_Good",109.790262533537,5,"Capped"
"416","IKZF1_MA1508.2","IKZF1","MA1508.2","C_IKZF1",26147,0.49344,1545,0.41013,1242,0.03448,3.96852e-79,"False","Not Significant",78.4013714266554,5,"Capped"
"417","IRF2_MA0051.2","IRF2","MA0051.2","C_IRF2",14533,0.46599,764,0.37922,593,0.05356,3.32295e-88,"False","Up_CD4_Good",87.4784761934452,5,"Capped"
"418","IRF3_MA1418.2","IRF3","MA1418.2","C_IRF3",22269,0.44258,1046,0.3606,788,0.03949,4.66711e-77,"False","Not Significant",76.3309519630253,5,"Capped"
"419","IRF4_MA1419.2","IRF4","MA1419.2","C_IRF9",8300,0.54176,623,0.45009,500,0.05071,1.88789e-69,"False","Not Significant",68.7240233139494,5,"Capped"
"420","IRF7_MA0772.2","IRF7","MA0772.2","C_IRF7",21052,0.41072,839,0.32638,639,0.05401,2.73768e-87,"False","Up_CD4_Good",86.5626173167411,5,"Capped"
"421","IRF8_MA0652.2","IRF8","MA0652.2","C_IRF9",9220,0.54316,696,0.45043,567,0.05761,1.41457e-73,"False","Up_CD4_Good",72.8493755566117,5,"Capped"
"422","ISL2_MA0914.2","ISL2","MA0914.2","C_Nkx3-2",15043,0.42402,602,0.33599,500,0.0662,2.31444e-95,"False","Up_CD4_Good",94.6355540734712,5,"Capped"
"423","ISX_MA0654.2","ISX","MA0654.2","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"424","JDP2_MA0656.2","JDP2","MA0656.2","C_FOSL2::JUNB",4070,0.85458,988,0.76054,897,0.02372,1.11185e-28,"False","Not Significant",27.9539537995942,5,"Capped"
"425","JUNJUNB_MA1132.2","JUN::JUNB","MA1132.2","C_BACH1",7643,0.48666,483,0.41167,398,0.01413,2.24226e-25,"False","Not Significant",24.6493140304482,5,"Capped"
"426","JUNJUNB_MA1133.2","JUN::JUNB","MA1133.2","C_FOSL2::JUNB",4711,0.80785,1039,0.7147,929,0.02601,4.85081e-31,"False","Not Significant",30.3141857357981,5,"Capped"
"427","KLF1_MA0493.3","KLF1","MA0493.3","C_KLF5",58963,0.94498,14350,0.89689,13175,-0.10114,1.26174e-143,"True","Up_CD4_Poor",142.899030128609,5,"Capped"
"428","KLF11_MA1512.2","KLF11","MA1512.2","C_KLF16",27152,0.98069,7188,0.91609,6570,-0.07171,3.45613e-110,"False","Up_CD4_Poor",109.461409930192,5,"Capped"
"429","KLF13_MA0657.2","KLF13","MA0657.2","C_KLF13",9993,0.946,2552,0.86431,2301,-0.02889,1.33113e-47,"False","Not Significant",46.8757795286533,5,"Capped"
"430","KLF15_MA1513.2","KLF15","MA1513.2","C_KLF5",36222,1.20769,13032,1.16037,12077,-0.14486,2.14045e-141,"True","Up_CD4_Poor",140.669494912645,5,"Capped"
"431","KLF17_MA1514.2","KLF17","MA1514.2","C_KLF17",19330,0.6939,2302,0.64434,2027,-0.06427,3.20172e-101,"False","Up_CD4_Poor",100.494616651109,5,"Capped"
"432","KLF2_MA1515.2","KLF2","MA1515.2","C_KLF5",45107,0.98743,12038,0.94075,11110,-0.1127,3.20016e-138,"True","Up_CD4_Poor",137.494828307499,5,"Capped"
"433","KLF3_MA1516.2","KLF3","MA1516.2","C_KLF3",23664,1.03036,6717,0.97733,6198,-0.09806,1.43376e-119,"False","Up_CD4_Poor",118.84352354002,5,"Capped"
"434","KLF4_MA0039.5","KLF4","MA0039.5","C_KLF5",45833,0.95409,11450,0.90409,10574,-0.09864,2.14768e-135,"True","Up_CD4_Poor",134.668030427156,5,"Capped"
"435","KLF6_MA1517.2","KLF6","MA1517.2","C_KLF9",16999,0.85939,3545,0.79664,3235,-0.05357,3.86666e-88,"False","Up_CD4_Poor",87.412664014277,5,"Capped"
"436","KLF7_MA1959.2","KLF7","MA1959.2","C_KLF5",50945,1.06558,15222,1.01623,14087,-0.12242,5.58149e-148,"True","Up_CD4_Poor",147.25324984902,5,"Capped"
"437","KLF9_MA1107.3","KLF9","MA1107.3","C_KLF9",31706,0.76928,5483,0.71054,4955,-0.05761,2.09428e-102,"False","Up_CD4_Poor",101.678965254689,5,"Capped"
"438","LBX1_MA0618.2","LBX1","MA0618.2","C_PRRX2",5499,0.3759,190,0.29051,164,0.07855,6.95075e-75,"False","Up_CD4_Good",74.1579683316275,5,"Capped"
"439","LBX2_MA0699.2","LBX2","MA0699.2","C_B-H2",11888,0.36016,312,0.26522,282,0.10845,1.08064e-107,"True","Up_CD4_Good",106.966318961045,5,"Capped"
"440","LHX2_MA0700.3","LHX2","MA0700.3","C_B-H2",11888,0.36016,312,0.26522,282,0.10845,1.08064e-107,"True","Up_CD4_Good",106.966318961045,5,"Capped"
"441","LHX5_MA1519.2","LHX5","MA1519.2","C_Ubx",4623,0.32952,85,0.24491,50,0.07799,2.27213e-73,"False","Up_CD4_Good",72.6435668240757,5,"Capped"
"442","LHX6_MA0658.2","LHX6","MA0658.2","C_Ubx",5027,0.33748,109,0.25393,74,0.07373,1.48388e-73,"False","Up_CD4_Good",72.8286012186291,5,"Capped"
"443","LHX9_MA0701.3","LHX9","MA0701.3","C_PRRX2",5499,0.3759,190,0.29051,164,0.07855,6.95075e-75,"False","Up_CD4_Good",74.1579683316275,5,"Capped"
"444","LMX1A_MA0702.3","LMX1A","MA0702.3","C_Ubx",5545,0.31182,83,0.23063,50,0.07751,1.81638e-79,"False","Up_CD4_Good",78.740793288723,5,"Capped"
"445","LMX1B_MA0703.3","LMX1B","MA0703.3","C_Ubx",5757,0.31706,91,0.23357,57,0.08271,6.20923e-83,"False","Up_CD4_Good",82.2069622528806,5,"Capped"
"446","MAF_MA1520.2","MAF","MA1520.2","C_MAFA",6927,0.50862,468,0.42687,392,0.03669,9.74064e-49,"False","Not Significant",48.0114125072552,5,"Capped"
"447","MAFNFE2_MA0501.2","MAF::NFE2","MA0501.2","C_MAFG::NFE2L1",10496,0.46256,519,0.38266,452,0.03018,6.8974e-48,"False","Not Significant",47.1613145872987,5,"Capped"
"448","NFE2_MA0841.2","NFE2","MA0841.2","C_BACH1",6207,0.40468,222,0.32464,171,0.04438,3.2409e-59,"False","Not Significant",58.4893343691894,5,"Capped"
"449","MAFA_MA1521.2","MAFA","MA1521.2","C_MAFA",6772,0.59783,653,0.51825,560,0.01634,1.03935e-22,"False","Not Significant",21.9832381796109,5,"Capped"
"450","MAFF_MA0495.4","MAFF","MA0495.4","C_MAFF",13194,0.37875,385,0.29563,290,0.05813,1.45672e-86,"False","Up_CD4_Good",85.8366239170982,5,"Capped"
"451","MAFGNFE2L1_MA0089.3","MAFG::NFE2L1","MA0089.3","C_MAFG::NFE2L1",10112,0.45518,484,0.37455,417,0.03619,6.70262e-58,"False","Not Significant",57.1737554019074,5,"Capped"
"452","MAXMYC_MA0059.2","MAX::MYC","MA0059.2","C_MAX::MYC",5763,0.62395,660,0.54707,568,0.00647,2.59791e-06,"False","Not Significant",5.58537589836707,5,"Capped"
"453","MYC_MA0147.4","MYC","MA0147.4","C_ARNT::HIF1A",5349,0.79541,972,0.71724,870,-0.01762,1.38449e-22,"False","Not Significant",21.8587101767624,5,"Capped"
"454","MAZ_MA1522.2","MAZ","MA1522.2","C_PATZ1",30084,0.79511,4845,0.74326,4320,-0.07476,7.16716e-110,"False","Up_CD4_Poor",109.144652900213,5,"Capped"
"455","MEF2A_MA0052.5","MEF2A","MA0052.5","C_MEF2D",27775,0.3135,422,0.23187,328,0.07433,5.70945e-114,"False","Up_CD4_Good",113.243405725987,5,"Capped"
"456","MEF2C_MA0497.2","MEF2C","MA0497.2","C_MEF2D",28254,0.32924,513,0.24794,404,0.07004,4.82243e-107,"False","Up_CD4_Good",106.316734067641,5,"Capped"
"457","MEIS1_MA0498.3","MEIS1","MA0498.3","C_MEIS1",86018,0.45521,4353,0.37634,3626,0.03348,3.69621e-102,"False","Not Significant",101.43224336233,5,"Capped"
"458","MEIS1_MA1639.2","MEIS1","MA1639.2","C_PBX2",9642,0.35664,227,0.27251,182,0.07126,1.07711e-79,"False","Up_CD4_Good",78.9677399420562,5,"Capped"
"459","MEIS2_MA1640.2","MEIS2","MA1640.2","C_PBX2",14035,0.33025,235,0.23653,169,0.10851,9.05325e-114,"True","Up_CD4_Good",113.043195486686,5,"Capped"
"460","MEIS3_MA0775.2","MEIS3","MA0775.2","C_MEIS1",4661,0.48935,285,0.40332,264,0.06022,8.4952e-61,"False","Up_CD4_Good",60.0708263922071,5,"Capped"
"461","MEOX1_MA0661.2","MEOX1","MA0661.2","C_Ubx",4622,0.32932,85,0.2449,50,0.07766,7.85964e-73,"False","Up_CD4_Good",72.1045973457665,5,"Capped"
"462","MEOX2_MA0706.2","MEOX2","MA0706.2","C_Ubx",7401,0.34322,160,0.2574,105,0.07629,8.04535e-86,"False","Up_CD4_Good",85.0944550578717,5,"Capped"
"463","MGAEVX1_MA1960.2","MGA::EVX1","MA1960.2","C_MGA::EVX1",9484,0.38189,266,0.30114,203,0.05077,1.77979e-67,"False","Not Significant",66.7496312377032,5,"Capped"
"464","MITF_MA0620.4","MITF","MA0620.4","C_cyc",4221,0.78014,878,0.6891,788,0.01972,6.50783e-21,"False","Not Significant",20.1865638003919,5,"Capped"
"465","MIXL1_MA0662.2","MIXL1","MA0662.2","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"466","MLXIPL_MA0664.2","MLXIPL","MA0664.2","C_ARNT2",4265,0.9009,1040,0.81151,918,-0.02423,9.96708e-33,"False","Not Significant",32.0014320558939,5,"Capped"
"467","MNT_MA0825.2","MNT","MA0825.2","C_ARNT::HIF1A",8295,0.81743,1641,0.73607,1470,-0.01967,9.19943e-31,"False","Not Significant",30.0362390808635,5,"Capped"
"468","MNX1_MA0707.3","MNX1","MA0707.3","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"469","MSANTD3_MA1523.2","MSANTD3","MA1523.2","C_MSANTD3",9530,0.55753,737,0.4958,605,-0.02099,7.9816e-40,"False","Not Significant",39.0979100407897,5,"Capped"
"470","MSX1_MA0666.3","MSX1","MA0666.3","C_B-H2",11888,0.36016,312,0.26522,282,0.10845,1.08064e-107,"True","Up_CD4_Good",106.966318961045,5,"Capped"
"471","MSX2_MA0708.3","MSX2","MA0708.3","C_B-H2",11888,0.36016,312,0.26522,282,0.10845,1.08064e-107,"True","Up_CD4_Good",106.966318961045,5,"Capped"
"472","MXI1_MA1108.3","MXI1","MA1108.3","C_MXI1",27410,0.40438,934,0.32572,785,0.04382,1.00192e-85,"False","Not Significant",84.9991669540632,5,"Capped"
"473","MYB_MA0100.4","MYB","MA0100.4","C_MYB",18888,0.46787,998,0.38947,833,0.02842,4.71002e-65,"False","Not Significant",64.3269772487371,5,"Capped"
"474","MYCN_MA0104.5","MYCN","MA0104.5","C_ARNT::HIF1A",3323,0.75821,544,0.68266,483,-0.01049,2.88492e-12,"False","Not Significant",11.5398662255031,5,"Capped"
"475","MYF5_MA1641.2","MYF5","MA1641.2","C_MBD2",8494,0.50468,515,0.43761,430,-0.01138,4.87021e-21,"False","Not Significant",20.3124523119117,5,"Capped"
"476","MYOD1_MA0499.3","MYOD1","MA0499.3","C_MYOD1",17718,0.5046,998,0.44091,868,-0.01207,9.44371e-34,"False","Not Significant",33.0248573578209,5,"Capped"
"477","MYOG_MA0500.3","MYOG","MA0500.3","C_MBD2",15519,0.56384,1236,0.50731,1043,-0.0478,1.17256e-76,"False","Not Significant",75.9308649251568,5,"Capped"
"478","MZF1_MA0056.3","MZF1","MA0056.3","C_MZF1",9700,0.53694,669,0.46728,588,7e-04,0.112177,"False","Not Significant",0.950096178703997,0.950096178703997,"Not Capped"
"479","NEUROD1_MA1109.2","NEUROD1","MA1109.2","C_lin-32",15561,0.44298,623,0.36913,526,0.02277,1.47979e-54,"False","Not Significant",53.829799911843,5,"Capped"
"480","NEUROG2_MA1642.2","NEUROG2","MA1642.2","C_lin-32",9404,0.4383,366,0.36478,294,0.02151,7.37446e-36,"False","Not Significant",35.1322697757032,5,"Capped"
"481","NFATC3_MA0625.3","NFATC3","MA0625.3","C_Nfatc2",39601,0.4111,1459,0.33112,1194,0.04624,2.28121e-94,"False","Not Significant",93.6418347332927,5,"Capped"
"482","NFATC4_MA1525.3","NFATC4","MA1525.3","C_Nfatc2",13253,0.44318,672,0.35335,561,0.07243,1.91975e-91,"False","Up_CD4_Good",90.716755323739,5,"Capped"
"483","NFIA_MA0670.2","NFIA","MA0670.2","C_NFIA",22314,0.44455,1018,0.36523,840,0.03482,1.04321e-69,"False","Not Significant",68.9816282585332,5,"Capped"
"484","NFIB_MA1643.2","NFIB","MA1643.2","C_NFIB",14230,0.52333,957,0.46367,829,-0.02244,1.40886e-44,"False","Not Significant",43.8511321610768,5,"Capped"
"485","NFIC_MA0161.3","NFIC","MA0161.3","C_NFIA",8057,0.45379,366,0.37998,290,0.01445,5.29712e-19,"False","Not Significant",18.2759601885242,5,"Capped"
"486","NFIC_MA1527.2","NFIC","MA1527.2","C_NFIB",7746,0.54129,586,0.47041,501,-0.00043,0.692247,"False","Not Significant",0.159738917686063,0.159738917686063,"Not Capped"
"487","NFIL3_MA0025.3","NFIL3","MA0025.3","C_NFIL3",10074,0.35571,300,0.26308,252,0.09668,1.19916e-100,"False","Up_CD4_Good",99.9211228665415,5,"Capped"
"488","NFIX_MA0671.2","NFIX","MA0671.2","C_NFIA",22314,0.44455,1018,0.36523,840,0.03482,1.04321e-69,"False","Not Significant",68.9816282585332,5,"Capped"
"489","NFIX_MA1528.2","NFIX","MA1528.2","C_NFIB",8424,0.5871,759,0.52531,674,-0.03026,1.00746e-45,"False","Not Significant",44.99677218799,5,"Capped"
"490","NFKB2_MA0778.2","NFKB2","MA0778.2","C_Rel",8637,0.53731,633,0.49154,574,-0.05308,1.18561e-70,"False","Up_CD4_Poor",69.9260581463026,5,"Capped"
"491","NFYA_MA0060.4","NFYA","MA0060.4","C_nfya-1",9201,0.90875,2343,0.81131,2218,0.01124,1.75518e-19,"False","Not Significant",18.7556783384585,5,"Capped"
"492","NFYB_MA0502.3","NFYB","MA0502.3","C_NFYB",10685,0.92753,2722,0.83866,2572,0.00876,1.22722e-11,"False","Not Significant",10.9110775756418,5,"Capped"
"493","NFYC_MA1644.2","NFYC","MA1644.2","C_nfya-1",6928,0.83152,1557,0.7338,1460,0.02206,8.71859e-34,"False","Not Significant",33.059553744968,5,"Capped"
"494","NHLH2_MA1529.2","NHLH2","MA1529.2","C_NHLH2",12560,0.7048,1626,0.64729,1415,-0.06444,2.95309e-92,"False","Up_CD4_Poor",91.529723317035,5,"Capped"
"495","NOTO_MA0710.2","NOTO","MA0710.2","C_Ubx",5546,0.31208,83,0.23067,50,0.07807,3.76652e-79,"False","Up_CD4_Good",78.4240597221471,5,"Capped"
"496","NR1D1_MA1531.2","NR1D1","MA1531.2","C_NR1D1",11773,0.45949,558,0.39875,488,-0.00799,5.35969e-12,"False","Not Significant",11.2708603288115,5,"Capped"
"497","NR1H4RXRA_MA1146.2","NR1H4::RXRA","MA1146.2","C_NR2F1",5357,0.45864,212,0.3855,203,0.03358,3.57916e-45,"False","Not Significant",44.4462188868115,5,"Capped"
"498","NR1I2_MA1533.2","NR1I2","MA1533.2","C_NR1I2",6405,0.55186,436,0.47792,389,0.0098,6.36035e-12,"False","Not Significant",11.1965189851556,5,"Capped"
"499","NR1I3_MA1534.2","NR1I3","MA1534.2","C_NR1I3",12051,0.38479,355,0.29951,275,0.06517,3.91286e-88,"False","Up_CD4_Good",87.4075056906414,5,"Capped"
"500","NR2C1_MA1535.2","NR2C1","MA1535.2","C_Nr1h3",27080,0.42997,1031,0.36485,876,0.00636,4.58108e-14,"False","Not Significant",13.3390321240163,5,"Capped"
"501","NR2C2_MA0504.2","NR2C2","MA0504.2","C_PPARD",18663,0.63516,1829,0.58065,1652,-0.04977,6.28469e-82,"False","Not Significant",81.2017161395548,5,"Capped"
"502","NR2C2_MA1536.2","NR2C2","MA1536.2","C_Nr1h3",27080,0.42997,1031,0.36485,876,0.00636,4.58108e-14,"False","Not Significant",13.3390321240163,5,"Capped"
"503","NR2F1_MA0017.3","NR2F1","MA0017.3","C_NR2F1",13993,0.43501,630,0.37855,550,-0.0144,5.1479e-31,"False","Not Significant",30.2883698980283,5,"Capped"
"504","NR2F1_MA1537.2","NR2F1","MA1537.2","C_PPARD",11296,0.52615,720,0.4538,630,0.01351,7.46526e-25,"False","Not Significant",24.1269550620717,5,"Capped"
"505","NR2F2_MA1111.2","NR2F2","MA1111.2","C_NR2F2",6292,0.41179,204,0.34734,179,0.00541,0.00102801,"False","Not Significant",2.9880026607068,2.9880026607068,"Not Capped"
"506","NR3C1_MA0113.4","NR3C1","MA0113.4","C_Pgr",4108,0.46997,211,0.3897,183,0.0442,5.07389e-56,"False","Not Significant",55.294658952351,5,"Capped"
"507","NR3C2_MA0727.2","NR3C2","MA0727.2","C_Pgr",4531,0.46725,233,0.39115,199,0.03272,3.92957e-41,"False","Not Significant",40.4056549704501,5,"Capped"
"508","NR4A1_MA1112.3","NR4A1","MA1112.3","C_NR4A1",13780,0.41703,481,0.33968,407,0.04145,1.6268e-75,"False","Not Significant",74.7886658362675,5,"Capped"
"509","NR4A2_MA0160.3","NR4A2","MA0160.3","C_NR4A1",11289,0.43253,466,0.35934,397,0.02637,2.10767e-50,"False","Not Significant",49.6761973860582,5,"Capped"
"510","NR4A2RXRA_MA1147.2","NR4A2::RXRA","MA1147.2","C_NR2F1",5108,0.49009,254,0.42342,235,0.00619,0.00464244,"False","Not Significant",2.33325370047721,2.33325370047721,"Not Capped"
"511","NR6A1_MA1541.2","NR6A1","MA1541.2","C_NR6A1",11432,0.41534,398,0.34072,334,0.03265,4.79623e-59,"False","Not Significant",58.3190999987726,5,"Capped"
"512","NRL_MA0842.3","NRL","MA0842.3","C_MAFF",8517,0.42229,382,0.34105,303,0.04538,4.23064e-61,"False","Not Significant",60.3735939287376,5,"Capped"
"513","ONECUT1_MA0679.3","ONECUT1","MA0679.3","C_ONECUT1",12024,0.31961,174,0.2275,136,0.11204,1.69512e-107,"True","Up_CD4_Good",106.770799552037,5,"Capped"
"514","ONECUT3_MA0757.2","ONECUT3","MA0757.2","C_ceh-38",15339,0.30939,208,0.22383,155,0.0889,9.36847e-106,"False","Up_CD4_Good",105.028331329583,5,"Capped"
"515","OSR1_MA1542.2","OSR1","MA1542.2","C_bowl",7505,0.51289,521,0.43624,436,0.01949,3.77649e-29,"False","Not Significant",28.4229116609603,5,"Capped"
"516","OSR2_MA1646.2","OSR2","MA1646.2","C_OSR2",14836,0.51402,997,0.43209,801,0.02815,3.6569e-61,"False","Not Significant",60.436886915528,5,"Capped"
"517","OTX1_MA0711.2","OTX1","MA0711.2","C_Ptx1",20553,0.36429,527,0.29261,432,0.03106,4.22728e-65,"False","Not Significant",64.3739389850956,5,"Capped"
"518","OTX2_MA0712.3","OTX2","MA0712.3","C_Ptx1",11109,0.33785,212,0.2746,177,0.01187,8.92259e-25,"False","Not Significant",24.0495090627272,5,"Capped"
"519","OVOL1_MA1544.2","OVOL1","MA1544.2","C_OVOL2",1338,0.69858,177,0.61643,145,0.00212,0.760475,"False","Not Significant",0.118915058455834,0.118915058455834,"Not Capped"
"520","OVOL2_MA1545.2","OVOL2","MA1545.2","C_OVOL2",659,0.7378,98,0.68684,84,-0.09971,4.07465e-46,"False","Up_CD4_Poor",45.3899096898925,5,"Capped"
"521","PATZ1_MA1961.2","PATZ1","MA1961.2","C_PATZ1",69608,0.98562,17482,0.94635,16008,-0.13448,2.33299e-153,"True","Up_CD4_Poor",152.632087122738,5,"Capped"
"522","PAX2_MA0067.3","PAX2","MA0067.3","C_sv",2940,0.74762,440,0.67106,385,-0.0196,3.75191e-19,"False","Not Significant",18.4257475879295,5,"Capped"
"523","PAX3_MA1546.2","PAX3","MA1546.2","C_PAX3",3099,0.54043,250,0.4445,206,0.06035,6.09392e-59,"False","Up_CD4_Good",58.2151032514239,5,"Capped"
"524","PBX1_MA0070.2","PBX1","MA0070.2","C_PBX1",8876,0.43632,509,0.34472,447,0.0716,7.27138e-84,"False","Up_CD4_Good",83.1383831586719,5,"Capped"
"525","PBX2_MA1113.3","PBX2","MA1113.3","C_PBX2",13695,0.33208,234,0.23747,170,0.11131,1.11964e-113,"True","Up_CD4_Good",112.950921594424,5,"Capped"
"526","PBX3_MA1114.2","PBX3","MA1114.2","C_PBX3",15291,0.52177,1136,0.45023,1033,0.00384,3.19184e-08,"False","Not Significant",7.49595888701388,5,"Capped"
"527","PDX1_MA0132.3","PDX1","MA0132.3","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"528","PHOX2B_MA0681.3","PHOX2B","MA0681.3","C_PHOX2B",21154,0.28839,221,0.19664,164,0.1182,1.21712e-124,"True","Up_CD4_Good",123.914666601089,5,"Capped"
"529","PITX3_MA0714.2","PITX3","MA0714.2","C_Ptx1",20553,0.36429,527,0.29261,432,0.03106,4.22728e-65,"False","Not Significant",64.3739389850956,5,"Capped"
"530","PKNOX1_MA0782.3","PKNOX1","MA0782.3","C_PBX3",12778,0.50209,897,0.4234,807,0.02354,5.8859e-47,"False","Not Significant",46.2301871207306,5,"Capped"
"531","PLAGL2_MA1548.2","PLAGL2","MA1548.2","C_OJ1581_H09.2",9934,0.73773,1173,0.70497,1047,-0.11838,8.67261e-107,"True","Up_CD4_Poor",106.061850183029,5,"Capped"
"532","POU1F1_MA0784.3","POU1F1","MA0784.3","C_POU3F3",15517,0.34253,390,0.24918,316,0.10613,1.05952e-108,"False","Up_CD4_Good",107.974890840928,5,"Capped"
"533","POU2F1_MA0785.2","POU2F1","MA0785.2","C_POU3F3",13495,0.36033,402,0.26175,329,0.12097,3.48438e-118,"True","Up_CD4_Good",117.457874487733,5,"Capped"
"534","POU2F2_MA0507.3","POU2F2","MA0507.3","C_POU3F3",14854,0.35117,405,0.25651,335,0.10902,1.78659e-113,"True","Up_CD4_Good",112.747975101197,5,"Capped"
"535","POU2F3_MA0627.3","POU2F3","MA0627.3","C_POU2F3",15304,0.36454,457,0.27508,367,0.08812,1.61375e-106,"False","Up_CD4_Good",105.792163744726,5,"Capped"
"536","POU3F1_MA0786.2","POU3F1","MA0786.2","C_POU3F3",16591,0.33781,365,0.23959,288,0.12416,4.17322e-119,"True","Up_CD4_Good",118.379528719945,5,"Capped"
"537","POU4F1_MA0790.2","POU4F1","MA0790.2","C_POU4F2",19308,0.3031,202,0.20589,157,0.13554,8.8778e-126,"True","Up_CD4_Good",125.051694643032,5,"Capped"
"538","POU4F2_MA0683.2","POU4F2","MA0683.2","C_POU4F2",17068,0.31297,208,0.22039,175,0.11395,1.05862e-114,"True","Up_CD4_Good",113.97525990535,5,"Capped"
"539","POU4F3_MA0791.2","POU4F3","MA0791.2","C_POU4F2",19819,0.30704,213,0.21275,165,0.12596,1.62412e-127,"True","Up_CD4_Good",126.789381885555,5,"Capped"
"540","POU5F1_MA1115.2","POU5F1","MA1115.2","C_POU2F3",13373,0.37501,419,0.28549,331,0.08853,1.24429e-103,"False","Up_CD4_Good",102.905078389161,5,"Capped"
"541","POU6F1_MA0628.2","POU6F1","MA0628.2","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
"542","POU6F1_MA1549.2","POU6F1","MA1549.2","C_eve",7399,0.36133,171,0.27348,132,0.08588,2.69715e-93,"False","Up_CD4_Good",92.5690948999094,5,"Capped"
"543","POU6F2_MA0793.2","POU6F2","MA0793.2","C_POU6F2",7389,0.3548,187,0.26698,128,0.08392,3.63973e-86,"False","Up_CD4_Good",85.4389308316969,5,"Capped"
"544","PPARARXRA_MA1148.2","PPARA::RXRA","MA1148.2","C_PPARA::RXRA",12478,0.44248,538,0.36607,456,0.03741,1.03316e-67,"False","Not Significant",66.985832416393,5,"Capped"
"545","PPARD_MA1550.2","PPARD","MA1550.2","C_PPARD",12073,0.49943,697,0.42917,612,0.01243,8.30085e-27,"False","Not Significant",26.0808774339602,5,"Capped"
"546","PPARG_MA0066.2","PPARG","MA0066.2","C_PPARG",8867,0.44559,338,0.36646,267,0.03761,6.92633e-56,"False","Not Significant",55.1594968206461,5,"Capped"
"547","PRDM1_MA0508.4","PRDM1","MA0508.4","C_ken",13641,0.48594,782,0.40809,638,0.02571,7.16696e-52,"False","Not Significant",51.1446650193937,5,"Capped"
"548","PRDM9_MA1723.2","PRDM9","MA1723.2","C_PRDM9",53541,0.67269,6185,0.62061,5429,-0.06044,1.21788e-116,"False","Up_CD4_Poor",115.914395501445,5,"Capped"
"549","PRRX1_MA0716.2","PRRX1","MA0716.2","C_Ubx",7150,0.31326,102,0.22723,64,0.09264,1.11569e-89,"False","Up_CD4_Good",88.9524564595128,5,"Capped"
