"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL"
"223","chr20",31605073,31605473,401,"*",4.90803192135559,4.51324024425638,5.21767472830107,-0.604510349737242,0.0132856137891572,0.999789157560756,30.41,15.29,17.7,22.07,28.71,41.81,24.08,33.79,52.88,33.5,"ID1"
"224","chrX",990133,990533,401,"*",4.53194907590356,4.07330224785325,4.87942373581295,-0.705010164311051,0.013397331431516,0.999789157560756,22.41,11.27,13.04,16.27,21.17,33.07,19.05,26.73,41.83,26.5,"CRLF2"
"225","chr5",45765663,45766063,401,"*",3.52085992947255,3.93694727555072,2.93379544045394,1.08827291270856,0.0135383923289655,0.999789157560756,20.39,10.26,11.87,14.81,19.26,8.59,4.95,6.94,10.86,6.88,"HCN1"
"226","chr17",29722632,29723032,401,"*",4.07535553124145,4.39737001367936,3.66017404121554,0.828276917948176,0.0136199280813542,0.999789157560756,28.06,14.11,16.33,20.37,26.5,14.2,8.18,11.48,17.97,11.38,"SSH2"
"227","chr4",176195393,176195793,401,"*",5.15291427121394,4.78141444075362,5.4480748136394,-0.567332054652826,0.0136299012545795,0.999789157560756,36.62,18.42,21.31,26.58,34.58,49.05,28.25,39.64,62.04,39.3,"SPATA4"
"228","chr11",50250894,50251294,401,"*",2.72499251863738,3.32650199414391,1.67418146651793,1.71023525077822,0.0136575731050049,0.999789157560756,13.36,6.72,7.77,9.7,12.61,3.59,2.07,2.9,4.54,2.87,"SEPTIN7P11"
"229","chr14",55579964,55580364,401,"*",5.84347503562435,5.4866988210949,6.12928249610351,-0.543971691701895,0.0137551111722999,0.999789157560756,59.7,30.03,34.75,43.34,56.38,78.65,45.3,63.56,99.47,63.02,"KTN1-AS1"
"230","chr1",31963988,31964388,401,"*",4.18167028866423,4.48910628272858,3.79046740964536,0.79066215401786,0.0139816016806309,0.999789157560756,29.9,15.04,17.4,21.71,28.24,15.55,8.96,12.56,19.66,12.46,"PTP4A2"
"231","chr1",211579106,211579506,401,"*",6.52929450095368,6.16425083516743,6.82037301326861,-0.557957558299392,0.0140887743497178,0.999789157560756,95.49,48.03,55.57,69.33,90.17,126.98,73.14,102.61,160.6,101.74,"SLC30A1"
"232","chr2",4617626,4618026,401,"*",2.90807614450087,3.45578234500854,2.01439836756691,1.50915720466991,0.0140929069037525,0.999789157560756,14.61,7.35,8.5,10.61,13.8,4.54,2.61,3.67,5.74,3.64,"LINC01249"
"233","chr4",108113396,108113796,401,"*",4.35019599183754,4.63220162989561,3.99933493135403,0.725590258561833,0.0141796410786412,0.999789157560756,33.02,16.61,19.22,23.97,31.18,17.97,10.35,14.52,22.73,14.4,"LEF1"
"234","chr7",151381585,151381985,401,"*",4.95156585082529,4.56336279983782,5.25715038058805,-0.593800358742411,0.0141898686968028,0.999789157560756,31.48,15.83,18.32,22.86,29.73,42.97,24.75,34.72,54.35,34.43,"NUB1"
"235","chr3",190513639,190514039,401,"*",6.11341501391955,5.75426253717841,6.40074257023528,-0.548084266902519,0.0141978916114472,0.999789157560756,71.87,36.15,41.83,52.18,67.86,94.93,54.68,76.72,120.07,76.06,"IL1RAP"
"236","chr20",33086148,33086548,401,"*",3.5563755211474,3.97539282491408,2.96342032329587,1.09635110055254,0.0142075993349435,0.999789157560756,20.94,10.53,12.19,15.21,19.78,8.76,5.05,7.08,11.08,7.02,"BPIFB4"
"237","chr6",12654598,12654998,401,"*",3.3823816011349,3.83289441014069,2.72373912999473,1.19065842121182,0.0142453523034338,0.999789157560756,18.97,9.54,11.04,13.77,17.92,7.42,4.28,6,9.39,5.95,"PHACTR1"
"238","chr12",55646139,55646539,401,"*",5.25469835820799,5.46522415558552,5.00811493571856,0.552577468371967,0.0142645138468838,0.999789157560756,58.82,29.58,34.23,42.7,55.54,36.16,20.83,29.22,45.73,28.97,"OR10P1"
"239","chr1",185045188,185045588,401,"*",5.48034257688633,5.1245669840993,5.76550870948909,-0.541989634399216,0.0144298424177728,0.999789157560756,46.45,23.36,27.03,33.72,43.86,61.12,35.21,49.39,77.3,48.97,"RNF2"
"240","chr3",115501321,115501721,401,"*",3.07094162948571,3.58132428196049,2.27401006325557,1.3812229659817,0.0144452246620775,0.999789157560756,15.94,8.02,9.28,11.57,15.05,5.43,3.13,4.39,6.87,4.35,"GAP43"
"241","chr7",66205039,66205439,401,"*",5.26541336168383,4.90170180427735,5.5556459040294,-0.554728487984986,0.0145646185904293,0.999789157560756,39.8,20.02,23.16,28.9,37.58,52.84,30.44,42.71,66.84,42.34,"TPST1"
"242","chrX",75522991,75523391,401,"*",4.06334558562187,4.38520384572613,3.64842447013671,0.827454893605539,0.0147375660164965,0.999789157560756,27.82,13.99,16.19,20.2,26.27,14.09,8.12,11.39,17.82,11.29,"ZDHHC15"
"243","chr2",52562187,52562587,401,"*",2.88341685769074,3.44391562140362,1.95441340536189,1.55540395344258,0.0148042331095854,0.999789157560756,14.49,7.29,8.43,10.52,13.68,4.35,2.51,3.52,5.51,3.49,"MIR4431"
"244","chr7",44309572,44309972,401,"*",4.23517415441516,3.73269358617279,4.60713214680419,-0.771701973804488,0.0148810975652712,0.999789157560756,17.7,8.9,10.3,12.85,16.71,27.38,15.77,22.13,34.63,21.94,"CAMK2B"
"245","chr4",4348600,4349000,401,"*",4.20212064358557,4.50250200866449,3.82229431441164,0.772165873673667,0.0149118884630098,0.999789157560756,30.18,15.18,17.56,21.91,28.5,15.89,9.16,12.84,20.1,12.73,"NSG1"
"246","chr6",55702859,55703259,401,"*",2.75305827723316,3.33861998497485,1.75125916147982,1.6464956326998,0.0150180320686354,0.999789157560756,13.47,6.77,7.84,9.78,12.72,3.78,2.18,3.06,4.78,3.03,"HMGCLL1"
"247","chr1",77759636,77760036,401,"*",5.43116422983724,5.07657095973787,5.71557163550347,-0.539984854884437,0.0151630640809482,0.999789157560756,44.93,22.6,26.15,32.62,42.43,59.04,34.01,47.71,74.67,47.31,"USP33"
"248","chr1",205775177,205775577,401,"*",5.3677482514637,5.57315499733342,5.1281627510431,0.540738804090686,0.0152991111020155,0.999789157560756,63.39,31.88,36.89,46.02,59.86,39.29,22.63,31.75,49.7,31.48,"RAB29"
"249","chr22",31248117,31248517,401,"*",4.66922102013123,4.25417408846139,4.99115477442359,-0.636397183857894,0.0153227943303052,0.999789157560756,25.41,12.78,14.79,18.45,23.99,35.73,20.58,28.88,45.2,28.63,"LIMK2"
"250","chr14",68548571,68548971,401,"*",3.53000105274364,2.79506005838916,4.01455932376484,-1.1077297712204,0.0153408678124564,0.999789157560756,9.24,4.65,5.38,6.71,8.73,18.16,10.46,14.67,22.97,14.55,"RAD51B"
"251","chr1",120913972,120914372,401,"*",4.11164416851327,3.59032736877183,4.49377396118611,-0.799887620835064,0.0153891943182266,0.999789157560756,16.04,8.07,9.33,11.64,15.14,25.31,14.58,20.46,32.02,20.28,"LOC100996720"
"252","chr4",120049790,120050190,401,"*",4.00411070300052,4.32944320545095,3.58338127765934,0.836645177087038,0.0154471754218172,0.999789157560756,26.77,13.46,15.58,19.43,25.28,13.47,7.76,10.88,17.03,10.79,"MAD2L1"
"253","chr14",101823596,101823996,401,"*",4.74509416627872,4.33998820192224,5.06103035661904,-0.620703061734896,0.0155708064054513,0.999789157560756,26.97,13.56,15.69,19.58,25.46,37.51,21.61,30.31,47.44,30.05,"PPP2R5C"
"254","chr4",142367380,142367780,401,"*",3.29127392522695,3.75585871878433,2.60179982423696,1.23460386413544,0.0155888184850247,0.999789157560756,17.99,9.05,10.47,13.06,16.98,6.82,3.93,5.51,8.63,5.46,"INPP4B"
"255","chr17",34961256,34961656,401,"*",5.32950791104805,5.5357285366762,5.08881373211512,0.5425922260201,0.0156180129613368,0.999789157560756,61.77,31.07,35.95,44.84,58.32,38.24,22.03,30.9,48.36,30.64,"CCT6B"
"256","chr7",74289775,74290557,783,"*",5.14483510276427,5.35660379991633,4.89654369612514,0.555490457696251,0.0156202390115568,0.999789157560756,54.56,27.44,31.75,39.61,51.51,33.46,19.28,27.04,42.33,26.81,"CLIP2"
"257","chr20",39047989,39048389,401,"*",4.20115754603904,4.49819145948406,3.82667893274774,0.763513777002654,0.015642152692737,0.999789157560756,30.09,15.13,17.51,21.85,28.41,15.94,9.18,12.88,20.16,12.77,"DHX35"
"258","chr16",27268622,27269022,401,"*",4.60091038041668,4.8484461521359,4.30192245288009,0.640678382543244,0.0158484199149595,0.999789157560756,38.36,19.29,22.32,27.85,36.22,22.16,12.77,17.91,28.03,17.76,"NSMCE1"
"259","chr4",17336631,17337031,401,"*",4.17485730554496,3.67010440345421,4.54805327209209,-0.775083303285303,0.0158799331558382,0.999789157560756,16.95,8.52,9.86,12.31,16,26.28,15.14,21.24,33.24,21.06,"SNORA75B"
"260","chr1",40629116,40629516,401,"*",3.81938419144378,3.20686900728196,4.24800318617127,-0.934305748515307,0.0159300722348479,0.999789157560756,12.29,6.18,7.15,8.93,11.61,21.35,12.3,17.25,27,17.11,"RIMS3"
"261","chr19",57363248,57363648,401,"*",5.32463864675811,5.53008127052239,5.08500430408161,0.540781530671185,0.0159547396242413,0.999789157560756,61.53,30.95,35.81,44.67,58.1,38.13,21.97,30.82,48.23,30.56,"TRAPPC2B"
"262","chr7",56016618,56017018,401,"*",2.65718196300968,3.26422870439765,1.5888254286803,1.72840655679901,0.0159921970916575,0.999789157560756,12.79,6.43,7.44,9.29,12.08,3.38,1.95,2.73,4.27,2.71,"PSPH"
"263","chr19",18588953,18589353,401,"*",5.84739530144193,5.49966002968121,6.12738154002992,-0.529203282870863,0.0161075885197882,0.999789157560756,60.24,30.3,35.06,43.74,56.88,78.54,45.24,63.47,99.34,62.93,"REX1BD"
"264","chr1",2840265,2840665,401,"*",4.35921864779661,4.63331700761718,4.02053388495312,0.705838345427656,0.0161663238829869,0.999789157560756,33.04,16.62,19.23,23.99,31.2,18.23,10.5,14.74,23.06,14.61,"TTC34"
"265","chr10",69392429,69392829,401,"*",4.49719264400687,4.75477563354605,4.18340324412828,0.664999130396568,0.0163019887347784,0.999789157560756,35.95,18.08,20.92,26.1,33.94,20.41,11.76,16.5,25.82,16.36,"HK1"
"266","chr6",6518845,6519245,401,"*",4.02935959014207,3.47972131489625,4.42640525051147,-0.842659730158792,0.0163595063803679,0.999789157560756,14.85,7.47,8.64,10.78,14.03,24.16,13.92,19.52,30.56,19.36,"LY86-AS1"
"267","chrX",64395199,64395599,401,"*",4.09627565696871,4.40584206238817,3.70160846793143,0.795839225496493,0.0163662491731846,0.999789157560756,28.22,14.2,16.43,20.49,26.65,14.62,8.42,11.81,18.49,11.71,"MTMR8"
"268","chr3",71050531,71050931,401,"*",3.68906339278402,3.03629591267656,4.13684462224395,-0.992750447642922,0.0163689024895757,0.999789157560756,10.92,5.49,6.36,7.93,10.31,19.76,11.39,15.97,25,15.84,"FOXP1"
"269","chr4",135759200,135759600,401,"*",3.17706372894969,3.65710845940432,2.4525788238431,1.28192869234519,0.0164230258240016,0.999789157560756,16.8,8.45,9.78,12.19,15.86,6.15,3.54,4.97,7.78,4.93,"LINC00613"
"270","chr19",39031432,39031832,401,"*",4.53916717461711,4.10731144528227,4.87109289675819,-0.662557426553923,0.0164568017496341,0.999789157560756,22.95,11.54,13.36,16.66,21.67,32.88,18.94,26.57,41.59,26.35,"FBXO27"
"271","chr7",44208458,44208858,401,"*",3.2072681844704,2.32061247929926,3.75238012662904,-1.31342298806443,0.0164791623369113,0.999789157560756,6.65,3.35,3.87,4.83,6.28,15.14,8.72,12.24,19.15,12.13,"YKT6"
"272","chr3",125766281,125766681,401,"*",4.32197981723556,4.60137657339838,3.97515489488201,0.719024922580821,0.016485765552774,0.999789157560756,32.32,16.26,18.81,23.47,30.52,17.67,10.18,14.28,22.35,14.16,"LOC105374312"
"273","chr13",110615816,110616216,401,"*",4.65526152806527,4.24393927271566,4.97495587548766,-0.630436214108315,0.0165610056858566,0.999789157560756,25.23,12.69,14.68,18.32,23.82,35.33,20.35,28.56,44.69,28.31,"NAXD"
"274","chr6",107400293,107400693,401,"*",3.42106272661662,2.67804270794646,3.90907654932688,-1.11943647809178,0.0165650648966846,0.999789157560756,8.52,4.29,4.96,6.19,8.05,16.88,9.72,13.64,21.35,13.52,"PDSS2"
"275","chr14",75278549,75278949,401,"*",5.80210258305916,5.45411948581118,6.08224919105516,-0.529571988342128,0.0165722568224101,0.999789157560756,58.37,29.36,33.97,42.38,55.12,76.12,43.85,61.52,96.28,60.99,"FOS"
"276","chr15",90510722,90511122,401,"*",3.36645558633916,2.5685776593553,3.87722046106223,-1.19405909335141,0.0165727612504505,0.999789157560756,7.9,3.97,4.6,5.73,7.46,16.51,9.51,13.34,20.88,13.23,"IQGAP1"
"277","chr3",16884697,16885097,401,"*",5.25779897170948,4.90271011884994,5.5425245298766,-0.540630982350805,0.0166184599431587,0.999789157560756,39.83,20.03,23.18,28.92,37.61,52.37,30.17,42.32,66.23,41.96,"PLCL2"
"278","chr8",8701507,8701907,401,"*",3.75740795287274,3.12976780205053,4.19331999586452,-0.956097541388397,0.0166357252334753,0.999789157560756,11.65,5.86,6.78,8.46,11,20.55,11.84,16.61,26,16.47,"CLDN23"
"279","chr18",50143590,50143990,401,"*",3.06747240756956,3.57928021103377,2.26700780696707,1.3864040928269,0.016718069243399,0.999789157560756,15.92,8,9.26,11.55,15.03,5.41,3.12,4.37,6.84,4.33,"MIR4320"
"280","chr19",48445713,48446113,401,"*",5.53325157800034,5.73296430180428,5.30138144494854,0.527534699619271,0.016751779128307,0.999789157560756,70.82,35.62,41.21,51.41,66.87,44.31,25.52,35.81,56.04,35.5,"GRWD1"
"281","chr12",48978210,48978610,401,"*",4.5833907216247,4.16191237801418,4.90916956581779,-0.646423444213762,0.0167704818956801,0.999789157560756,23.83,11.99,13.87,17.3,22.51,33.76,19.45,27.28,42.7,27.05,"WNT1"
"282","chr6",78867398,78867798,401,"*",5.11850313415761,4.7569030139392,5.40739216490004,-0.551116242230258,0.0167935550286751,0.999789157560756,36,18.11,20.95,26.14,33.99,47.68,27.47,38.54,60.31,38.21,"IRAK1BP1"
"283","chr12",48789298,48789698,401,"*",3.45807374574859,2.73231585521931,3.93867048907071,-1.09477961757983,0.0168141141385637,0.999789157560756,8.85,4.45,5.15,6.42,8.35,17.23,9.92,13.92,21.79,13.8,"ADCY6-DT"
"284","chr8",99884947,99885347,401,"*",3.99026129885245,4.3138779043205,3.57240521625716,0.832181218981642,0.0168251004701626,0.999789157560756,26.48,13.32,15.41,19.23,25.01,13.37,7.7,10.8,16.9,10.71,"COX6C"
"285","chr22",38981890,38982290,401,"*",3.63899854988539,4.01994809548878,3.11988684806191,0.986944161467808,0.0168270383068611,0.999789157560756,21.6,10.86,12.57,15.68,20.4,9.77,5.63,7.89,12.35,7.83,"APOBEC3B"
"286","chr10",123518173,123518573,401,"*",3.50003686880362,3.91237543928584,2.92045712563769,1.07638505432581,0.0169873841596367,0.999789157560756,20.05,10.08,11.67,14.56,18.93,8.51,4.9,6.87,10.76,6.82,"GPR26"
"287","chr9",70494400,70494800,401,"*",3.19152982014386,3.66607901570828,2.47963089011321,1.2646911501899,0.0170167615236531,0.999789157560756,16.9,8.5,9.84,12.27,15.96,6.27,3.61,5.06,7.93,5.02,"KLF9"
"288","chr2",43174222,43174622,401,"*",4.79505028899276,4.40549765131106,5.10146854083769,-0.595762305830405,0.0170499897502869,0.999789157560756,28.22,14.19,16.42,20.49,26.65,38.57,22.22,31.17,48.79,30.91,"LINC02580"
"289","chr5",143008930,143009330,401,"*",4.20405841784746,4.5059072493056,3.82187754733748,0.776103883527036,0.0171084334489589,0.999789157560756,30.25,15.22,17.61,21.96,28.57,15.89,9.15,12.84,20.1,12.73,"ARHGAP26"
"290","chr1",239501716,239502116,401,"*",3.25398442944681,3.71014260619423,2.58308805846407,1.20705920053426,0.0171170702618904,0.999789157560756,17.43,8.76,10.14,12.65,16.46,6.73,3.88,5.44,8.52,5.39,"CHRM3"
"291","chr1",86805595,86805995,401,"*",2.02018656424511,0.270341830007672,2.78798221289998,-2.30933866839109,0.017288769144915,0.999789157560756,1.61,0.81,0.93,1.17,1.52,7.76,4.47,6.27,9.81,6.22,"SH3GLB1"
"292","chr1",228735246,228735646,401,"*",5.08299649033134,4.72080720728127,5.37226073024378,-0.551999931916634,0.0173253760498836,0.999789157560756,35.11,17.66,20.43,25.49,33.15,46.54,26.81,37.61,58.86,37.29,"RHOU"
"293","chr22",43840712,43841112,401,"*",3.73275218452258,3.10528611152531,4.16858093210287,-0.956218548877062,0.0174251671123847,0.999789157560756,11.46,5.76,6.67,8.32,10.82,20.2,11.64,16.33,25.56,16.19,"SULT4A1"
"294","chr16",50024900,50025300,401,"*",5.60900004720044,5.26513579237406,5.88647542455449,-0.522574264806652,0.0174822724212331,0.999789157560756,51.2,25.75,29.8,37.17,48.35,66.46,38.29,53.71,84.07,53.25,"CNEP1R1"
"295","chr2",43158893,43159293,401,"*",5.47358997845375,5.12318318197445,5.75530258863056,-0.533204467689999,0.0174945503521901,0.999789157560756,46.41,23.34,27.01,33.69,43.82,60.69,34.96,49.04,76.76,48.63,"LINC02580"
"296","chr3",8501535,8501935,401,"*",4.27200261229167,3.79455239218497,4.63012211228522,-0.733262628520339,0.0177442127599345,0.999789157560756,18.48,9.29,10.75,13.41,17.45,27.82,16.03,22.48,35.19,22.29,"LMCD1-AS1"
"297","chr14",91427283,91427683,401,"*",4.0506116482225,4.36592036533342,3.64653939805843,0.810453257581828,0.0178140613026276,0.999789157560756,27.45,13.81,15.98,19.93,25.92,14.07,8.11,11.37,17.8,11.27,"CCDC88C"
"298","chr14",39103000,39103400,401,"*",5.08481519991349,4.72364646993926,5.3734293400618,-0.550317205167329,0.017915501401312,0.999789157560756,35.18,17.69,20.47,25.54,33.22,46.57,26.83,37.64,58.91,37.32,"SEC23A"
"299","chr5",167078434,167078834,401,"*",2.58143153723785,3.19937157371743,1.47771948418291,1.77057683421272,0.0179252754641463,0.999789157560756,12.23,6.15,7.12,8.88,11.55,3.13,1.8,2.53,3.96,2.51,"LOC101927908"
"300","chr12",89028093,89028493,401,"*",2.86322312115562,1.77486556984587,3.47647518185618,-1.56939346653864,0.0179298384810313,0.999789157560756,4.56,2.29,2.65,3.31,4.3,12.51,7.2,10.11,15.82,10.02,"LINC02458"
"301","chr1",159923579,159923979,401,"*",5.60736166909525,5.26256730893278,5.88544135580947,-0.524128674718743,0.0179937258348679,0.999789157560756,51.11,25.71,29.75,37.11,48.26,66.42,38.26,53.67,84.01,53.22,"TAGLN2"
"302","chr3",104311644,104312044,401,"*",3.42998844473294,3.84854119367812,2.83796964423918,1.09396466475334,0.0180189421568933,0.999789157560756,19.18,9.65,11.16,13.93,18.11,8.03,4.63,6.49,10.16,6.44,"MIR548AB"
"303","chr7",23680089,23680489,401,"*",4.80210821754082,4.41356759188153,5.10790140613267,-0.594345464787849,0.0182021994845971,0.999789157560756,28.38,14.27,16.51,20.6,26.79,38.74,22.32,31.31,49.01,31.04,"FAM221A"
"304","chr7",22499930,22500330,401,"*",4.39742250903216,3.94479746630212,4.74144187359835,-0.695173574770032,0.0182401947061823,0.999789157560756,20.5,10.31,11.93,14.89,19.36,30.05,17.31,24.29,38.01,24.08,"STEAP1B"
"305","chr18",54269409,54269809,401,"*",5.19262477418543,4.83789430365837,5.47712027727044,-0.539936531109765,0.0182939690469307,0.999789157560756,38.08,19.15,22.16,27.65,35.96,50.04,28.83,40.44,63.3,40.1,"POLI"
"306","chr9",98315682,98316082,401,"*",4.2223580786783,4.50961631651017,3.86331410254527,0.738436201242098,0.0183542105554844,0.999789157560756,30.33,15.25,17.65,22.02,28.64,16.35,9.42,13.21,20.68,13.1,"GABBR2"
"307","chr1",88035972,88036372,401,"*",3.68813110571695,4.05694526336315,3.19139637993512,0.952953719587759,0.0183876103711822,0.999789157560756,22.16,11.15,12.9,16.09,20.93,10.26,5.91,8.29,12.98,8.22,"PKN2-AS1"
"308","chr19",17488751,17489151,401,"*",4.45367446608242,4.71531722141634,4.1338313331551,0.674724054191284,0.0185016878142118,0.999789157560756,34.98,17.59,20.36,25.39,33.03,19.72,11.36,15.94,24.95,15.8,"SLC27A1"
"309","chr12",115355113,115355513,401,"*",2.73118809779346,3.31782092318638,1.7261654891179,1.65064462052258,0.0185168950003233,0.999789157560756,13.28,6.68,7.73,9.64,12.54,3.72,2.14,3,4.7,2.98,"MED13L"
"310","chr1",234772254,234772654,401,"*",4.24821415493691,3.76978046747223,4.60688445942517,-0.734647750901297,0.0185568704763278,0.999789157560756,18.16,9.13,10.57,13.19,17.15,27.38,15.77,22.13,34.63,21.94,"PP2672"
"311","chr4",36715231,36715631,401,"*",2.84739911011594,3.39260085990873,1.96050109666622,1.49866125263999,0.0185727416405772,0.999789157560756,13.98,7.03,8.14,10.15,13.2,4.37,2.52,3.53,5.53,3.5,"LINC02505"
"312","chr8",89757538,89757938,401,"*",4.95227098217567,4.5831671052706,5.24592011640646,-0.56298553279156,0.0185859052806989,0.999789157560756,31.92,16.05,18.57,23.17,30.14,42.63,24.56,34.46,53.93,34.16,"RIPK2-DT"
"313","chr14",69129285,69129685,401,"*",4.05327818181925,4.36609437900517,3.65330044554817,0.803732952139902,0.0185891253114307,0.999789157560756,27.46,13.81,15.98,19.93,25.93,14.14,8.14,11.42,17.88,11.33,"DCAF5"
"314","chr16",21158389,21158789,401,"*",4.87899785974886,5.09757592736204,4.62128666319117,0.571261066776517,0.0186187027529981,0.999789157560756,45.59,22.93,26.53,33.1,43.05,27.65,15.93,22.35,34.98,22.16,"LDAF1"
"315","chr22",22941282,22941682,401,"*",3.66780779934806,4.04584180590485,3.15412120967381,0.978989699184285,0.018634621546523,0.999789157560756,21.99,11.06,12.8,15.97,20.77,10,5.76,8.08,12.65,8.01,"IGLL5"
"316","chr12",85844378,85844778,401,"*",3.40635609341397,2.6590145351678,3.8962070192984,-1.12481128959408,0.0186933014762962,0.999789157560756,8.41,4.23,4.89,6.11,7.94,16.73,9.64,13.52,21.16,13.4,"RASSF9"
"317","chr5",137660393,137660793,401,"*",4.05683520149908,4.36616331631457,3.66255617003437,0.794894910455741,0.0187024813962961,0.999789157560756,27.46,13.81,15.98,19.94,25.93,14.23,8.2,11.5,18,11.4,"KLHL3"
"318","chr19",45677076,45677476,401,"*",4.95516296615839,5.16855366205259,4.70463735564831,0.559158652796496,0.0187185173362667,0.999789157560756,47.89,24.09,27.87,34.77,45.22,29.3,16.88,23.68,37.06,23.47,"GIPR"
"319","chr7",100604437,100604837,401,"*",5.31440516676209,4.96614938603053,5.59472817751055,-0.529402886799125,0.0187446431710846,0.999789157560756,41.62,20.93,24.22,30.22,39.3,54.3,31.28,43.88,68.67,43.5,"PCOLCE"
"320","chr2",26394874,26395274,401,"*",3.15488572405452,3.66188835997449,2.36628514441193,1.36959683831568,0.0187670230226696,0.999789157560756,16.85,8.48,9.81,12.24,15.91,5.79,3.34,4.68,7.33,4.64,"DRC1"
"321","chr7",134669837,134670237,401,"*",4.8602477457177,5.07905590817943,4.60221638915954,0.571699479679689,0.0188830144921457,0.999789157560756,45.01,22.64,26.19,32.68,42.5,27.29,15.72,22.05,34.52,21.87,"BPGM"
"322","chr18",47150070,47150470,401,"*",4.26687859453058,3.79071850892049,4.62427464785277,-0.731133011035022,0.018899899104068,0.999789157560756,18.43,9.27,10.72,13.38,17.4,27.71,15.96,22.39,35.05,22.2,"HDHD2"
"323","chr16",83898854,83899254,401,"*",5.22973601899501,4.88053369321049,5.5106709370701,-0.530918602157247,0.0189051146530647,0.999789157560756,39.22,19.73,22.83,28.47,37.04,51.22,29.51,41.4,64.79,41.04,"MLYCD"
"324","chr17",64985804,64986204,401,"*",4.82898432249626,4.44528724097229,5.13177607659693,-0.586332290119527,0.019005566513854,0.999789157560756,29.01,14.59,16.88,21.06,27.39,39.39,22.69,31.83,49.82,31.56,"AMZ2P1"
"325","chr8",83730553,83730953,401,"*",3.5765971925118,2.91081286926288,4.03040876154724,-1.01098318869727,0.0190128130249537,0.999789157560756,10.01,5.04,5.83,7.27,9.46,18.36,10.58,14.84,23.22,14.71,"LINC01419"
"326","chr12",48795791,48796191,401,"*",3.98394621977225,4.30494661513561,3.57045356195061,0.824932677285447,0.019033695148374,0.999789157560756,26.32,13.24,15.32,19.11,24.85,13.35,7.69,10.79,16.88,10.69,"ADCY6-DT"
"327","chr11",66856185,66856585,401,"*",4.7561268669424,4.36532670834645,5.06331466752557,-0.597705500636506,0.0191550739708072,0.999789157560756,27.44,13.8,15.97,19.92,25.91,37.57,21.64,30.36,47.51,30.1,"PC"
"328","chr2",180482889,180483289,401,"*",2.82390348975184,3.37500215945164,1.92097194649253,1.52011036664005,0.0192034888481689,0.999789157560756,13.81,6.95,8.04,10.03,13.04,4.25,2.45,3.44,5.38,3.41,"SCHLAP1"
"329","chr17",65173439,65173839,401,"*",4.24410834367449,3.76627946971713,4.60243998334639,-0.73397726289209,0.0192400090656417,0.999789157560756,18.12,9.11,10.54,13.15,17.11,27.29,15.72,22.06,34.52,21.87,"RGS9"
"330","chr9",124735563,124735963,401,"*",3.15834029693909,3.6429617964274,2.42325205431788,1.29586938315953,0.0192803709084526,0.999789157560756,16.63,8.37,9.68,12.08,15.71,6.03,3.47,4.87,7.62,4.83,"NR6A1"
"331","chr2",183131204,183131604,401,"*",2.91685889994751,3.44644200072316,2.07128138311194,1.44500314914726,0.0193328201841481,0.999789157560756,14.52,7.3,8.45,10.54,13.71,4.72,2.72,3.82,5.97,3.78,"NUP35"
"332","chr11",104531156,104531556,401,"*",3.36780338368827,3.79564331163754,2.75689007561195,1.12198533833457,0.0193814302494123,0.999789157560756,18.49,9.3,10.76,13.42,17.46,7.59,4.37,6.14,9.61,6.09,"LINC02552"
"333","chr7",41794618,41795018,401,"*",3.42289885233841,3.84742206083301,2.81877575215299,1.11175229435074,0.0194360132390311,0.999789157560756,19.17,9.64,11.15,13.91,18.1,7.93,4.57,6.41,10.03,6.35,"INHBA"
"334","chr7",98811227,98811627,401,"*",3.41859907989192,3.83572493792172,2.82945077078229,1.09042107893898,0.0194499090879089,0.999789157560756,19.01,9.56,11.06,13.8,17.95,7.99,4.6,6.45,10.1,6.4,"TMEM130"
"335","chr1",1629486,1629886,401,"*",5.14910711761597,5.35267415826942,4.9120222558601,0.536173370133638,0.0195438099954379,0.999789157560756,54.41,27.36,31.66,39.5,51.37,33.83,19.49,27.34,42.78,27.1,"MIB2"
"336","chr22",26703580,26703980,401,"*",2.61666864042051,3.21953916427445,1.56157090382018,1.71300627760261,0.0195604329736289,0.999789157560756,12.4,6.24,7.22,9,11.71,3.32,1.91,2.68,4.19,2.66,"MIATNB"
"337","chr18",44983229,44983629,401,"*",2.93389702978786,3.46685297126537,2.07953353848853,1.45724572937236,0.0195849130270381,0.999789157560756,14.72,7.4,8.57,10.69,13.9,4.75,2.74,3.84,6.01,3.81,"MIR4319"
"338","chr5",58677872,58678272,401,"*",2.84832794527981,3.41802555135849,1.89317682301947,1.58779618129485,0.0199368410855616,0.999789157560756,14.23,7.16,8.28,10.33,13.44,4.17,2.4,3.37,5.28,3.34,"RAB3C"
"339","chr2",7727432,7727832,401,"*",3.42130191033174,3.83688846178816,2.83524067799264,1.08515801735399,0.0199847525831856,0.999789157560756,19.03,9.57,11.07,13.81,17.97,8.02,4.62,6.48,10.14,6.42,"LOC101929551"
