"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"7482","chr7",15685403,15685803,401,"*",3.05873306632278,3.27828861770508,2.79966093010638,0.568285145203927,0.305658223585642,0.999789157560756,12.92,6.5,7.52,9.38,12.2,7.82,4.51,6.32,9.89,6.27,"MEOX2","Not Significant",0.514763915235492,0.514763915235492,"Not Capped"
"7483","chr1",61049957,61050357,401,"*",4.95127235200493,5.02254361054079,4.87629637745752,0.242579816071141,0.305703437645779,0.999789157560756,43.28,21.77,25.19,31.42,40.87,33,19.01,26.67,41.74,26.44,"NFIA","Not Significant",0.514699677589913,0.514699677589913,"Not Capped"
"7488","chr11",128416956,128417356,401,"*",2.78243039961036,3.04021870093705,2.46833586549349,0.657426484570104,0.306100282402606,0.999789157560756,10.95,5.51,6.37,7.95,10.34,6.22,3.58,5.02,7.86,4.98,"ETS1","Not Significant",0.514136269730215,0.514136269730215,"Not Capped"
"7489","chr10",22022677,22023077,401,"*",4.27991552022056,4.38276681703536,4.16916510443651,0.308942757560318,0.306165173284054,0.999789157560756,27.78,13.97,16.17,20.17,26.23,20.21,11.64,16.33,25.57,16.2,"DNAJC1","Not Significant",0.514044212431923,0.514044212431923,"Not Capped"
"7501","chr1",6579753,6580153,401,"*",5.6929696073062,5.52289642881973,5.84509123142985,-0.224299698270339,0.306586294597255,0.999789157560756,61.22,30.79,35.63,44.45,57.81,64.58,37.2,52.19,81.69,51.75,"ZBTB48","Not Significant",0.513447263421054,0.513447263421054,"Not Capped"
"7537","chr17",40318026,40318426,401,"*",5.80593979688588,5.6367590918412,5.95734717661801,-0.222706687939202,0.307653518653025,0.999789157560756,66.25,33.32,38.55,48.1,62.56,69.81,40.21,56.42,88.3,55.94,"RARA","Not Significant",0.511938113493704,0.511938113493704,"Not Capped"
"7588","chr20",57481310,57481710,401,"*",3.63563759461796,3.35191011031468,3.8726311514024,-0.418539041195635,0.309339583966109,0.999789157560756,13.59,6.84,7.91,9.87,12.84,16.46,9.48,13.3,20.82,13.19,"CTCFL","Not Significant",0.509564502893377,0.509564502893377,"Not Capped"
"7590","chr6",35522910,35523310,401,"*",4.64183333422435,4.7242407917497,4.5544320309948,0.265950131340634,0.30942718942947,0.999789157560756,35.19,17.7,20.48,25.55,33.23,26.4,15.21,21.34,33.39,21.15,"TULP1","Not Significant",0.509441527416307,0.509441527416307,"Not Capped"
"7640","chr5",123176113,123176513,401,"*",3.01801222407824,3.24242126143645,2.75214981174569,0.578143207387092,0.311117253580082,0.999789157560756,12.6,6.34,7.33,9.15,11.9,7.57,4.36,6.12,9.57,6.07,"PRDM6","Not Significant",0.507075903623389,0.507075903623389,"Not Capped"
"7643","chr8",28402316,28402716,401,"*",4.64013717373662,4.72135574052862,4.55407209491849,0.263310242361095,0.311311457745261,0.999789157560756,35.12,17.67,20.44,25.5,33.17,26.39,15.2,21.33,33.38,21.15,"ZNF395","Not Significant",0.506804894916682,0.506804894916682,"Not Capped"
"7697","chr6",1381715,1382115,401,"*",3.85096018908316,3.98362411764188,3.70485019390002,0.372697707985225,0.312967852612309,0.999789157560756,21.06,10.59,12.26,15.29,19.89,14.65,8.44,11.84,18.53,11.74,"FOXF2","Not Significant",0.504500269961863,0.504500269961863,"Not Capped"
"7703","chr4",56928435,56928835,401,"*",2.92999207631931,2.53376317845257,3.2405161728037,-0.59880892009127,0.313320786688649,0.999789157560756,7.71,3.88,4.49,5.6,7.28,10.62,6.12,8.58,13.43,8.51,"REST","Not Significant",0.504010791697571,0.504010791697571,"Not Capped"
"7704","chr5",158695586,158695986,401,"*",3.97019076607406,4.09283696829018,3.83614126169588,0.351281218328886,0.313341238876078,0.999789157560756,22.72,11.43,13.22,16.49,21.45,16.05,9.24,12.97,20.3,12.86,"EBF1","Not Significant",0.503982443810562,0.503982443810562,"Not Capped"
"7741","chr20",45971837,45972237,401,"*",6.08230509760255,6.14294692463052,6.01900199733185,0.22092480194038,0.314599035343692,0.999789157560756,94.09,47.32,54.76,68.31,88.85,72.86,41.97,58.88,92.15,58.38,"ZNF335","Not Significant",0.502242613389635,0.502242613389635,"Not Capped"
"7755","chr1",248873756,248874156,401,"*",5.30410079287642,5.13354057404993,5.45661185893194,-0.224975922726725,0.315048856306237,0.999789157560756,46.74,23.51,27.2,33.93,44.14,49.34,28.42,39.87,62.4,39.53,"ZNF692","Not Significant",0.501622092626515,0.501622092626515,"Not Capped"
"7760","chr11",64996674,64997074,401,"*",3.77839636341429,3.91896653938073,3.62263626539634,0.390196777778937,0.315246622405654,0.999789157560756,20.14,10.13,11.72,14.62,19.02,13.84,7.97,11.18,17.5,11.09,"BATF2","Not Significant",0.501349557818941,0.501349557818941,"Not Capped"
"7764","chr8",76681928,76682328,401,"*",3.63721990299286,3.35521197382122,3.87301367632088,-0.416318279545293,0.315322659546472,0.999789157560756,13.63,6.85,7.93,9.89,12.87,16.46,9.48,13.3,20.82,13.19,"ZFHX4","Not Significant",0.501244819095434,0.501244819095434,"Not Capped"
"7790","chr2",159375106,159375506,401,"*",3.19106683238981,3.39704486834522,2.95070326711747,0.536030712368507,0.316049835485848,0.999789157560756,14.03,7.05,8.16,10.18,13.24,8.69,5,7.02,10.99,6.96,"BAZ2B","Not Significant",0.500244431400471,0.500244431400471,"Not Capped"
"7807","chr1",155857056,155857456,401,"*",4.97627211448777,5.04393847408225,4.90527516230096,0.235103155636647,0.316514659067649,0.999789157560756,43.93,22.09,25.56,31.89,41.48,33.67,19.39,27.21,42.58,26.98,"GON4L","Not Significant",0.499606171255593,0.499606171255593,"Not Capped"
"7810","chr7",137899168,137899568,401,"*",4.26984485414642,4.37053929202033,4.16159145694039,0.304240810124,0.316626203613744,0.999789157560756,27.54,13.85,16.03,20,26.01,20.11,11.58,16.25,25.43,16.11,"CREB3L2","Not Significant",0.499453146283705,0.499453146283705,"Not Capped"
"7835","chr12",56007311,56007711,401,"*",4.61026673458687,4.69151976366237,4.5241629556357,0.263312483184912,0.317230427876788,0.999789157560756,34.41,17.3,20.02,24.98,32.49,25.85,14.89,20.89,32.7,20.71,"IKZF4","Not Significant",0.498625163015191,0.498625163015191,"Not Capped"
"7837","chr17",17836226,17836626,401,"*",5.87092635746959,5.70286934047825,6.0214333199736,-0.22075800470432,0.317289997555671,0.999789157560756,69.35,34.88,40.36,50.35,65.49,72.98,42.04,58.98,92.31,58.48,"SREBF1","Not Significant",0.49854361864919,0.49854361864919,"Not Capped"
"7851","chr19",44304793,44305193,401,"*",3.90423879833541,4.03107074112058,3.76517245136211,0.360593485932664,0.317739922674244,0.999789157560756,21.77,10.95,12.67,15.8,20.55,15.28,8.8,12.35,19.32,12.24,"ZNF235","Not Significant",0.497928214484008,0.497928214484008,"Not Capped"
"7861","chr19",12052460,12052860,401,"*",3.81570082775659,3.55643972266644,4.03539197927692,-0.378153747846326,0.318116107978616,0.999789157560756,15.67,7.88,9.12,11.37,14.79,18.42,10.61,14.89,23.3,14.76,"ZNF878","Not Significant",0.497414339603383,0.497414339603383,"Not Capped"
"7871","chr3",146560054,146560454,401,"*",3.14935920264213,3.35275993431411,2.91250002767787,0.530110705080125,0.318593806801511,0.999789157560756,13.6,6.84,7.92,9.88,12.84,8.46,4.87,6.84,10.7,6.78,"PLSCR1","Not Significant",0.496762670776166,0.496762670776166,"Not Capped"
"7873","chr17",16653616,16654016,401,"*",5.2970911636251,5.35920827215324,5.2321787140487,0.22367819575121,0.318648014896028,0.999789157560756,54.65,27.49,31.81,39.68,51.61,42.23,24.33,34.13,53.41,33.84,"ZNF624","Not Significant",0.496688782730597,0.496688782730597,"Not Capped"
"7886","chr7",101815627,101816027,401,"*",5.14655681035663,4.97529191301746,5.29963092525612,-0.226171610277399,0.319064224824451,0.999789157560756,41.88,21.07,24.38,30.41,39.55,44.25,25.49,35.76,55.97,35.46,"CUX1","Not Significant",0.496121888480701,0.496121888480701,"Not Capped"
"7898","chr19",34973170,34973570,401,"*",4.53848045539605,4.62240638238682,4.44936909932951,0.269071720742212,0.31964735297649,0.999789157560756,32.8,16.5,19.09,23.81,30.97,24.55,14.14,19.84,31.05,19.67,"ZNF792","Not Significant",0.49532888764014,0.49532888764014,"Not Capped"
"7904","chr11",20156442,20156842,401,"*",4.26501218554653,4.05042769641941,4.45177345757592,-0.302014985440587,0.3199232113168,0.999789157560756,22.06,11.1,12.84,16.02,20.83,24.59,14.16,19.87,31.1,19.7,"DBX1","Not Significant",0.494954249502923,0.494954249502923,"Not Capped"
"7908","chr14",89720796,89721196,401,"*",5.21618232550859,5.27865665126373,5.1508796783275,0.224384856732154,0.320009120345957,0.999789157560756,51.69,26,30.08,37.52,48.81,39.92,22.99,32.26,50.49,31.98,"FOXN3","Not Significant",0.494837643994226,0.494837643994226,"Not Capped"
"7916","chr19",58475978,58476378,401,"*",6.41481140123389,6.24602068386979,6.56590642488007,-0.222181332135316,0.320228361883287,0.999789157560756,101.06,50.83,58.81,73.37,95.43,106.44,61.32,86.02,134.63,85.29,"ZNF446","Not Significant",0.494540206258288,0.494540206258288,"Not Capped"
"7952","chr18",47749079,47749479,401,"*",4.90224023212319,4.72441270358022,5.06053432782071,-0.237824339184183,0.321035686345428,0.999789157560756,35.2,17.7,20.48,25.55,33.24,37.49,21.6,30.3,47.42,30.04,"SMAD2","Not Significant",0.493446688712056,0.493446688712056,"Not Capped"
"7959","chr17",15699487,15699887,401,"*",4.706966117951,4.52107316468317,4.87161753150832,-0.252024118830871,0.321271415930432,0.999789157560756,30.57,15.38,17.79,22.19,28.87,32.89,18.95,26.58,41.6,26.35,"ZNF286A","Not Significant",0.493127912655487,0.493127912655487,"Not Capped"
"7965","chr1",61077873,61078273,401,"*",5.18557106197244,5.24813669606605,5.12016864388856,0.224649253194649,0.321538592745385,0.999789157560756,50.6,25.45,29.45,36.74,47.78,39.08,22.51,31.58,49.42,31.31,"NFIA","Not Significant",0.492766893313714,0.492766893313714,"Not Capped"
"7976","chr19",52570080,52570480,401,"*",5.33066953329036,5.39111013254923,5.26758568108276,0.220207658963412,0.322036048723668,0.999789157560756,55.88,28.1,32.52,40.57,52.76,43.28,24.93,34.98,54.74,34.68,"ZNF701","Not Significant",0.49209551064739,0.49209551064739,"Not Capped"
"7989","chr4",86934746,86935146,401,"*",5.77778473594266,5.61205828119775,5.92642017234873,-0.216457980105968,0.322450453365509,0.999789157560756,65.12,32.75,37.9,47.28,61.49,68.33,39.36,55.22,86.43,54.75,"AFF1","Not Significant",0.491537008107937,0.491537008107937,"Not Capped"
"8002","chr8",143246478,143246878,401,"*",6.16382794596354,5.99702908080599,6.31332524396709,-0.218538070543722,0.322854544463392,0.999789157560756,85.04,42.77,49.49,61.74,80.3,89.35,51.47,72.21,113.01,71.59,"ZFP41","Not Significant",0.490993096135999,0.490993096135999,"Not Capped"
"8003","chr18",48902202,48902602,401,"*",3.60389731109236,3.75716160777081,3.43239425357386,0.4180092192995,0.322857607790399,0.999789157560756,18,9.06,10.48,13.07,17,12.13,6.99,9.8,15.34,9.72,"SMAD7","Not Significant",0.490988975457734,0.490988975457734,"Not Capped"
"8006","chr18",47930863,47931263,401,"*",6.06475384206878,5.89835120149539,6.21393284176247,-0.217782005674097,0.322952034227872,0.999789157560756,79.42,39.94,46.22,57.66,74.99,83.4,48.04,67.4,105.49,66.82,"SMAD2","Not Significant",0.490861975554467,0.490861975554467,"Not Capped"
"8007","chr15",80472979,80473379,401,"*",3.02061641791025,3.24046993148979,2.76112899328169,0.567082234841393,0.322969532046746,0.999789157560756,12.58,6.33,7.32,9.14,11.88,7.62,4.39,6.16,9.63,6.1,"ARNT2","Not Significant",0.490838445743478,0.490838445743478,"Not Capped"
"8018","chrX",57909585,57909985,401,"*",3.76789441181722,3.90548124624818,3.6157894876727,0.383483404728984,0.323272682198629,0.999789157560756,19.95,10.04,11.61,14.49,18.84,13.77,7.93,11.13,17.42,11.04,"ZXDA","Not Significant",0.490430993413977,0.490430993413977,"Not Capped"
"8021","chr19",12289318,12289718,401,"*",3.99198028627027,4.10977214970032,3.86370911704136,0.340884267285043,0.323414156072831,0.999789157560756,22.99,11.56,13.38,16.69,21.71,16.36,9.42,13.22,20.69,13.11,"ZNF44","Not Significant",0.490240974628243,0.490240974628243,"Not Capped"
"8028","chr1",89994981,89995381,401,"*",5.58752740679769,5.42184816263808,5.73612487501793,-0.216345349988443,0.323560007096083,0.999789157560756,57.08,28.71,33.22,41.44,53.9,59.89,34.5,48.4,75.75,47.98,"ZNF326","Not Significant",0.490045163731124,0.490045163731124,"Not Capped"
"8035","chr16",86563848,86564248,401,"*",4.43176725911382,4.22825763919331,4.6100862548175,-0.282660846334639,0.32378564013795,0.999789157560756,24.96,12.55,14.52,18.12,23.56,27.44,15.81,22.17,34.7,21.99,"FOXC2","Not Significant",0.489742416074119,0.489742416074119,"Not Capped"
"8052","chr6",121931956,121932356,401,"*",2.91369580805662,3.14287173217073,2.64111059214696,0.589494702729441,0.324444075424888,0.999789157560756,11.76,5.92,6.84,8.54,11.11,7.01,4.04,5.66,8.86,5.62,"HSF2","Not Significant",0.488860151952973,0.488860151952973,"Not Capped"
"8063","chr6",53188240,53188640,401,"*",3.67873747976222,3.82088367268083,3.52103964824756,0.393468155875957,0.32477106466432,0.999789157560756,18.82,9.46,10.95,13.66,17.77,12.9,7.43,10.42,16.31,10.33,"GCM1","Not Significant",0.488422670983826,0.488422670983826,"Not Capped"
"8076","chr3",24386013,24386413,401,"*",3.33489020072318,3.52140247858282,3.12063450214492,0.492612474577964,0.325165412772,0.999789157560756,15.29,7.69,8.9,11.1,14.44,9.77,5.63,7.9,12.36,7.83,"THRB","Not Significant",0.487895655701329,0.487895655701329,"Not Capped"
"8094","chr11",114035864,114036264,401,"*",4.05122272804584,3.81861405714391,4.25148279517976,-0.332893318574522,0.325808858223664,0.999789157560756,18.79,9.45,10.93,13.64,17.74,21.4,12.33,17.29,27.07,17.15,"ZBTB16","Not Significant",0.487037112092095,0.487037112092095,"Not Capped"
"8103","chr16",88681939,88682339,401,"*",4.49978640787258,4.58452921440066,4.40975352264057,0.270633570176228,0.326078432908072,0.999789157560756,31.95,16.07,18.59,23.19,30.17,23.88,13.76,19.3,30.21,19.13,"SNAI3","Not Significant",0.486677924833299,0.486677924833299,"Not Capped"
"8110","chr19",30681363,30681763,401,"*",3.33190620746257,3.51136726468697,3.12690713235758,0.475765495224338,0.326377485975203,0.999789157560756,15.18,7.64,8.84,11.02,14.34,9.81,5.65,7.93,12.41,7.86,"ZNF536","Not Significant",0.486279807191363,0.486279807191363,"Not Capped"
"8115","chr19",8638228,8638628,401,"*",3.84433019696805,3.97631026491237,3.69904940153968,0.371223138201079,0.326484478714454,0.999789157560756,20.96,10.54,12.2,15.21,19.79,14.59,8.41,11.79,18.46,11.69,"NFILZ","Not Significant",0.48613746054172,0.48613746054172,"Not Capped"
"8138","chr4",184474524,184474924,401,"*",5.70718462960635,5.54228592579602,5.85515403851577,-0.214981902750732,0.327091237808037,0.999789157560756,62.05,31.21,36.11,45.05,58.59,65.04,37.46,52.56,82.26,52.11,"IRF2","Not Significant",0.48533108969522,0.48533108969522,"Not Capped"
"8159","chr3",33440452,33440852,401,"*",6.48919447952068,6.32093453666491,6.63986414109052,-0.221247202878306,0.327819216831501,0.999789157560756,106.45,53.54,61.95,77.28,100.51,112.04,64.54,90.55,141.71,89.77,"UBP1","Not Significant",0.484365591585347,0.484365591585347,"Not Capped"
"8170","chr1",26677487,26677887,401,"*",3.85063740934524,3.97801329207015,3.71091676577538,0.361523059900889,0.328036143358837,0.999789157560756,20.98,10.55,12.21,15.23,19.81,14.71,8.47,11.89,18.61,11.79,"ARID1A","Not Significant",0.484078302640392,0.484078302640392,"Not Capped"
"8189","chr19",57240421,57240821,401,"*",5.51548245967607,5.57293808360754,5.45564340514642,0.21416427128841,0.328764951013227,0.999789157560756,63.38,31.88,36.89,46.01,59.85,49.31,28.4,39.85,62.36,39.51,"ZNF805","Not Significant",0.48311448794736,0.48311448794736,"Not Capped"
"8192","chr2",96536573,96536973,401,"*",5.86682861092733,5.92368620948448,5.80763795373428,0.212999525379534,0.328958781606204,0.999789157560756,80.82,40.65,47.04,58.68,76.32,62.93,36.25,50.86,79.6,50.42,"ARID5A","Not Significant",0.482858515552823,0.482858515552823,"Not Capped"
"8199","chr6",89952870,89953270,401,"*",4.81846958177448,4.88862634030166,4.74472600706947,0.240264070697221,0.329254900765348,0.999789157560756,39.44,19.84,22.95,28.64,37.24,30.12,17.35,24.34,38.1,24.14,"BACH2","Not Significant",0.482467752100399,0.482467752100399,"Not Capped"
"8212","chr10",62843199,62843599,401,"*",3.10084055285786,2.7502929405833,3.38264401401139,-0.527092859414093,0.329622918315817,0.999789157560756,8.96,4.51,5.21,6.5,8.46,11.72,6.75,9.47,14.82,9.39,"EGR2","Not Significant",0.481982599911618,0.481982599911618,"Not Capped"
"8223","chr6",43174508,43174908,401,"*",5.35661363805344,5.19082265243579,5.50530096852032,-0.216418009133464,0.32985323067921,0.999789157560756,48.63,24.46,28.3,35.31,45.92,51.03,29.4,41.24,64.55,40.89,"SRF","Not Significant",0.481679257955264,0.481679257955264,"Not Capped"
"8247","chr19",24033294,24033694,401,"*",5.02929667608853,4.85788138562678,5.18249089333425,-0.226463390531613,0.330759646173711,0.999789157560756,38.61,19.42,22.47,28.03,36.46,40.8,23.5,32.97,51.61,32.69,"ZNF254","Not Significant",0.480487481323603,0.480487481323603,"Not Capped"
"8255","chr19",52734891,52735291,401,"*",5.49643147109271,5.55406974233699,5.43639427306844,0.214482838305628,0.331230125603327,0.999789157560756,62.56,31.46,36.41,45.42,59.07,48.65,28.03,39.32,61.54,38.98,"ZNF611","Not Significant",0.479870170714755,0.479870170714755,"Not Capped"
"8275","chr19",11597189,11597589,401,"*",5.74300708754413,5.79917646691685,5.68456192577897,0.211525603174624,0.331886644486673,0.999789157560756,74.14,37.29,43.15,53.83,70.01,57.78,33.29,46.7,73.09,46.3,"ZNF627","Not Significant",0.479010223766278,0.479010223766278,"Not Capped"
"8276","chr12",114636842,114637242,401,"*",3.2066906062562,3.39904358423031,2.98468755956983,0.505449946325462,0.331894485684571,0.999789157560756,14.05,7.06,8.17,10.2,13.26,8.89,5.12,7.19,11.25,7.13,"TBX3","Not Significant",0.478999963188434,0.478999963188434,"Not Capped"
"8326","chr10",68203966,68204366,401,"*",3.19522789709021,2.85698735440582,3.46903569227241,-0.507551539901037,0.333759920624923,0.999789157560756,9.65,4.85,5.61,7,9.11,12.44,7.17,10.05,15.74,9.97,"ATOH7","Not Significant",0.476565816537846,0.476565816537846,"Not Capped"
"8339","chr6",7073574,7073974,401,"*",3.86964189782548,3.62438083416536,4.07920366669807,-0.354525961640777,0.334428533049597,0.999789157560756,16.42,8.26,9.56,11.92,15.51,18.99,10.94,15.35,24.02,15.22,"RREB1","Not Significant",0.475696676157207,0.475696676157207,"Not Capped"
"8347","chr4",105022871,105023271,401,"*",3.83829691967748,3.58572437970502,4.05316985710227,-0.366815597922689,0.334820908084704,0.999789157560756,15.99,8.04,9.3,11.61,15.1,18.65,10.74,15.07,23.59,14.94,"TET2","Not Significant",0.475187430062598,0.475187430062598,"Not Capped"
"8365","chr19",42103261,42103661,401,"*",3.0300599587024,2.66186367160478,3.32313549970099,-0.554120224314611,0.335422796127308,0.999789157560756,8.43,4.24,4.9,6.12,7.96,11.24,6.48,9.09,14.22,9.01,"POU2F2","Not Significant",0.474407425045766,0.474407425045766,"Not Capped"
"8373","chr10",35218341,35218741,401,"*",3.90180947088652,4.02218473291583,3.77046846939845,0.346034852378807,0.335803966213817,0.999789157560756,21.63,10.88,12.59,15.71,20.43,15.33,8.83,12.39,19.39,12.29,"CREM","Not Significant",0.47391417867265,0.47391417867265,"Not Capped"
"8377","chr14",102592287,102592687,401,"*",6.15648478700601,5.99300295526312,6.30331254572334,-0.2125465464922,0.33582638206228,0.999789157560756,84.8,42.65,49.35,61.57,80.08,88.73,51.11,71.71,112.23,71.1,"RCOR1","Not Significant",0.473885189275959,0.473885189275959,"Not Capped"
"8388","chr6",137497533,137497933,401,"*",4.17713321363991,3.95584905865135,4.36894653275782,-0.313381453980909,0.336204225634621,0.999789157560756,20.66,10.39,12.02,15,19.51,23.21,13.37,18.76,29.36,18.6,"OLIG3","Not Significant",0.473396832365121,0.473396832365121,"Not Capped"
"8408","chr12",54379612,54380012,401,"*",4.57412069502255,4.38558733224844,4.74083957438875,-0.256402556831166,0.337152958371851,0.999789157560756,27.83,14,16.2,20.21,26.28,30.04,17.31,24.28,38,24.07,"ZNF385A","Not Significant",0.472173025223783,0.472173025223783,"Not Capped"
"8422","chr11",12684534,12684934,401,"*",3.21455726398647,3.40063444237036,3.00087578740228,0.491064850702739,0.337723798887366,0.999789157560756,14.06,7.07,8.18,10.21,13.28,8.99,5.18,7.27,11.38,7.21,"TEAD1","Not Significant",0.471438334208301,0.471438334208301,"Not Capped"
"8425","chr10",49404416,49404816,401,"*",3.78881757307821,3.53366554175396,4.00555324249084,-0.370964199415791,0.337811084338351,0.999789157560756,15.42,7.76,8.97,11.19,14.56,18.05,10.4,14.58,22.82,14.46,"DRGX","Not Significant",0.471326104356474,0.471326104356474,"Not Capped"
"8458","chr19",48637452,48637852,401,"*",6.76666796053421,6.59843428182424,6.91731656672687,-0.22124612887664,0.338952482623154,0.999789157560756,129.02,64.89,75.09,93.67,121.83,135.8,78.23,109.75,171.76,108.81,"DBP","Not Significant",0.469861180796911,0.469861180796911,"Not Capped"
"8460","chr19",45076252,45076652,401,"*",4.83568617121114,4.66023551431012,4.99209460150969,-0.233318226398318,0.339015002921219,0.999789157560756,33.67,16.93,19.59,24.44,31.79,35.76,20.6,28.9,45.23,28.65,"ZNF296","Not Significant",0.469781081909833,0.469781081909833,"Not Capped"
"8462","chr1",28668616,28669016,401,"*",5.29777916732844,5.35508702400862,5.23810037866962,0.213729168407786,0.339039453157251,0.999789157560756,54.5,27.41,31.72,39.57,51.46,42.4,24.43,34.27,53.63,33.98,"GMEB1","Not Significant",0.469749761113991,0.469749761113991,"Not Capped"
"8488","chr1",211229539,211229939,401,"*",3.537108876888,3.68677789583324,3.37009616829291,0.409573503913202,0.340452624887769,0.999789157560756,17.15,8.62,9.98,12.45,16.19,11.62,6.69,9.39,14.69,9.31,"RCOR3","Not Significant",0.467943313064786,0.467943313064786,"Not Capped"
"8489","chr12",45762638,45763038,401,"*",2.99834854242946,2.63454522671214,3.288639397862,-0.547645879526244,0.34059364992916,0.999789157560756,8.27,4.16,4.81,6,7.81,10.98,6.32,8.87,13.89,8.8,"ARID2","Not Significant",0.467763453338872,0.467763453338872,"Not Capped"
"8497","chr7",6637635,6638035,401,"*",4.89409149159109,4.71998731086398,5.04942923383206,-0.230999814081044,0.340728102284448,0.999789157560756,35.09,17.65,20.42,25.48,33.14,37.21,21.43,30.07,47.06,29.81,"ZNF316","Not Significant",0.467592045581674,0.467592045581674,"Not Capped"
"8499","chr22",41413718,41414118,401,"*",5.53181098876423,5.37018590041901,5.67713959945966,-0.209004968556024,0.340753629154075,0.999789157560756,55.07,27.7,32.05,39.98,52,57.49,33.12,46.46,72.71,46.06,"TEF","Not Significant",0.467559510069384,0.467559510069384,"Not Capped"
"8518","chr20",44069324,44069724,401,"*",4.87998119251641,4.94585696667688,4.8109529017682,0.231271564002281,0.34146304834885,0.999789157560756,41.04,20.64,23.88,29.79,38.75,31.54,18.17,25.49,39.89,25.27,"TOX2","Not Significant",0.466656286906248,0.466656286906248,"Not Capped"
"8542","chr16",11587080,11587480,401,"*",4.64339624181773,4.45933657253963,4.80660820073512,-0.248478141496176,0.342512580644829,0.999789157560756,29.29,14.73,17.05,21.27,27.66,31.44,18.11,25.41,39.77,25.19,"LITAF","Not Significant",0.465323472042257,0.465323472042257,"Not Capped"
"8547","chr12",10722140,10722540,401,"*",4.69682966446079,4.51475576331981,4.8584787510641,-0.245256591555551,0.342630041847198,0.999789157560756,30.44,15.31,17.71,22.1,28.74,32.59,18.78,26.34,41.23,26.12,"YBX3","Not Significant",0.465174560703649,0.465174560703649,"Not Capped"
"8564","chr6",137488146,137488546,401,"*",3.72066658861125,3.85325497611844,3.57464823176017,0.372451503818695,0.343407809589444,0.999789157560756,19.24,9.68,11.2,13.97,18.17,13.39,7.71,10.82,16.93,10.73,"OLIG3","Not Significant",0.464189832579192,0.464189832579192,"Not Capped"
"8567","chr22",31345706,31346106,401,"*",5.93153532415812,5.98582074941685,5.87512712273624,0.207625026801568,0.343624400582265,0.999789157560756,84.38,42.44,49.11,61.26,79.68,65.94,37.99,53.29,83.41,52.84,"PATZ1","Not Significant",0.463916004730263,0.463916004730263,"Not Capped"
"8584","chr19",49665674,49666074,401,"*",5.81888210800824,5.65880605543748,5.96295734381576,-0.20631545913507,0.344386043285402,0.999789157560756,67.27,33.83,39.15,48.84,63.52,70.08,40.37,56.64,88.64,56.15,"IRF3","Not Significant",0.462954457238579,0.462954457238579,"Not Capped"
"8655","chr15",60844433,60844833,401,"*",4.90874573100953,4.73763928779205,5.06169328177012,-0.225770184788248,0.347803128309741,0.999789157560756,35.52,17.87,20.67,25.79,33.54,37.52,21.62,30.32,47.46,30.07,"RORA","Not Significant",0.458666516060885,0.458666516060885,"Not Capped"
"8669","chr3",187714431,187714831,401,"*",4.22795082216274,4.32217410388573,4.1271410919905,0.290334447286545,0.34836419593187,0.999789157560756,26.63,13.4,15.5,19.34,25.15,19.63,11.31,15.87,24.83,15.73,"BCL6","Not Significant",0.45796648715537,0.45796648715537,"Not Capped"
"8689","chr4",75514362,75514762,401,"*",5.87374308302827,5.71456109085851,6.01709379642717,-0.204701127427141,0.349007160743746,0.999789157560756,69.92,35.17,40.69,50.76,66.02,72.76,41.91,58.8,92.03,58.3,"THAP6","Not Significant",0.457165662325657,0.457165662325657,"Not Capped"
"8711","chr6",28124403,28124803,401,"*",4.0942582407003,3.87588167481515,4.28388407413736,-0.308290035128398,0.3499035621901,0.999789157560756,19.55,9.83,11.38,14.19,18.46,21.89,12.61,17.69,27.68,17.54,"ZSCAN16","Not Significant",0.456051636163481,0.456051636163481,"Not Capped"
"8725","chr6",156909947,156910347,401,"*",2.9801328253537,2.62138549940915,3.26720149674337,-0.53938520258424,0.350337822268372,0.999789157560756,8.19,4.12,4.77,5.95,7.74,10.82,6.23,8.74,13.68,8.67,"ARID1B","Not Significant",0.455512973970506,0.455512973970506,"Not Capped"
"8745","chr19",22052276,22052676,401,"*",4.63277797766155,4.70539486511946,4.55631134854178,0.245063649555941,0.351214649835991,0.999789157560756,34.74,17.47,20.22,25.22,32.8,26.43,15.23,21.36,33.43,21.18,"ZNF257","Not Significant",0.454427377133141,0.454427377133141,"Not Capped"
"8754","chr5",4064025,4064425,401,"*",2.95475967522887,3.16391449272581,2.71005619859148,0.542149174836119,0.351571819455381,0.999789157560756,11.93,6,6.94,8.66,11.27,7.35,4.23,5.94,9.3,5.89,"IRX1","Not Significant",0.453985943454671,0.453985943454671,"Not Capped"
"8776","chrX",130060478,130060878,401,"*",4.38842778420089,4.19176341581272,4.56147117722233,-0.270568138851639,0.352255948600297,0.999789157560756,24.33,12.24,14.16,17.67,22.98,26.53,15.28,21.44,33.55,21.26,"ELF4","Not Significant",0.453141664159074,0.453141664159074,"Not Capped"
